CSP,Trap,Species,Species_Tax,Genus,Subfamily,Individuals
CSP01,CSP01_NE,Aphaenogaster_sp.1,Aphaenogaster sp.1,Aphaenogaster,Myrmicinae,16
CSP01,CSP01_NE,Aphaenogaster_sp.2,Aphaenogaster sp.2,Aphaenogaster,Myrmicinae,1
CSP01,CSP01_NE,Brachyponera_luteipes,Brachyponera luteipes,Brachyponera,Ponerinae,1
CSP01,CSP01_NE,Brachyponera_sp.1,Brachyponera sp.1,Brachyponera,Ponerinae,1
CSP01,CSP01_NE,Camponotus_friedae,Camponotus friedae,Camponotus,Formicinae,1
CSP01,CSP01_NE,Camponotus_pseudoirritans,Camponotus pseudoirritans,Camponotus,Formicinae,11
CSP01,CSP01_NE,Carebara_melasolena,Carebara melasolena,Carebara,Myrmicinae,1
CSP01,CSP01_NE,Crematogaster_cf._subnuda,Crematogaster cf. subnuda,Crematogaster,Myrmicinae,1
CSP01,CSP01_NE,Ectomomyrmex_astutus,Ectomomyrmex astutus,Ectomomyrmex,Ponerinae,12
CSP01,CSP01_NE,Leptogenys_laozi,Leptogenys laozi,Leptogenys,Ponerinae,1
CSP01,CSP01_NE,Odontomachus_monticola,Odontomachus monticola,Odontomachus,Ponerinae,2
CSP01,CSP01_NE,Pheidole_noda,Pheidole noda,Pheidole,Myrmicinae,2
CSP01,CSP01_NE,Technomyrmex_obscurior,Technomyrmex obscurior,Technomyrmex,Dolichoderinae,1
CSP01,CSP01_NE,Tetramorium_shensiense,Tetramorium shensiense,Tetramorium,Myrmicinae,7
CSP01,CSP01_NW,Aenictus_hodgsoni,Aenictus hodgsoni,Aenictus,Dorylinae,6
CSP01,CSP01_NW,Aphaenogaster_sp.1,Aphaenogaster sp.1,Aphaenogaster,Myrmicinae,17
CSP01,CSP01_NW,Brachyponera_chinensis,Brachyponera chinensis,Brachyponera,Ponerinae,1
CSP01,CSP01_NW,Brachyponera_luteipes,Brachyponera luteipes,Brachyponera,Ponerinae,11
CSP01,CSP01_NW,Camponotus_compressus,Camponotus compressus,Camponotus,Formicinae,5
CSP01,CSP01_NW,Camponotus_pseudoirritans,Camponotus pseudoirritans,Camponotus,Formicinae,13
CSP01,CSP01_NW,Carebara_sp.1,Carebara sp.1,Carebara,Myrmicinae,1
CSP01,CSP01_NW,Ectomomyrmex_astutus,Ectomomyrmex astutus,Ectomomyrmex,Ponerinae,8
CSP01,CSP01_NW,Gnamptogenys_panda,Gnamptogenys panda,Gnamptogenys,Ectatomminae,2
CSP01,CSP01_NW,Leptogenys_kitteli,Leptogenys kitteli,Leptogenys,Ponerinae,5
CSP01,CSP01_NW,Odontomachus_monticola,Odontomachus monticola,Odontomachus,Ponerinae,8
CSP01,CSP01_NW,Pheidole_noda,Pheidole noda,Pheidole,Myrmicinae,6
CSP01,CSP01_NW,Polyrhachis_illaudata,Polyrhachis illaudata,Polyrhachis,Formicinae,1
CSP01,CSP01_NW,Tetramorium_shensiense,Tetramorium shensiense,Tetramorium,Myrmicinae,5
CSP01,CSP01_SE,Aphaenogaster_sp.1,Aphaenogaster sp.1,Aphaenogaster,Myrmicinae,30
CSP01,CSP01_SE,Aphaenogaster_sp.3,Aphaenogaster sp.3,Aphaenogaster,Myrmicinae,6
CSP01,CSP01_SE,Brachyponera_luteipes,Brachyponera luteipes,Brachyponera,Ponerinae,9
CSP01,CSP01_SE,Camponotus_friedae,Camponotus friedae,Camponotus,Formicinae,2
CSP01,CSP01_SE,Camponotus_pseudoirritans,Camponotus pseudoirritans,Camponotus,Formicinae,13
CSP01,CSP01_SE,Ectomomyrmex_astutus,Ectomomyrmex astutus,Ectomomyrmex,Ponerinae,3
CSP01,CSP01_SE,Odontomachus_monticola,Odontomachus monticola,Odontomachus,Ponerinae,1
CSP01,CSP01_SE,Pheidole_noda,Pheidole noda,Pheidole,Myrmicinae,1
CSP01,CSP01_SE,Polyrhachis_illaudata,Polyrhachis illaudata,Polyrhachis,Formicinae,1
CSP01,CSP01_SW,Aphaenogaster_sp.1,Aphaenogaster sp.1,Aphaenogaster,Myrmicinae,12
CSP01,CSP01_SW,Aphaenogaster_sp.3,Aphaenogaster sp.3,Aphaenogaster,Myrmicinae,4
CSP01,CSP01_SW,Brachyponera_luteipes,Brachyponera luteipes,Brachyponera,Ponerinae,9
CSP01,CSP01_SW,Camponotus_pseudoirritans,Camponotus pseudoirritans,Camponotus,Formicinae,10
CSP01,CSP01_SW,Camponotus_sp.8,Camponotus sp.8,Camponotus,Formicinae,1
CSP01,CSP01_SW,Crematogaster_cf._rogenhoferi,Crematogaster cf. var rogenhoferi,Crematogaster,Myrmicinae,7
CSP01,CSP01_SW,Formica_japonica,Formica japonica,Formica,Formicinae,1
CSP01,CSP01_SW,Leptogenys_laozi,Leptogenys laozi,Leptogenys,Ponerinae,1
CSP01,CSP01_SW,Odontomachus_monticola,Odontomachus monticola,Odontomachus,Ponerinae,8
CSP01,CSP01_SW,Pheidole_noda,Pheidole noda,Pheidole,Myrmicinae,4
CSP01,CSP01_SW,Polyrhachis_illaudata,Polyrhachis illaudata,Polyrhachis,Formicinae,1
CSP01,CSP01_SW,Prenolepis_naoroji,Prenolepis naoroji,Prenolepis,Formicinae,1
CSP01,CSP01_SW,Prenolepis_umbra,Prenolepis umbra,Prenolepis,Formicinae,7
CSP02,CSP02_NE,Aphaenogaster_sp.1,Aphaenogaster sp.1,Aphaenogaster,Myrmicinae,53
CSP02,CSP02_NE,Brachyponera_luteipes,Brachyponera luteipes,Brachyponera,Ponerinae,2
CSP02,CSP02_NE,Camponotus_friedae,Camponotus friedae,Camponotus,Formicinae,44
CSP02,CSP02_NE,Camponotus_pseudoirritans,Camponotus pseudoirritans,Camponotus,Formicinae,2
CSP02,CSP02_NE,Ectomomyrmex_astutus,Ectomomyrmex astutus,Ectomomyrmex,Ponerinae,24
CSP02,CSP02_NE,Leptogenys_kitteli,Leptogenys kitteli,Leptogenys,Ponerinae,31
CSP02,CSP02_NE,Liometopum_sinense,Liometopum sinense,Liometopum,Dolichoderinae,4
CSP02,CSP02_NE,Myrmecina_sauteri,Myrmecina sauteri,Myrmecina,Myrmicinae,1
CSP02,CSP02_NE,Odontomachus_monticola,Odontomachus monticola,Odontomachus,Ponerinae,2
CSP02,CSP02_NE,Polyrhachis_illaudata,Polyrhachis illaudata,Polyrhachis,Formicinae,3
CSP02,CSP02_NE,Technomyrmex_obscurior,Technomyrmex obscurior,Technomyrmex,Dolichoderinae,11
CSP02,CSP02_NE,Tetramorium_shensiense,Tetramorium shensiense,Tetramorium,Myrmicinae,7
CSP02,CSP02_NW,Aphaenogaster_sp.1,Aphaenogaster sp.1,Aphaenogaster,Myrmicinae,7
CSP02,CSP02_NW,Brachyponera_chinensis,Brachyponera chinensis,Brachyponera,Ponerinae,1
CSP02,CSP02_NW,Brachyponera_luteipes,Brachyponera luteipes,Brachyponera,Ponerinae,21
CSP02,CSP02_NW,Camponotus_friedae,Camponotus friedae,Camponotus,Formicinae,63
CSP02,CSP02_NW,Camponotus_pseudoirritans,Camponotus pseudoirritans,Camponotus,Formicinae,15
CSP02,CSP02_NW,Carebara_melasolena,Carebara melasolena,Carebara,Myrmicinae,1
CSP02,CSP02_NW,Ectomomyrmex_astutus,Ectomomyrmex astutus,Ectomomyrmex,Ponerinae,8
CSP02,CSP02_NW,Leptogenys_kitteli,Leptogenys kitteli,Leptogenys,Ponerinae,24
CSP02,CSP02_NW,Nylanderia_sp.5,Nylanderia sp.5,Nylanderia,Formicinae,2
CSP02,CSP02_NW,Polyrhachis_illaudata,Polyrhachis illaudata,Polyrhachis,Formicinae,4
CSP02,CSP02_NW,Prenolepis_umbra,Prenolepis umbra,Prenolepis,Formicinae,1
CSP02,CSP02_SE,Aphaenogaster_sp.1,Aphaenogaster sp.1,Aphaenogaster,Myrmicinae,53
CSP02,CSP02_SE,Aphaenogaster_sp.3,Aphaenogaster sp.3,Aphaenogaster,Myrmicinae,1
CSP02,CSP02_SE,Brachyponera_chinensis,Brachyponera chinensis,Brachyponera,Ponerinae,8
CSP02,CSP02_SE,Brachyponera_luteipes,Brachyponera luteipes,Brachyponera,Ponerinae,3
CSP02,CSP02_SE,Camponotus_friedae,Camponotus friedae,Camponotus,Formicinae,14
CSP02,CSP02_SE,Camponotus_pseudoirritans,Camponotus pseudoirritans,Camponotus,Formicinae,8
CSP02,CSP02_SE,Ectomomyrmex_astutus,Ectomomyrmex astutus,Ectomomyrmex,Ponerinae,36
CSP02,CSP02_SE,Leptogenys_kitteli,Leptogenys kitteli,Leptogenys,Ponerinae,19
CSP02,CSP02_SE,Odontomachus_monticola,Odontomachus monticola,Odontomachus,Ponerinae,1
CSP02,CSP02_SE,Odontomachus_sp.2,Odontomachus sp.2,Odontomachus,Ponerinae,1
CSP02,CSP02_SE,Polyrhachis_illaudata,Polyrhachis illaudata,Polyrhachis,Formicinae,5
CSP02,CSP02_SE,Technomyrmex_obscurior,Technomyrmex obscurior,Technomyrmex,Dolichoderinae,11
CSP02,CSP02_SE,Tetramorium_aptum,Tetramorium aptum,Tetramorium,Myrmicinae,1
CSP02,CSP02_SE,Tetramorium_shensiense,Tetramorium shensiense,Tetramorium,Myrmicinae,7
CSP02,CSP02_SW,Aenictus_hodgsoni,Aenictus hodgsoni,Aenictus,Dorylinae,3
CSP02,CSP02_SW,Aphaenogaster_sp.1,Aphaenogaster sp.1,Aphaenogaster,Myrmicinae,2
CSP02,CSP02_SW,Brachyponera_chinensis,Brachyponera chinensis,Brachyponera,Ponerinae,6
CSP02,CSP02_SW,Brachyponera_luteipes,Brachyponera luteipes,Brachyponera,Ponerinae,2
CSP02,CSP02_SW,Camponotus_friedae,Camponotus friedae,Camponotus,Formicinae,14
CSP02,CSP02_SW,Camponotus_pseudoirritans,Camponotus pseudoirritans,Camponotus,Formicinae,11
CSP02,CSP02_SW,Ectomomyrmex_astutus,Ectomomyrmex astutus,Ectomomyrmex,Ponerinae,30
CSP02,CSP02_SW,Leptogenys_kitteli,Leptogenys kitteli,Leptogenys,Ponerinae,2
CSP02,CSP02_SW,Technomyrmex_obscurior,Technomyrmex obscurior,Technomyrmex,Dolichoderinae,1
CSP02,CSP02_SW,Tetramorium_aptum,Tetramorium aptum,Tetramorium,Myrmicinae,1
CSP02,CSP02_SW,Tetramorium_shensiense,Tetramorium shensiense,Tetramorium,Myrmicinae,3
CSP03,CSP03_NE,Aphaenogaster_sp.3,Aphaenogaster sp.3,Aphaenogaster,Myrmicinae,4
CSP03,CSP03_NE,Brachyponera_luteipes,Brachyponera luteipes,Brachyponera,Ponerinae,49
CSP03,CSP03_NE,Camponotus_friedae,Camponotus friedae,Camponotus,Formicinae,29
CSP03,CSP03_NE,Camponotus_pseudoirritans,Camponotus pseudoirritans,Camponotus,Formicinae,23
CSP03,CSP03_NE,Camponotus_rubidus,Camponotus rubidus,Camponotus,Formicinae,16
CSP03,CSP03_NE,Carebara_melasolena,Carebara melasolena,Carebara,Myrmicinae,3
CSP03,CSP03_NE,Ectomomyrmex_astutus,Ectomomyrmex astutus,Ectomomyrmex,Ponerinae,2
CSP03,CSP03_NE,Leptogenys_kitteli,Leptogenys kitteli,Leptogenys,Ponerinae,4
CSP03,CSP03_NE,Leptogenys_laozi,Leptogenys laozi,Leptogenys,Ponerinae,1
CSP03,CSP03_NE,Myrmecina_sauteri,Myrmecina sauteri,Myrmecina,Myrmicinae,1
CSP03,CSP03_NE,Nylanderia_sp.3,Nylanderia sp.3,Nylanderia,Formicinae,1
CSP03,CSP03_NE,Odontomachus_monticola,Odontomachus monticola,Odontomachus,Ponerinae,1
CSP03,CSP03_NE,Polyrhachis_illaudata,Polyrhachis illaudata,Polyrhachis,Formicinae,8
CSP03,CSP03_NW,Aphaenogaster_sp.1,Aphaenogaster sp.1,Aphaenogaster,Myrmicinae,3
CSP03,CSP03_NW,Aphaenogaster_sp.3,Aphaenogaster sp.3,Aphaenogaster,Myrmicinae,3
CSP03,CSP03_NW,Brachyponera_luteipes,Brachyponera luteipes,Brachyponera,Ponerinae,42
CSP03,CSP03_NW,Camponotus_compressus,Camponotus compressus,Camponotus,Formicinae,5
CSP03,CSP03_NW,Camponotus_friedae,Camponotus friedae,Camponotus,Formicinae,29
CSP03,CSP03_NW,Camponotus_pseudoirritans,Camponotus pseudoirritans,Camponotus,Formicinae,37
CSP03,CSP03_NW,Camponotus_rubidus,Camponotus rubidus,Camponotus,Formicinae,30
CSP03,CSP03_NW,Leptogenys_kitteli,Leptogenys kitteli,Leptogenys,Ponerinae,2
CSP03,CSP03_NW,Leptogenys_laozi,Leptogenys laozi,Leptogenys,Ponerinae,1
CSP03,CSP03_NW,Odontomachus_monticola,Odontomachus monticola,Odontomachus,Ponerinae,2
CSP03,CSP03_NW,Polyrhachis_illaudata,Polyrhachis illaudata,Polyrhachis,Formicinae,3
CSP03,CSP03_SE,Aphaenogaster_sp.1,Aphaenogaster sp.1,Aphaenogaster,Myrmicinae,7
CSP03,CSP03_SE,Aphaenogaster_sp.3,Aphaenogaster sp.3,Aphaenogaster,Myrmicinae,1
CSP03,CSP03_SE,Brachyponera_luteipes,Brachyponera luteipes,Brachyponera,Ponerinae,73
CSP03,CSP03_SE,Camponotus_friedae,Camponotus friedae,Camponotus,Formicinae,11
CSP03,CSP03_SE,Camponotus_pseudoirritans,Camponotus pseudoirritans,Camponotus,Formicinae,13
CSP03,CSP03_SE,Camponotus_rubidus,Camponotus rubidus,Camponotus,Formicinae,14
CSP03,CSP03_SE,Crematogaster_cf._subnuda,Crematogaster cf. subnuda,Crematogaster,Myrmicinae,1
CSP03,CSP03_SE,Leptogenys_kitteli,Leptogenys kitteli,Leptogenys,Ponerinae,35
CSP03,CSP03_SE,Leptogenys_laozi,Leptogenys laozi,Leptogenys,Ponerinae,1
CSP03,CSP03_SE,Nylanderia_sp.5,Nylanderia sp.5,Nylanderia,Formicinae,1
CSP03,CSP03_SE,Polyrhachis_illaudata,Polyrhachis illaudata,Polyrhachis,Formicinae,10
CSP03,CSP03_SW,Aphaenogaster_sp.3,Aphaenogaster sp.3,Aphaenogaster,Myrmicinae,2
CSP03,CSP03_SW,Brachyponera_luteipes,Brachyponera luteipes,Brachyponera,Ponerinae,50
CSP03,CSP03_SW,Camponotus_friedae,Camponotus friedae,Camponotus,Formicinae,29
CSP03,CSP03_SW,Camponotus_pseudoirritans,Camponotus pseudoirritans,Camponotus,Formicinae,10
CSP03,CSP03_SW,Camponotus_rubidus,Camponotus rubidus,Camponotus,Formicinae,2
CSP03,CSP03_SW,Leptogenys_kitteli,Leptogenys kitteli,Leptogenys,Ponerinae,21
CSP03,CSP03_SW,Polyrhachis_illaudata,Polyrhachis illaudata,Polyrhachis,Formicinae,8
CSP04,CSP04_NE,Aphaenogaster_sp.1,Aphaenogaster sp.1,Aphaenogaster,Myrmicinae,16
CSP04,CSP04_NE,Brachyponera_chinensis,Brachyponera chinensis,Brachyponera,Ponerinae,1
CSP04,CSP04_NE,Brachyponera_luteipes,Brachyponera luteipes,Brachyponera,Ponerinae,28
CSP04,CSP04_NE,Camponotus_compressus,Camponotus compressus,Camponotus,Formicinae,1
CSP04,CSP04_NE,Camponotus_friedae,Camponotus friedae,Camponotus,Formicinae,55
CSP04,CSP04_NE,Camponotus_pseudoirritans,Camponotus pseudoirritans,Camponotus,Formicinae,8
CSP04,CSP04_NE,Crematogaster_cf._rogenhoferi,Crematogaster cf. rogenhoferi,Crematogaster,Myrmicinae,1
CSP04,CSP04_NE,Ectomomyrmex_astutus,Ectomomyrmex astutus,Ectomomyrmex,Ponerinae,9
CSP04,CSP04_NE,Leptogenys_kitteli,Leptogenys kitteli,Leptogenys,Ponerinae,3
CSP04,CSP04_NE,Leptogenys_laozi,Leptogenys laozi,Leptogenys,Ponerinae,2
CSP04,CSP04_NE,Nylanderia_sp.2,Nylanderia sp.2,Nylanderia,Formicinae,2
CSP04,CSP04_NE,Nylanderia_sp.5,Nylanderia sp.5,Nylanderia,Formicinae,7
CSP04,CSP04_NE,Odontomachus_monticola,Odontomachus monticola,Odontomachus,Ponerinae,2
CSP04,CSP04_NE,Polyrhachis_illaudata,Polyrhachis illaudata,Polyrhachis,Formicinae,1
CSP04,CSP04_NE,Technomyrmex_obscurior,Technomyrmex obscurior,Technomyrmex,Dolichoderinae,4
CSP04,CSP04_NE,Tetramorium_shensiense,Tetramorium shensiense,Tetramorium,Myrmicinae,3
CSP04,CSP04_NW,Aphaenogaster_sp.1,Aphaenogaster sp.1,Aphaenogaster,Myrmicinae,14
CSP04,CSP04_NW,Aphaenogaster_sp.2,Aphaenogaster sp.2,Aphaenogaster,Myrmicinae,2
CSP04,CSP04_NW,Brachyponera_chinensis,Brachyponera chinensis,Brachyponera,Ponerinae,1
CSP04,CSP04_NW,Brachyponera_luteipes,Brachyponera luteipes,Brachyponera,Ponerinae,21
CSP04,CSP04_NW,Camponotus_friedae,Camponotus friedae,Camponotus,Formicinae,14
CSP04,CSP04_NW,Camponotus_pseudoirritans,Camponotus pseudoirritans,Camponotus,Formicinae,7
CSP04,CSP04_NW,Ectomomyrmex_astutus,Ectomomyrmex astutus,Ectomomyrmex,Ponerinae,5
CSP04,CSP04_NW,Leptogenys_kitteli,Leptogenys kitteli,Leptogenys,Ponerinae,11
CSP04,CSP04_NW,Leptogenys_laozi,Leptogenys laozi,Leptogenys,Ponerinae,1
CSP04,CSP04_NW,Nylanderia_sp.6,Nylanderia sp.6,Nylanderia,Formicinae,1
CSP04,CSP04_NW,Odontomachus_monticola,Odontomachus monticola,Odontomachus,Ponerinae,2
CSP04,CSP04_NW,Prenolepis_umbra,Prenolepis umbra,Prenolepis,Formicinae,12
CSP04,CSP04_NW,Technomyrmex_obscurior,Technomyrmex obscurior,Technomyrmex,Dolichoderinae,3
CSP04,CSP04_NW,Tetramorium_shensiense,Tetramorium shensiense,Tetramorium,Myrmicinae,2
CSP04,CSP04_SE,Aphaenogaster_sp.1,Aphaenogaster sp.1,Aphaenogaster,Myrmicinae,19
CSP04,CSP04_SE,Aphaenogaster_sp.2,Aphaenogaster sp.2,Aphaenogaster,Myrmicinae,2
CSP04,CSP04_SE,Brachyponera_chinensis,Brachyponera chinensis,Brachyponera,Ponerinae,2
CSP04,CSP04_SE,Brachyponera_luteipes,Brachyponera luteipes,Brachyponera,Ponerinae,3
CSP04,CSP04_SE,Camponotus_friedae,Camponotus friedae,Camponotus,Formicinae,29
CSP04,CSP04_SE,Camponotus_pseudoirritans,Camponotus pseudoirritans,Camponotus,Formicinae,13
CSP04,CSP04_SE,Ectomomyrmex_astutus,Ectomomyrmex astutus,Ectomomyrmex,Ponerinae,7
CSP04,CSP04_SE,Leptogenys_kitteli,Leptogenys kitteli,Leptogenys,Ponerinae,9
CSP04,CSP04_SE,Odontomachus_monticola,Odontomachus monticola,Odontomachus,Ponerinae,1
CSP04,CSP04_SE,Polyrhachis_illaudata,Polyrhachis illaudata,Polyrhachis,Formicinae,2
CSP04,CSP04_SE,Prenolepis_umbra,Prenolepis umbra,Prenolepis,Formicinae,8
CSP04,CSP04_SE,Technomyrmex_obscurior,Technomyrmex obscurior,Technomyrmex,Dolichoderinae,5
CSP04,CSP04_SE,Tetramorium_shensiense,Tetramorium shensiense,Tetramorium,Myrmicinae,1
CSP04,CSP04_SW,Aphaenogaster_sp.1,Aphaenogaster sp.1,Aphaenogaster,Myrmicinae,22
CSP04,CSP04_SW,Brachyponera_chinensis,Brachyponera chinensis,Brachyponera,Ponerinae,3
CSP04,CSP04_SW,Brachyponera_luteipes,Brachyponera luteipes,Brachyponera,Ponerinae,25
CSP04,CSP04_SW,Camponotus_friedae,Camponotus friedae,Camponotus,Formicinae,27
CSP04,CSP04_SW,Camponotus_pseudoirritans,Camponotus pseudoirritans,Camponotus,Formicinae,3
CSP04,CSP04_SW,Carebara_melasolena,Carebara melasolena,Carebara,Myrmicinae,1
CSP04,CSP04_SW,Gnamptogenys_panda,Gnamptogenys panda,Gnamptogenys,Ectatomminae,6
CSP04,CSP04_SW,Leptogenys_kitteli,Leptogenys kitteli,Leptogenys,Ponerinae,1
CSP04,CSP04_SW,Leptogenys_laozi,Leptogenys laozi,Leptogenys,Ponerinae,5
CSP04,CSP04_SW,Polyrhachis_illaudata,Polyrhachis illaudata,Polyrhachis,Formicinae,1
CSP04,CSP04_SW,Technomyrmex_obscurior,Technomyrmex obscurior,Technomyrmex,Dolichoderinae,7
CSP05,CSP05_NE,Aenictus_bobaiensis,Aenictus bobaiensis,Aenictus,Dorylinae,2
CSP05,CSP05_NE,Aphaenogaster_sp.1,Aphaenogaster sp.1,Aphaenogaster,Myrmicinae,23
CSP05,CSP05_NE,Aphaenogaster_sp.2,Aphaenogaster sp.2,Aphaenogaster,Myrmicinae,10
CSP05,CSP05_NE,Aphaenogaster_sp.3,Aphaenogaster sp.3,Aphaenogaster,Myrmicinae,3
CSP05,CSP05_NE,Brachyponera_chinensis,Brachyponera chinensis,Brachyponera,Ponerinae,4
CSP05,CSP05_NE,Camponotus_friedae,Camponotus friedae,Camponotus,Formicinae,1
CSP05,CSP05_NE,Camponotus_pseudoirritans,Camponotus pseudoirritans,Camponotus,Formicinae,17
CSP05,CSP05_NE,Crematogaster_cf._rogenhoferi,Crematogaster cf. rogenhoferi,Crematogaster,Myrmicinae,5
CSP05,CSP05_NE,Ectomomyrmex_astutus,Ectomomyrmex astutus,Ectomomyrmex,Ponerinae,14
CSP05,CSP05_NE,Odontomachus_monticola,Odontomachus monticola,Odontomachus,Ponerinae,1
CSP05,CSP05_NE,Pheidole_noda,Pheidole noda,Pheidole,Myrmicinae,184
CSP05,CSP05_NE,Polyrhachis_illaudata,Polyrhachis illaudata,Polyrhachis,Formicinae,4
CSP05,CSP05_NE,Technomyrmex_antennus,Technomyrmex antennus,Technomyrmex,Dolichoderinae,1
CSP05,CSP05_NE,Technomyrmex_obscurior,Technomyrmex obscurior,Technomyrmex,Dolichoderinae,1
CSP05,CSP05_NE,Tetramorium_shensiense,Tetramorium shensiense,Tetramorium,Myrmicinae,27
CSP05,CSP05_NW,Aphaenogaster_sp.1,Aphaenogaster sp.1,Aphaenogaster,Myrmicinae,50
CSP05,CSP05_NW,Aphaenogaster_sp.2,Aphaenogaster sp.2,Aphaenogaster,Myrmicinae,11
CSP05,CSP05_NW,Brachyponera_chinensis,Brachyponera chinensis,Brachyponera,Ponerinae,4
CSP05,CSP05_NW,Camponotus_pseudoirritans,Camponotus pseudoirritans,Camponotus,Formicinae,17
CSP05,CSP05_NW,Crematogaster_cf._rogenhoferi,Crematogaster cf. rogenhoferi,Crematogaster,Myrmicinae,18
CSP05,CSP05_NW,Ectomomyrmex_astutus,Ectomomyrmex astutus,Ectomomyrmex,Ponerinae,18
CSP05,CSP05_NW,Leptogenys_kitteli,Leptogenys kitteli,Leptogenys,Ponerinae,1
CSP05,CSP05_NW,Pheidole_noda,Pheidole noda,Pheidole,Myrmicinae,199
CSP05,CSP05_NW,Pheidole_sp.4,Pheidole sp.4,Pheidole,Myrmicinae,1
CSP05,CSP05_NW,Polyrhachis_illaudata,Polyrhachis illaudata,Polyrhachis,Formicinae,4
CSP05,CSP05_NW,Rotastruma_stenoceps,Rotastruma stenoceps,Rotastruma,Myrmicinae,1
CSP05,CSP05_NW,Technomyrmex_obscurior,Technomyrmex obscurior,Technomyrmex,Dolichoderinae,4
CSP05,CSP05_NW,Tetramorium_shensiense,Tetramorium shensiense,Tetramorium,Myrmicinae,44
CSP05,CSP05_SE,Aenictus_bobaiensis,Aenictus bobaiensis,Aenictus,Dorylinae,113
CSP05,CSP05_SE,Aphaenogaster_sp.1,Aphaenogaster sp.1,Aphaenogaster,Myrmicinae,25
CSP05,CSP05_SE,Aphaenogaster_sp.2,Aphaenogaster sp.2,Aphaenogaster,Myrmicinae,4
CSP05,CSP05_SE,Brachyponera_chinensis,Brachyponera chinensis,Brachyponera,Ponerinae,5
CSP05,CSP05_SE,Camponotus_pseudoirritans,Camponotus pseudoirritans,Camponotus,Formicinae,4
CSP05,CSP05_SE,Carebara_melasolena,Carebara melasolena,Carebara,Myrmicinae,2
CSP05,CSP05_SE,Crematogaster_cf._rogenhoferi,Crematogaster cf. rogenhoferi,Crematogaster,Myrmicinae,5
CSP05,CSP05_SE,Ectomomyrmex_astutus,Ectomomyrmex astutus,Ectomomyrmex,Ponerinae,11
CSP05,CSP05_SE,Pheidole_noda,Pheidole noda,Pheidole,Myrmicinae,24
CSP05,CSP05_SE,Pheidole_sp.4,Pheidole sp.4,Pheidole,Myrmicinae,45
CSP05,CSP05_SE,Polyrhachis_illaudata,Polyrhachis illaudata,Polyrhachis,Formicinae,1
CSP05,CSP05_SE,Tetramorium_shensiense,Tetramorium shensiense,Tetramorium,Myrmicinae,12
CSP05,CSP05_SW,Aphaenogaster_sp.1,Aphaenogaster sp.1,Aphaenogaster,Myrmicinae,45
CSP05,CSP05_SW,Aphaenogaster_sp.2,Aphaenogaster sp.2,Aphaenogaster,Myrmicinae,1
CSP05,CSP05_SW,Aphaenogaster_sp.3,Aphaenogaster sp.3,Aphaenogaster,Myrmicinae,5
CSP05,CSP05_SW,Brachyponera_chinensis,Brachyponera chinensis,Brachyponera,Ponerinae,1
CSP05,CSP05_SW,Camponotus_pseudoirritans,Camponotus pseudoirritans,Camponotus,Formicinae,23
CSP05,CSP05_SW,Crematogaster_cf._rogenhoferi,Crematogaster cf. rogenhoferi,Crematogaster,Myrmicinae,13
CSP05,CSP05_SW,Ectomomyrmex_astutus,Ectomomyrmex astutus,Ectomomyrmex,Ponerinae,22
CSP05,CSP05_SW,Pheidole_noda,Pheidole noda,Pheidole,Myrmicinae,112
CSP05,CSP05_SW,Polyrhachis_illaudata,Polyrhachis illaudata,Polyrhachis,Formicinae,1
CSP05,CSP05_SW,Technomyrmex_obscurior,Technomyrmex obscurior,Technomyrmex,Dolichoderinae,1
CSP05,CSP05_SW,Tetramorium_shensiense,Tetramorium shensiense,Tetramorium,Myrmicinae,31
CSP06,CSP06_NE,Brachyponera_luteipes,Brachyponera luteipes,Brachyponera,Ponerinae,14
CSP06,CSP06_NE,Camponotus_compressus,Camponotus compressus,Camponotus,Formicinae,1
CSP06,CSP06_NE,Camponotus_friedae,Camponotus friedae,Camponotus,Formicinae,2
CSP06,CSP06_NE,Camponotus_pseudoirritans,Camponotus pseudoirritans,Camponotus,Formicinae,7
CSP06,CSP06_NE,Camponotus_rubidus,Camponotus rubidus,Camponotus,Formicinae,17
CSP06,CSP06_NE,Crematogaster_cf._rogenhoferi,Crematogaster cf. rogenhoferi,Crematogaster,Myrmicinae,1
CSP06,CSP06_NE,Lasius_alienus,Lasius alienus,Lasius,Formicinae,9
CSP06,CSP06_NE,Polyrhachis_illaudata,Polyrhachis illaudata,Polyrhachis,Formicinae,3
CSP06,CSP06_NW,Brachyponera_luteipes,Brachyponera luteipes,Brachyponera,Ponerinae,10
CSP06,CSP06_NW,Camponotus_friedae,Camponotus friedae,Camponotus,Formicinae,50
CSP06,CSP06_NW,Camponotus_pseudoirritans,Camponotus pseudoirritans,Camponotus,Formicinae,12
CSP06,CSP06_NW,Camponotus_rubidus,Camponotus rubidus,Camponotus,Formicinae,6
CSP06,CSP06_NW,Crematogaster_cf._rogenhoferi,Crematogaster cf. rogenhoferi,Crematogaster,Myrmicinae,1
CSP06,CSP06_NW,Ectomomyrmex_astutus,Ectomomyrmex astutus,Ectomomyrmex,Ponerinae,10
CSP06,CSP06_NW,Lasius_alienus,Lasius alienus,Lasius,Formicinae,4
CSP06,CSP06_NW,Polyrhachis_illaudata,Polyrhachis illaudata,Polyrhachis,Formicinae,2
CSP06,CSP06_SE,Aenictus_wudangshanensis,Aenictus wudangshanensis,Aenictus,Dorylinae,4
