Taxon,CSP,age class,abundance,Taxonomic.assignment
OTU_0338,CSP02,old,2,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales
OTU_0343,CSP02,old,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales
OTU_0345,CSP02,old,3,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_0346,CSP02,old,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Sagenomella
OTU_0360,CSP02,old,1,Fungi;Ascomycota; Pezizomycotina Gloeosporium
OTU_0371,CSP02,old,23,Fungi;Mucoromycotina; Mortierellales; Mortierellaceae; Mortierella
OTU_0424,CSP02,old,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_0434,CSP02,old,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Boletales; Boletaceae; Tylopilus
OTU_0443,CSP02,old,1,Fungi
OTU_0444,CSP02,old,1,Fungi;Ascomycota; Spirosphaera
OTU_0450,CSP02,old,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae; Capronia
OTU_0478,CSP02,old,8,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales
OTU_0480,CSP02,old,1,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Magnaporthales; Magnaporthaceae; Phialophora
OTU_0489,CSP02,old,1,Fungi;Basidiomycota; Agaricomycotina; Tremellomycetes; Tremellales Cryptococcus
OTU_0492,CSP02,old,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Auriculariales; Hyaloriaceae; Pseudohydnum
OTU_0496,CSP02,old,1,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Xylariales; Amphisphaeriaceae; Pestalotiopsis
OTU_0501,CSP02,old,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Thelephora
OTU_0543,CSP02,old,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0616,CSP02,old,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Lactarius
OTU_0692,CSP02,old,1,Fungi;Ascomycota
OTU_0742,CSP02,old,1,Fungi
OTU_0768,CSP02,old,2,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0775,CSP02,old,2,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae; Cladophialophora
OTU_0796,CSP02,old,6,Fungi
OTU_0799,CSP02,old,3,Fungi
OTU_0802,CSP02,old,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae; Cladophialophora
OTU_0805,CSP02,old,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0810,CSP02,old,1,Fungi
OTU_0834,CSP02,old,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Tricholomataceae; Mycena
OTU_0838,CSP02,old,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leotiomycetes incertae sedis; Myxotrichaceae; Oidiodendron
OTU_0874,CSP02,old,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leotiomycetes incertae sedis; Myxotrichaceae; Oidiodendron
OTU_0890,CSP02,old,1,Fungi;Ascomycota; Pezizomycotina; Dothideomycetes; Capnodiales Ramichloridium
OTU_0900,CSP02,old,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae; Cladophialophora
OTU_0903,CSP02,old,5,Fungi;Ascomycota
OTU_0904,CSP02,old,1,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreales; Hypocreaceae; Hypocrea
OTU_0906,CSP02,old,2,Fungi
OTU_0911,CSP02,old,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0937,CSP02,old,1,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Coniochaetales; Coniochaetaceae; Lecythophora
OTU_0970,CSP02,old,2,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreales; Hypocreaceae; Hypocrea
OTU_0985,CSP02,old,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_1021,CSP02,old,2,Fungi;Ascomycota; Pezizomycotina; Dothideomycetes; Dothideomycetes incertae sedis; Venturiaceae; Cylindrosympodium
OTU_1025,CSP02,old,2,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae; Cladophialophora
OTU_1030,CSP02,old,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leohumicola
OTU_1046,CSP02,old,19,Fungi
OTU_1058,CSP02,old,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_1093,CSP02,old,2,Fungi;Basidiomycota; Agaricomycotina; Tremellomycetes; Tremellales Cryptococcus
OTU_1105,CSP02,old,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Tricholomataceae; Mycena
OTU_1126,CSP02,old,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Tricholomataceae; Mycena
OTU_1135,CSP02,old,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_1143,CSP02,old,1,Fungi;Ascomycota; Pezizomycotina; Pezizomycetes; Pezizales
OTU_1145,CSP02,old,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Clavariaceae; Clavaria
OTU_1146,CSP02,old,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales
OTU_1154,CSP02,old,1,Fungi;Mucoromycotina; Mucorales
OTU_1167,CSP02,old,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Thelephora
OTU_1176,CSP02,old,2,Fungi;Ascomycota; Leptodontidium
OTU_1186,CSP02,old,5,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_1196,CSP02,old,4,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Chaetosphaeriales; Chaetosphaeriaceae; Chloridium
OTU_1214,CSP02,old,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Cantharellales; Clavulinaceae; Clavulina
OTU_1216,CSP02,old,2,Fungi;Basidiomycota; Agaricomycotina; Tremellomycetes; Tremellales; Tremellaceae; Tremella
OTU_1221,CSP02,old,5,Fungi;Mucoromycotina; Mortierellales; Mortierellaceae; Mortierella
OTU_1242,CSP02,old,2,Fungi;Basidiomycota
OTU_1290,CSP02,old,1,Fungi;Mucoromycotina
OTU_1315,CSP02,old,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Marasmiaceae; Marasmiellus
OTU_1359,CSP02,old,1,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreales; Nectriaceae; Gliocephalotrichum
OTU_1400,CSP02,old,4,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_1413,CSP02,old,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_1467,CSP02,old,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_1509,CSP02,old,1,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreales; Hypocreaceae; Hypocrea
OTU_1512,CSP02,old,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Tricholomataceae; Mycena
OTU_1519,CSP02,old,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Cantharellales; Clavulinaceae; Multiclavula
OTU_1621,CSP02,old,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Polyporales; Auriscalpiaceae; Clavicorona
OTU_1639,CSP02,old,1,Fungi;Mucoromycotina; Mortierellales; Mortierellaceae
OTU_1641,CSP02,old,2,Fungi;Ascomycota; Pezizomycotina; Pezizomycetes; Pezizales; Pezizales incertae sedis; Phialea
OTU_1648,CSP02,old,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_1663,CSP02,old,1,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreales
OTU_1698,CSP02,old,1,Fungi
OTU_1727,CSP02,old,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_1791,CSP02,old,1,Fungi
OTU_1928,CSP02,old,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Atheliales; Atheliaceae
OTU_2024,CSP02,old,1,Fungi;Basidiomycota; Agaricomycotina; Tremellomycetes; Tremellales Cryptococcus
OTU_2134,CSP02,old,2,Fungi
OTU_0001,CSP04,old,4,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_0005,CSP04,old,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae
OTU_0013,CSP04,old,1,Fungi;Ascomycota; Leptodontidium
OTU_0014,CSP04,old,8,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Thelephora
OTU_0015,CSP04,old,3,Fungi
OTU_0018,CSP04,old,152,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0019,CSP04,old,2,Fungi;Ascomycota
OTU_0032,CSP04,old,14,Fungi;Basidiomycota; Agaricomycotina; Tremellomycetes; Tremellales Cryptococcus
OTU_0044,CSP04,old,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leotiomycetes incertae sedis; Myxotrichaceae; Oidiodendron
OTU_0045,CSP04,old,23,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Elaphomycetaceae; Elaphomyces
OTU_0059,CSP04,old,3,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_0071,CSP04,old,5,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreales; Hypocreaceae; Hypocrea
OTU_0079,CSP04,old,9,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Sebacinales
OTU_0081,CSP04,old,6,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leohumicola
OTU_0084,CSP04,old,2,Fungi
OTU_0094,CSP04,old,4,Fungi;Mucoromycotina; Mortierellales; Mortierellaceae; Mortierella
OTU_0096,CSP04,old,4,Fungi;Basidiomycota; Agaricomycotina; Tremellomycetes; Filobasidiales Cryptococcus
OTU_0097,CSP04,old,1,Fungi
OTU_0101,CSP04,old,2,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leotiomycetes incertae sedis; Myxotrichaceae; Oidiodendron
OTU_0111,CSP04,old,3,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes
OTU_0119,CSP04,old,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae
OTU_0151,CSP04,old,1,Fungi
OTU_0176,CSP04,old,2,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Polyscytalum
OTU_0190,CSP04,old,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Agaricaceae; Leucoagaricus
OTU_0193,CSP04,old,7,Fungi;Mucoromycotina; Mortierellales; Mortierellaceae; Mortierella
OTU_0197,CSP04,old,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Sebacinales
OTU_0200,CSP04,old,3,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreales; Clavicipitaceae; Paecilomyces
OTU_0233,CSP04,old,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_0251,CSP04,old,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Entolomataceae; Clitopilus
OTU_0254,CSP04,old,4,Fungi;Mucoromycotina; Mortierellales; Mortierellaceae; Mortierella
OTU_0257,CSP04,old,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0265,CSP04,old,2,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0287,CSP04,old,3,Fungi
OTU_0322,CSP04,old,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0334,CSP04,old,2,Fungi
OTU_0345,CSP04,old,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_0351,CSP04,old,3,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Chaetosphaeriales; Chaetosphaeriaceae; Menispora
OTU_0353,CSP04,old,7,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leotiomycetes incertae sedis; Myxotrichaceae; Oidiodendron
OTU_0360,CSP04,old,3,Fungi;Ascomycota; Pezizomycotina Gloeosporium
OTU_0361,CSP04,old,341,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales
OTU_0362,CSP04,old,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_0363,CSP04,old,3,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreales; Nectriaceae; Cylindrium
OTU_0364,CSP04,old,17,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0365,CSP04,old,9,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0367,CSP04,old,3,Fungi
OTU_0371,CSP04,old,14,Fungi;Mucoromycotina; Mortierellales; Mortierellaceae; Mortierella
OTU_0374,CSP04,old,4,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Clavariaceae; Ramariopsis
OTU_0376,CSP04,old,6,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0377,CSP04,old,2,Fungi;Basidiomycota; Agaricomycotina; Tremellomycetes; Filobasidiales Cryptococcus
OTU_0378,CSP04,old,9,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae
OTU_0379,CSP04,old,2,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0380,CSP04,old,1,Fungi
OTU_0382,CSP04,old,6,Fungi;Ascomycota; Pezizomycotina; Lecanoromycetes
OTU_0384,CSP04,old,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0389,CSP04,old,2,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreales; Hypocreaceae
OTU_0390,CSP04,old,19,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0391,CSP04,old,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Sebacinales
OTU_0396,CSP04,old,4,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Helotiaceae
OTU_0397,CSP04,old,2,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Diaporthales; Valsaceae; Valsa
OTU_0399,CSP04,old,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Sebacinales; Sebacinaceae; Sebacina
OTU_0400,CSP04,old,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0405,CSP04,old,5,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Sebacinales; Sebacinaceae; Sebacina
OTU_0410,CSP04,old,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Helotiaceae; Rhizoscyphus
OTU_0415,CSP04,old,1,Fungi;Ascomycota
OTU_0445,CSP04,old,4,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Thelephora
OTU_0446,CSP04,old,1,Fungi;Ascomycota
OTU_0485,CSP04,old,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0488,CSP04,old,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Thelephora
OTU_0489,CSP04,old,1,Fungi;Basidiomycota; Agaricomycotina; Tremellomycetes; Tremellales Cryptococcus
OTU_0501,CSP04,old,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Thelephora
OTU_0581,CSP04,old,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae; Cladophialophora
OTU_0588,CSP04,old,1,Fungi;Ascomycota; Pezizomycotina; Pezizomycetes; Pezizales; Sarcoscyphaceae; Phillipsia
OTU_0603,CSP04,old,1,Fungi;Ascomycota; Leptodontidium
OTU_0652,CSP04,old,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Hymenochaetales; Hymenochaetaceae; Phellinus
OTU_0664,CSP04,old,4,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Sebacinales; Sebacinaceae; Sebacina
OTU_0721,CSP04,old,1,Fungi;Mucoromycotina; Mucorales
OTU_0738,CSP04,old,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Tricholomataceae; Mycena
OTU_0779,CSP04,old,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0812,CSP04,old,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0834,CSP04,old,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Tricholomataceae; Mycena
OTU_0838,CSP04,old,2,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leotiomycetes incertae sedis; Myxotrichaceae; Oidiodendron
OTU_0883,CSP04,old,7,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Sebacinales; Sebacinaceae; Sebacina
OTU_0906,CSP04,old,3,Fungi
OTU_0920,CSP04,old,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Sebacinales; Sebacinaceae
OTU_0926,CSP04,old,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0970,CSP04,old,2,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreales; Hypocreaceae; Hypocrea
OTU_1009,CSP04,old,16,Fungi;Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Pichia
OTU_1028,CSP04,old,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Cantharellales; Ceratobasidiaceae; Ceratobasidium
OTU_1046,CSP04,old,6,Fungi
OTU_1067,CSP04,old,7,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_1103,CSP04,old,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Cantharellales; Cantharellaceae; Craterellus
OTU_1135,CSP04,old,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_1143,CSP04,old,1,Fungi;Ascomycota; Pezizomycotina; Pezizomycetes; Pezizales
OTU_1145,CSP04,old,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Clavariaceae; Clavaria
OTU_1282,CSP04,old,2,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leohumicola
OTU_1294,CSP04,old,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_1303,CSP04,old,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Physalacriaceae; Oudemansiella
OTU_1403,CSP04,old,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_1413,CSP04,old,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_1436,CSP04,old,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Tricholomataceae; Mycena
OTU_1492,CSP04,old,4,Fungi
OTU_1512,CSP04,old,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Tricholomataceae; Mycena
OTU_1519,CSP04,old,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Cantharellales; Clavulinaceae; Multiclavula
OTU_1637,CSP04,old,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Lactarius
OTU_1697,CSP04,old,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Thelephora
OTU_1707,CSP04,old,4,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Sebacinales; Sebacinaceae
OTU_1861,CSP04,old,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Sebacinales
OTU_1863,CSP04,old,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentellopsis
OTU_1914,CSP04,old,6,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_2159,CSP04,old,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Gymnomyces
OTU_0001,CSP05,medium,19,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_0003,CSP05,medium,77,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0005,CSP05,medium,5,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae
OTU_0008,CSP05,medium,24,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Amanitaceae; Amanita
OTU_0013,CSP05,medium,4,Fungi;Ascomycota; Leptodontidium
OTU_0018,CSP05,medium,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0019,CSP05,medium,10,Fungi;Ascomycota
OTU_0021,CSP05,medium,6,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Sebacinales; Sebacinaceae; Tremellodendron
OTU_0022,CSP05,medium,4,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0032,CSP05,medium,9,Fungi;Basidiomycota; Agaricomycotina; Tremellomycetes; Tremellales Cryptococcus
OTU_0044,CSP05,medium,18,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leotiomycetes incertae sedis; Myxotrichaceae; Oidiodendron
OTU_0045,CSP05,medium,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Elaphomycetaceae; Elaphomyces
OTU_0059,CSP05,medium,4,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_0067,CSP05,medium,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Psathyrellaceae; Psathyrella
OTU_0071,CSP05,medium,10,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreales; Hypocreaceae; Hypocrea
OTU_0072,CSP05,medium,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Sebacinales; Sebacinaceae
OTU_0077,CSP05,medium,3,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Dermateaceae; Cryptosporiopsis
OTU_0078,CSP05,medium,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Lyophyllaceae; Asterophora
OTU_0081,CSP05,medium,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leohumicola
OTU_0084,CSP05,medium,2,Fungi
OTU_0094,CSP05,medium,4,Fungi;Mucoromycotina; Mortierellales; Mortierellaceae; Mortierella
OTU_0096,CSP05,medium,22,Fungi;Basidiomycota; Agaricomycotina; Tremellomycetes; Filobasidiales Cryptococcus
OTU_0101,CSP05,medium,3,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leotiomycetes incertae sedis; Myxotrichaceae; Oidiodendron
OTU_0110,CSP05,medium,7,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes
OTU_0111,CSP05,medium,43,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes
OTU_0113,CSP05,medium,12,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0115,CSP05,medium,2,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Hyaloscyphaceae; Arachnopeziza
OTU_0131,CSP05,medium,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Helotiaceae; Holwaya
OTU_0132,CSP05,medium,1,Fungi
OTU_0139,CSP05,medium,45,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales
OTU_0151,CSP05,medium,1,Fungi
OTU_0233,CSP05,medium,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_0234,CSP05,medium,5,Fungi;Ascomycota; Pezizomycotina; Dothideomycetes; Cenococcum
OTU_0251,CSP05,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Entolomataceae; Clitopilus
OTU_0322,CSP05,medium,3,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0327,CSP05,medium,4,Fungi
OTU_0362,CSP05,medium,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_0371,CSP05,medium,9,Fungi;Mucoromycotina; Mortierellales; Mortierellaceae; Mortierella
OTU_0378,CSP05,medium,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae
OTU_0422,CSP05,medium,26,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Trechisporales; Trechisporaceae; Trechispora
OTU_0423,CSP05,medium,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales
OTU_0424,CSP05,medium,3,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_0430,CSP05,medium,264,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0433,CSP05,medium,18,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Gymnomyces
OTU_0434,CSP05,medium,4,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Boletales; Boletaceae; Tylopilus
OTU_0435,CSP05,medium,7,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Amanitaceae; Amanita
OTU_0439,CSP05,medium,9,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Tricholomataceae; Clitocybula
OTU_0443,CSP05,medium,1,Fungi
OTU_0444,CSP05,medium,3,Fungi;Ascomycota; Spirosphaera
OTU_0445,CSP05,medium,7,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Thelephora
OTU_0446,CSP05,medium,1,Fungi;Ascomycota
