Taxon,CSP,age class,abundance,Taxonomic.assignment
OTU_0111,CSP13,old,3,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes
OTU_0121,CSP13,old,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Cantharellales; Ceratobasidiaceae; Ceratobasidium
OTU_0131,CSP13,old,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Helotiaceae; Holwaya
OTU_0139,CSP13,old,23,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales
OTU_0149,CSP13,old,1,Fungi
OTU_0178,CSP13,old,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Sebacinales; Sebacinaceae; Sebacina
OTU_0181,CSP13,old,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leotiomycetes incertae sedis; Myxotrichaceae; Oidiodendron
OTU_0213,CSP13,old,18,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Sebacinales; Sebacinaceae
OTU_0233,CSP13,old,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_0235,CSP13,old,1,Fungi;Basidiomycota; Agaricomycotina; Tremellomycetes; Tremellales Trichosporon
OTU_0265,CSP13,old,5,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0322,CSP13,old,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0327,CSP13,old,1,Fungi
OTU_0345,CSP13,old,3,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_0371,CSP13,old,6,Fungi;Mucoromycotina; Mortierellales; Mortierellaceae; Mortierella
OTU_0382,CSP13,old,5,Fungi;Ascomycota; Pezizomycotina; Lecanoromycetes
OTU_0423,CSP13,old,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales
OTU_0445,CSP13,old,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Thelephora
OTU_0446,CSP13,old,3,Fungi;Ascomycota
OTU_0450,CSP13,old,9,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae; Capronia
OTU_0464,CSP13,old,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes
OTU_0492,CSP13,old,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Auriculariales; Hyaloriaceae; Pseudohydnum
OTU_0494,CSP13,old,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0495,CSP13,old,1,Fungi;Ascomycota; mitosporic Ascomycota; Leptodontidium
OTU_0523,CSP13,old,5,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0545,CSP13,old,4,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0556,CSP13,old,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0603,CSP13,old,1,Fungi;Ascomycota; Leptodontidium
OTU_0615,CSP13,old,3,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Sordariales; Paecilomyces
OTU_0616,CSP13,old,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Lactarius
OTU_0656,CSP13,old,2,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Talaromyces
OTU_0666,CSP13,old,1,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Sordariales; Chaetomiaceae; Chaetomium
OTU_0694,CSP13,old,4,Fungi;Ascomycota
OTU_0695,CSP13,old,1,Fungi;Ascomycota; Leotiomycetes; Helotiales
OTU_0697,CSP13,old,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0699,CSP13,old,1,Fungi;Ascomycota; Pezizomycotina; Helotiales; Coleophoma
OTU_0706,CSP13,old,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Amanitaceae; Amanita
OTU_0708,CSP13,old,26,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Lactarius
OTU_0709,CSP13,old,1,Fungi
OTU_0711,CSP13,old,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales
OTU_0714,CSP13,old,3,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Chaetosphaeriales; Chaetosphaeriaceae; Chaetosphaeria
OTU_0715,CSP13,old,8,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0717,CSP13,old,2,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Rhytismatales; Rhytismataceae; Lophodermium
OTU_0718,CSP13,old,3,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Elaphomycetaceae; Elaphomyces
OTU_0721,CSP13,old,2,Fungi;Mucoromycotina; Mucorales
OTU_0724,CSP13,old,4,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_0728,CSP13,old,1,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreales; Clavicipitaceae; Paecilomyces
OTU_0734,CSP13,old,8,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0738,CSP13,old,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Tricholomataceae; Mycena
OTU_0740,CSP13,old,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae
OTU_0741,CSP13,old,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0742,CSP13,old,1,Fungi
OTU_0743,CSP13,old,25,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0747,CSP13,old,14,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0748,CSP13,old,8,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Elaphomycetaceae; Elaphomyces
OTU_0751,CSP13,old,12,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0753,CSP13,old,2,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_0754,CSP13,old,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0755,CSP13,old,3,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Scytalidium
OTU_0760,CSP13,old,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0768,CSP13,old,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0789,CSP13,old,3,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Sordariales; Annulatascaceae; Vertexicola
OTU_0790,CSP13,old,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0793,CSP13,old,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae; Cladophialophora
OTU_0795,CSP13,old,4,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leotiomycetes incertae sedis; Myxotrichaceae; Oidiodendron
OTU_0799,CSP13,old,2,Fungi
OTU_0812,CSP13,old,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0816,CSP13,old,8,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Amanitaceae; Amanita
OTU_0831,CSP13,old,1,Fungi;Basidiomycota; Pucciniomycotina; Cystobasidiomycetes; Erythrobasidiales; Erythrobasidiaceae; Rhodotorula
OTU_0838,CSP13,old,2,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leotiomycetes incertae sedis; Myxotrichaceae; Oidiodendron
OTU_0854,CSP13,old,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Sagenomella
OTU_0855,CSP13,old,1,Fungi;Ascomycota
OTU_0864,CSP13,old,4,Fungi;Ascomycota; Pezizomycotina; Dothideomycetes; Cenococcum
OTU_0906,CSP13,old,3,Fungi
OTU_0938,CSP13,old,2,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Dermateaceae; Dermea
OTU_0970,CSP13,old,1,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreales; Hypocreaceae; Hypocrea
OTU_1029,CSP13,old,1,Fungi
OTU_1084,CSP13,old,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_1093,CSP13,old,1,Fungi;Basidiomycota; Agaricomycotina; Tremellomycetes; Tremellales Cryptococcus
OTU_1140,CSP13,old,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae
OTU_1182,CSP13,old,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Amanitaceae; Amanita
OTU_1241,CSP13,old,7,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_1259,CSP13,old,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_1322,CSP13,old,1,Fungi
OTU_1335,CSP13,old,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales
OTU_1399,CSP13,old,4,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Sebacinales; Sebacinaceae
OTU_1663,CSP13,old,1,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreales
OTU_1677,CSP13,old,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_1678,CSP13,old,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_1708,CSP13,old,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae
OTU_1767,CSP13,old,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Sebacinales; Sebacinaceae
OTU_1890,CSP13,old,10,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Cortinariaceae; Cortinarius
OTU_0001,CSP16,young,10,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_0005,CSP16,young,2,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae
OTU_0013,CSP16,young,2,Fungi;Ascomycota; Leptodontidium
OTU_0014,CSP16,young,23,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Thelephora
OTU_0019,CSP16,young,20,Fungi;Ascomycota
OTU_0022,CSP16,young,5,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0030,CSP16,young,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Lyophyllaceae; Lyophyllum
OTU_0032,CSP16,young,43,Fungi;Basidiomycota; Agaricomycotina; Tremellomycetes; Tremellales Cryptococcus
OTU_0035,CSP16,young,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Amanitaceae; Amanita
OTU_0038,CSP16,young,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Atheliales; Atheliaceae
OTU_0044,CSP16,young,10,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leotiomycetes incertae sedis; Myxotrichaceae; Oidiodendron
OTU_0045,CSP16,young,72,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Elaphomycetaceae; Elaphomyces
OTU_0048,CSP16,young,6,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales
OTU_0059,CSP16,young,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_0065,CSP16,young,1,Fungi;Ascomycota
OTU_0070,CSP16,young,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Leotiaceae; Leotia
OTU_0071,CSP16,young,11,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreales; Hypocreaceae; Hypocrea
OTU_0081,CSP16,young,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leohumicola
OTU_0084,CSP16,young,1,Fungi
OTU_0094,CSP16,young,6,Fungi;Mucoromycotina; Mortierellales; Mortierellaceae; Mortierella
OTU_0096,CSP16,young,17,Fungi;Basidiomycota; Agaricomycotina; Tremellomycetes; Filobasidiales Cryptococcus
OTU_0101,CSP16,young,2,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leotiomycetes incertae sedis; Myxotrichaceae; Oidiodendron
OTU_0110,CSP16,young,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes
OTU_0111,CSP16,young,11,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes
OTU_0115,CSP16,young,2,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Hyaloscyphaceae; Arachnopeziza
OTU_0121,CSP16,young,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Cantharellales; Ceratobasidiaceae; Ceratobasidium
OTU_0127,CSP16,young,2,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales Phialocephala
OTU_0131,CSP16,young,4,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Helotiaceae; Holwaya
OTU_0132,CSP16,young,6,Fungi
OTU_0137,CSP16,young,2,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Helotiaceae
OTU_0139,CSP16,young,29,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales
OTU_0151,CSP16,young,2,Fungi
OTU_0178,CSP16,young,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Sebacinales; Sebacinaceae; Sebacina
OTU_0223,CSP16,young,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae
OTU_0233,CSP16,young,2,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_0251,CSP16,young,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Entolomataceae; Clitopilus
OTU_0254,CSP16,young,1,Fungi;Mucoromycotina; Mortierellales; Mortierellaceae; Mortierella
OTU_0257,CSP16,young,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0322,CSP16,young,3,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0327,CSP16,young,2,Fungi
OTU_0334,CSP16,young,1,Fungi
OTU_0351,CSP16,young,2,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Chaetosphaeriales; Chaetosphaeriaceae; Menispora
OTU_0362,CSP16,young,11,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_0371,CSP16,young,22,Fungi;Mucoromycotina; Mortierellales; Mortierellaceae; Mortierella
OTU_0435,CSP16,young,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Amanitaceae; Amanita
OTU_0443,CSP16,young,1,Fungi
OTU_0446,CSP16,young,1,Fungi;Ascomycota
OTU_0450,CSP16,young,15,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae; Capronia
OTU_0463,CSP16,young,2,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0464,CSP16,young,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes
OTU_0478,CSP16,young,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales
OTU_0514,CSP16,young,8,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_0540,CSP16,young,1,Fungi;Ascomycota
OTU_0564,CSP16,young,3,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales Phialocephala
OTU_0581,CSP16,young,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae; Cladophialophora
OTU_0584,CSP16,young,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Tricholomataceae; Laccaria
OTU_0603,CSP16,young,1,Fungi;Ascomycota; Leptodontidium
OTU_0615,CSP16,young,17,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Sordariales; Paecilomyces
OTU_0616,CSP16,young,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Lactarius
OTU_0656,CSP16,young,3,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Talaromyces
OTU_0692,CSP16,young,3,Fungi;Ascomycota
OTU_0694,CSP16,young,9,Fungi;Ascomycota
OTU_0695,CSP16,young,1,Fungi;Ascomycota; Leotiomycetes; Helotiales
OTU_0699,CSP16,young,1,Fungi;Ascomycota; Pezizomycotina; Helotiales; Coleophoma
OTU_0721,CSP16,young,3,Fungi;Mucoromycotina; Mucorales
OTU_0740,CSP16,young,3,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae
OTU_0742,CSP16,young,1,Fungi
OTU_0764,CSP16,young,2,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Helotiaceae
OTU_0768,CSP16,young,5,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0774,CSP16,young,3,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Helotiaceae
OTU_0775,CSP16,young,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae; Cladophialophora
OTU_0779,CSP16,young,39,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0780,CSP16,young,2,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Hyaloscyphaceae; Arachnopeziza
OTU_0787,CSP16,young,21,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_0789,CSP16,young,5,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Sordariales; Annulatascaceae; Vertexicola
OTU_0790,CSP16,young,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0793,CSP16,young,3,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae; Cladophialophora
OTU_0794,CSP16,young,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae
OTU_0795,CSP16,young,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leotiomycetes incertae sedis; Myxotrichaceae; Oidiodendron
OTU_0796,CSP16,young,2,Fungi
OTU_0797,CSP16,young,13,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Cortinariaceae; Cortinarius
OTU_0799,CSP16,young,3,Fungi
OTU_0801,CSP16,young,2,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0802,CSP16,young,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae; Cladophialophora
OTU_0804,CSP16,young,4,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0805,CSP16,young,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales
OTU_0810,CSP16,young,1,Fungi
OTU_0811,CSP16,young,2,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae; Cladophialophora
OTU_0812,CSP16,young,9,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0816,CSP16,young,104,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Amanitaceae; Amanita
OTU_0817,CSP16,young,13,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Sarcodon
OTU_0819,CSP16,young,7,Fungi
OTU_0821,CSP16,young,22,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_0822,CSP16,young,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Amanitaceae; Amanita
OTU_0823,CSP16,young,2,Fungi;Ascomycota; Leptodontidium
OTU_0826,CSP16,young,47,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0828,CSP16,young,2,Fungi;Basidiomycota; Pucciniomycotina; Microbotryomycetes; Microbotryomycetes incertae sedis Rhodotorula
OTU_0830,CSP16,young,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae
OTU_0831,CSP16,young,2,Fungi;Basidiomycota; Pucciniomycotina; Cystobasidiomycetes; Erythrobasidiales; Erythrobasidiaceae; Rhodotorula
OTU_0834,CSP16,young,47,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Tricholomataceae; Mycena
OTU_0835,CSP16,young,6,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae
OTU_0836,CSP16,young,1,Fungi
OTU_0837,CSP16,young,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Helotiaceae; Idriella
OTU_0838,CSP16,young,2,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leotiomycetes incertae sedis; Myxotrichaceae; Oidiodendron
OTU_0839,CSP16,young,4,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_0843,CSP16,young,6,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Cantharellales; Ceratobasidiaceae; Ceratobasidium
OTU_0845,CSP16,young,6,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_0846,CSP16,young,2,Fungi;Ascomycota; Leptodontidium
OTU_0847,CSP16,young,2,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Xylariales; Amphisphaeriaceae; Monochaetia
OTU_0850,CSP16,young,2,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales Hyalodendriella
OTU_0854,CSP16,young,2,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Sagenomella
OTU_0855,CSP16,young,1,Fungi;Ascomycota
OTU_0872,CSP16,young,10,Fungi
OTU_0876,CSP16,young,1,Fungi;Mucoromycotina; Mortierellales; Mortierellaceae; Mortierella
OTU_0884,CSP16,young,13,Fungi
OTU_0903,CSP16,young,6,Fungi;Ascomycota
OTU_0906,CSP16,young,3,Fungi
OTU_0910,CSP16,young,1,Fungi
OTU_0920,CSP16,young,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Sebacinales; Sebacinaceae
OTU_0951,CSP16,young,1,Fungi
OTU_0963,CSP16,young,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiales; Trichocomaceae; Penicillium
OTU_0970,CSP16,young,1,Fungi;Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreales; Hypocreaceae; Hypocrea
OTU_1021,CSP16,young,1,Fungi;Ascomycota; Pezizomycotina; Dothideomycetes; Dothideomycetes incertae sedis; Venturiaceae; Cylindrosympodium
OTU_1054,CSP16,young,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Trechisporales; Trechisporaceae; Trechispora
OTU_1065,CSP16,young,1,Fungi
OTU_1093,CSP16,young,3,Fungi;Basidiomycota; Agaricomycotina; Tremellomycetes; Tremellales Cryptococcus
OTU_1154,CSP16,young,2,Fungi;Mucoromycotina; Mucorales
OTU_1182,CSP16,young,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Amanitaceae; Amanita
OTU_1188,CSP16,young,6,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_1242,CSP16,young,2,Fungi;Basidiomycota
OTU_1252,CSP16,young,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Thelephora
OTU_1268,CSP16,young,3,Fungi;Basidiomycota; Agaricomycotina Rhizoctonia
OTU_1290,CSP16,young,1,Fungi;Mucoromycotina
OTU_1294,CSP16,young,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_1304,CSP16,young,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Hymenochaetales; Hymenochaetaceae; Phellinus
OTU_1323,CSP16,young,1,Fungi
OTU_1330,CSP16,young,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae; Cladophialophora
OTU_1335,CSP16,young,1,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales
OTU_1353,CSP16,young,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Cortinariaceae; Cortinarius
OTU_1377,CSP16,young,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Marasmiaceae; Marasmiellus
OTU_1430,CSP16,young,1,Fungi;Ascomycota; Pezizomycotina; Leotiomycetes; Leotiomycetes incertae sedis; Myxotrichaceae; Oidiodendron
OTU_1456,CSP16,young,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Polyporales; Auriscalpiaceae; Clavicorona
OTU_1512,CSP16,young,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Tricholomataceae; Mycena
OTU_1537,CSP16,young,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_1572,CSP16,young,2,Fungi
OTU_1573,CSP16,young,2,Fungi
OTU_1623,CSP16,young,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricales; Amanitaceae; Amanita
OTU_1652,CSP16,young,3,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_1670,CSP16,young,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella
OTU_1703,CSP16,young,2,Fungi;Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae
OTU_1709,CSP16,young,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Boletales; Boletaceae; Boletus
OTU_1725,CSP16,young,5,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Russulaceae; Russula
OTU_1754,CSP16,young,2,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Boletales; Gomphidiaceae; Chroogomphus
OTU_1846,CSP16,young,1,Fungi;Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae
OTU_1864,CSP16,young,1,Fungi
