,keywords,labels,X0,X1
81,minimum temperature,1,-0.7312181168774915,0.08713015508498152
82,mitochondrial dna,1,-0.7491108549605888,0.09939762836310284
83,natural enemy,1,-0.7118148527283498,0.09720306273616873
84,natural habitat,1,-0.7301403164708135,0.09833794360060757
85,natural vegetation,1,-0.69241299762002,0.12259842467963003
86,neotropical herbivore,2,-0.7890951350110693,0.10845424535182192
87,nitrogen concentration,1,-0.7171517279345457,0.07655328652886123
88,nitrous oxide,1,-0.7062154968880676,0.08953273909480397
89,nutrient regeneration,0,-0.7744049512217573,0.039984312110574155
90,nutrient uptake,1,-0.7331387491007152,0.11432213956297015
91,oil palm,1,-0.6975871282908168,0.13564649092208783
92,open-habitat,1,-0.7053219700770538,0.11127730335496411
93,organic carbon,3,-0.7085470225028735,0.05540728595827805
94,organic nitrogen,1,-0.7132761789117386,0.08677105568535019
95,pelagic biomass,1,-0.7248113096348715,0.07593512720085085
96,phylogenetic tree,0,-0.8675975945503497,0.030386822760030296
97,plant disease,3,-0.714474077754296,0.016348765091915615
98,plant leaf,1,-0.7527044445413988,0.07878189966108608
99,plant population,1,-0.7230414813246485,0.09694878727958443
100,plant propagation,3,-0.7436724867643602,0.021770192041034
101,plant tissue,3,-0.7235002599540363,0.024208470478137147
102,potato leaf,3,-0.6975456574092559,0.06265776252732744
103,river fish,3,-0.7025988753851179,0.06192267859876266
104,saline soil,3,-0.7364872809337761,-0.022592744864194093
105,sand dune,1,-0.7109345370696005,0.07528638692654957
106,scientific name,1,-0.6960250949924229,0.1215449943655963
107,sea level,1,-0.7081886948722994,0.09371932401790563
108,seed predator,1,-0.7017362993153519,0.1517718587521614
109,soil base,1,-0.6985989230853165,0.07780170456900415
110,soil crust,0,-0.7884801649731255,0.007063494242204838
111,soil erosion,3,-0.7230314989988298,0.04578036233167294
112,soil layer,0,-0.7861267056786825,0.00037971800533340453
113,soil lipid,0,-0.8367608335170718,-0.014185774230077434
114,soil microbe,3,-0.7578744178769123,-0.005238146761403977
115,soil moisture,3,-0.7430819509757183,0.05419172688239819
116,soil nutrient,0,-0.7900386588102816,0.026066289688409884
117,soil structure,3,-0.7561960633157337,0.06182765953673379
118,soya bean,0,-0.7926402711399574,0.060822675318843306
119,species abundance,2,-0.7717230970428237,0.10320864343749414
120,species coexistence,2,-0.7574339549055746,0.1059881644376738
121,species composition,1,-0.7117277192020802,0.07534554732660588
122,species diversity,2,-0.7976661525116266,0.11858362743577336
123,species interaction,3,-0.7627311667281282,0.07227083323266621
124,species loss,1,-0.7093393115562878,0.1482935677247746
125,species name,3,-0.7201858737378679,0.07165007008888188
126,species richness,2,-0.7638945568703294,0.10757387437769078
127,stability of ecosystem,2,-0.7416315382151536,0.17235712214851692
128,subtropical forest,2,-0.7528141159597502,0.12190718186663407
129,taxonomic affiliation,2,-0.7750849780943178,0.19589398390073906
130,taxonomic diversity,2,-0.7883008559469377,0.09925654115921657
131,terrestrial ecosystem,0,-0.8217108231450155,0.05741378984274374
132,terrestrial vegetation,0,-0.7965509173765514,0.03622848238306222
133,trait interrelationships,2,-0.7628665934657443,0.09573958671322777
134,trait variation,1,-0.7216052489892641,0.11893810443870449
135,tree diversity,1,-0.7303250979334991,0.13651800077988063
136,tree layer,3,-0.7286519695263768,0.034679852336639415
137,trophic level,3,-0.7387365137238542,0.014801996028222393
138,trophic levels,3,-0.7121252627223574,0.02840395504654522
139,tropical deforestation,2,-0.7587481055247414,0.16369161775197247
140,tropical forest,2,-0.7753318372549477,0.1669749406292319
141,vascular plant specy,1,-0.7474727194964765,0.08145165412758328
142,vegetation cover,1,-0.7406081558622326,0.09411111695659895
143,vegetation factor,2,-0.7440773782147538,0.13555709412176736
144,vegetation type,1,-0.716063005066871,0.13109549707784615
145,volcanic ash,1,-0.7402849970790062,0.09767322867758084
146,woody plant,0,-0.773245438731314,0.07166235895857999
