rownr,date,Date,start,end,plotignore,CSP,working condition,protoc.first,protoc.sur,meas.first,meas.sur,entered.first,entered.sur,entered.date,page,Central_subplot,CWD-Id,CWD_CSP_original,Idaddon,CWD_CSP,Species,specunpolished,TagAFCW,TagMBa,TagAFCW original,TagMBa original,DBH,dbh.comment,dbhpostmean,dbhpostsd,stemsGrEq10,stemsCnSm10,height,BD,lookup tag,dbase.remark.kn,dtop,dtop.remark.kn,length,len.rem.kn,height_length,hei.len.rem.kn,broken at,broken diam,neigh.label,reference is self,neigh.dist,neigh.azimut,direction CWD,pos.cw,pos.af_original,plot estimate,pos.af,alive,sc,mc,dc,ter,rot,fungi,valid,crown_origin,remark,vol_factor,Allometrie,comment Karin,meandbh,meanGr10,meanSm10Cn,ice_storm_representative
63,2008-09-28 00:00:00,28.9.08,1899-12-30 10:00:00,1899-12-30 16:00:00,,CSP27,"sunny, best weather",Karin,Nadrowski,Christian,Wirth,Anja,Fankhaenel,2008-12-10 00:00:00,4,w,45,CSP27_45,1,CSP27_45,Castanea henryi,Castanea henryi,376130,,376130,,,,,,,,,15.5,,,3,,4.5,,4.5,,,,370607,,1.3,285,,7b,9,,9,d,80,5,1,,,,,,,,,,,,,no
64,2008-09-28 00:00:00,28.9.08,1899-12-30 10:00:00,1899-12-30 16:00:00,,CSP27,"sunny, best weather",Karin,Nadrowski,Christian,Wirth,Anja,Fankhaenel,2008-12-10 00:00:00,4,w,46,CSP27_46,1,CSP27_46,Castanopsis eyrei,Castanopsis eyrei,376402,,376402,,13,,,,,,6,,,,,,,,6,,,,376916,,0,220,,3,4,,4,d,nn,5,2,,,,,,is a side stem of the neighbor tree,,,,13,,,no
65,2008-09-28 00:00:00,28.9.08,1899-12-30 10:00:00,1899-12-30 16:00:00,,CSP27,"sunny, best weather",Karin,Nadrowski,Christian,Wirth,Anja,Fankhaenel,2008-12-10 00:00:00,5,w,47,CSP27_47,1,CSP27_47,NA,nn,,,,,,,,,,,,20,,,8.2,,12,,12,,,,370734,,1,180,,6,7,,7,d,100,5,3,,red mould (+),,,,Rotfaeule,,,,,,,no
66,2008-09-28 00:00:00,28.9.08,1899-12-30 10:00:00,1899-12-30 16:00:00,,CSP27,"sunny, best weather",Karin,Nadrowski,Christian,Wirth,Anja,Fankhaenel,2008-12-10 00:00:00,5,w,48,CSP27_48,1,CSP27_48,Cyclobalanopsis myrsinifolia,Cyclobalanopsis myrsinaefolia,376861,,376861,,,,,,,,NA,11.2,,,,,,,,nn,,,370734,,3.1,240,,7b,9,,9,d,10,1,1,,,,,,,,,,,,,no
67,2008-09-28 00:00:00,28.9.08,1899-12-30 10:00:00,1899-12-30 16:00:00,,CSP27,"sunny, best weather",Karin,Nadrowski,Christian,Wirth,Anja,Fankhaenel,2008-12-10 00:00:00,5,w,49,CSP27_49,1,CSP27_49,Castanopsis eyrei,Castanopsis eyrei,375775,,375775,,,,,,,,2,14.2,,,,,,,2,,,,370914,,1,285,,2,3,,3,l,nn,2,1,,,,,,"Bruchhoehe, nur snag, snag lebt noch , Label am abgebrochenem Ast",,,,,,,no
68,2008-09-28 00:00:00,28.9.08,1899-12-30 10:00:00,1899-12-30 16:00:00,,CSP27,"sunny, best weather",Karin,Nadrowski,Christian,Wirth,Anja,Fankhaenel,2008-12-10 00:00:00,5,w,50,CSP27_50,1,CSP27_50,Castanopsis eyrei,Castanopsis eyrei,375652,,375652,,,,,,,,3.6,14,,,,,,,3.6,,,,370644,,0,10,,8,11,,11,d,80,5,2,,,,,,,,,,,,,no
69,2008-09-28 00:00:00,28.9.08,1899-12-30 10:00:00,1899-12-30 16:00:00,,CSP27,"sunny, best weather",Karin,Nadrowski,Christian,Wirth,Anja,Fankhaenel,2008-12-10 00:00:00,5,w,51,CSP27_51,1,CSP27_51,Meliosma flexuosa,Meliosma flexuosa,376527,,376527,,,,,,,,NA,13.8,,,,,,,,nn,,,370770,,1,190,,6,7,,7,d,0,5,1,,,,,,,,,,,,,no
70,2008-09-28 00:00:00,28.9.08,1899-12-30 10:00:00,1899-12-30 16:00:00,,CSP27,"sunny, best weather",Karin,Nadrowski,Christian,Wirth,Anja,Fankhaenel,2008-12-10 00:00:00,5,w,52,CSP27_52,1,CSP27_52,Castanopsis eyrei,Castanopsis eyrei,,,,,,,,,,,NA,12,,,,,,,,nn,,,,,,,,7b,9,,9,d,0,5,1,,,,,,,,,,,,,no
71,2008-09-28 00:00:00,28.9.08,1899-12-30 10:00:00,1899-12-30 16:00:00,,CSP27,"sunny, best weather",Karin,Nadrowski,Christian,Wirth,Anja,Fankhaenel,2008-12-10 00:00:00,5,w,53,CSP27_53,1,CSP27_53,Castanopsis eyrei,Castanopsis eyrei,,,,,,,,,,,NA,12,,,,,,,,nn,,,,,,,,7b,9,,9,d,20,1,1,,,,,,,,,,,,,no
72,2008-09-28 00:00:00,28.9.08,1899-12-30 10:00:00,1899-12-30 16:00:00,,CSP27,"sunny, best weather",Karin,Nadrowski,Christian,Wirth,Anja,Fankhaenel,2008-12-10 00:00:00,5,w,54,CSP27_54,1,CSP27_54,Castanopsis eyrei,Castanopsis eyrei,376131,,376131,,,,,,,,NA,11.5,,,,,,,,nn,,,372015,,4,230,,7a,8,,8,d,50,1,1,,,,,,Krone,,,,,,,no
73,2008-09-28 00:00:00,28.9.08,1899-12-30 10:00:00,1899-12-30 16:00:00,,CSP27,"sunny, best weather",Karin,Nadrowski,Christian,Wirth,Anja,Fankhaenel,2008-12-10 00:00:00,5,w,55,CSP27_55,1,CSP27_55,Castanopsis eyrei,Castanopsis eyrei,,,,,,,,,,,,17,,,11.5,,3,,3,,,,370644,,0.5,150,,3,4,,4,d,nn,5,2,,,,,,snag,,,,,,,no
74,2008-09-28 00:00:00,28.9.08,1899-12-30 10:00:00,1899-12-30 16:00:00,,CSP27,"sunny, best weather",Karin,Nadrowski,Christian,Wirth,Anja,Fankhaenel,2008-12-10 00:00:00,5,w,56,CSP27_56,1,CSP27_56,Castanopsis eyrei,Castanopsis eyrei,,372015,,372015,26.88,added DBH from Martins data 2008,,,,,,,372015,Datenbank,,Datenbank,,nn,,nn,,,,,,,,4,5,,5,d,0,1,1,,,,,,,,,,,,,yes
75,2008-09-28 00:00:00,28.9.08,1899-12-30 10:00:00,1899-12-30 16:00:00,,CSP27,"sunny, best weather",Karin,Nadrowski,Christian,Wirth,Anja,Fankhaenel,2008-12-10 00:00:00,5,w,57,CSP27_57,1,CSP27_57,Castanopsis eyrei,Castanopsis eyrei,,372266,,372266,20.89,"added DBH from Martins data, Martins tag number is probably wrong: 372276",,,,,,,372266,Datenbank,,Datenbank,,nn,,nn,,,,,,,,4,5,,5,d,0,1,1,,,,,,,,,,,,,yes
76,2008-09-28 00:00:00,28.9.08,1899-12-30 10:00:00,1899-12-30 16:00:00,,CSP27,"sunny, best weather",Karin,Nadrowski,Christian,Wirth,Anja,Fankhaenel,2008-12-10 00:00:00,5,w,58,CSP27_58,1,CSP27_58,Castanea henryi,Castanea henryi,,372230,,372230,29.55,added DBH from Martins data 2008,,,,,,,372230,m_sste in Martins oder Annes Daten sein,21.5,"added ""21.5"", since this is the BD of the crown of this tree",2.5,so it is broken at 2.5 m height,2.5,,,,,,,,,3,4,,4,d,nn,1,1,,,,,,bereits gelegt,,,,,,,yes
77,2008-09-28 00:00:00,28.9.08,1899-12-30 10:00:00,1899-12-30 16:00:00,,CSP27,"sunny, best weather",Karin,Nadrowski,Christian,Wirth,Anja,Fankhaenel,2008-12-10 00:00:00,5,w,58,CSP27_58,2,CSP27_58,Castanea henryi,Castanea henryi,376952,,376952,,,,,,,,,21.5,,,,,,nn,,,,,372230,,3.6,250,,7a,8,,8,d,10,1,1,,,,,372230,,,,,,,,no
78,2008-09-28 00:00:00,28.9.08,1899-12-30 10:00:00,1899-12-30 16:00:00,,CSP27,"sunny, best weather",Karin,Nadrowski,Christian,Wirth,Anja,Fankhaenel,2008-12-10 00:00:00,5,w,59,CSP27_59,1,CSP27_59,Schima superba,Schima superba,,370289,,370289,20.8,added DBH from Martins data 2008,,,,,,,370289,m_sste in Martins oder Annes Daten sein,16,"moved ""4"" in dtop to the associated crown; added ""16"" for dtop, since this is the BD of the associated crown",,,3.8,added from Martins data 2008,,,,,,,,3,4,,4,l,nn,1,1,,,,,,,,,,,,,yes
79,2008-09-28 00:00:00,28.9.08,1899-12-30 10:00:00,1899-12-30 16:00:00,,CSP27,"sunny, best weather",Karin,Nadrowski,Christian,Wirth,Anja,Fankhaenel,2008-12-10 00:00:00,5,w,59,CSP27_59,2,CSP27_59,Schima superba,Schima superba,376542,,376542,,,,,,,,,16,,,4,"changed to 4, previous had 4, but there it makes no sense",,nn,,nn,,,372230,,2.4,250,,7a,8,,8,d,0,1,1,,,fungi (+),,,"Pilzbefall; removed crown origing ""372230"", since the alive tag for the associated tree is different",,,,,,,no
80,2008-09-28 00:00:00,28.9.08,1899-12-30 10:00:00,1899-12-30 16:00:00,,CSP27,"sunny, best weather",Karin,Nadrowski,Christian,Wirth,Anja,Fankhaenel,2008-12-10 00:00:00,6,w,60,CSP27_60,1,CSP27_60,Castanopsis eyrei,Castanopsis eyrei,,,,,10.6,,,,1,,NA,,,,,,,,,nn,,,372230,,1,270,,3,4,,4,d,nn,1,nn,,,,,,,,,,10.6,1,,yes
81,2008-09-28 00:00:00,28.9.08,1899-12-30 10:00:00,1899-12-30 16:00:00,,CSP27,"sunny, best weather",Karin,Nadrowski,Christian,Wirth,Anja,Fankhaenel,2008-12-10 00:00:00,6,w,61,CSP27_61,1,CSP27_61,Cyclobalanopsis myrsinifolia,Cyclobalanopsis myrsinaefolia,,,,,,,,,,,NA,10.2,,,,,,,,nn,,,370797,,1.3,330,,7b,9,,9,d,0,1,1,,,,,,,,,,,,,no
82,2008-09-28 00:00:00,28.9.08,1899-12-30 10:00:00,1899-12-30 16:00:00,,CSP27,"sunny, best weather",Karin,Nadrowski,Christian,Wirth,Anja,Fankhaenel,2008-12-10 00:00:00,6,w,62,CSP27_62,1,CSP27_62,Castanopsis eyrei,Castanopsis eyrei,,376692,,376692,,,,,,,NA,23,,,,,,,,nn,,,life 372193,,0,260,,7a,8,,8,d,10,1,1,,,,,372193,broken crown to the tagged stem,,,,,,,no
83,2008-09-28 00:00:00,28.9.08,1899-12-30 10:00:00,1899-12-30 16:00:00,,CSP27,"sunny, best weather",Karin,Nadrowski,Christian,Wirth,Anja,Fankhaenel,2008-12-10 00:00:00,6,w,63,CSP27_63,1,CSP27_63,Pinus massoniana,Pinus massoniana,,,,,,,,,,,,6.2,,"moved number from dtop to dbase, since dbase was empty, so I assume that the two were switched",,,4,,4,,,,370829,,0.5,10,,8,11,,11,d,20,5,1,,,fungi (+),,,pilzbefall,,,,,,,no
84,2008-09-28 00:00:00,28.9.08,1899-12-30 10:00:00,1899-12-30 16:00:00,,CSP27,"sunny, best weather",Karin,Nadrowski,Christian,Wirth,Anja,Fankhaenel,2008-12-10 00:00:00,6,w,64,CSP27_64,1,CSP27_64,Castanopsis eyrei,Castanopsis eyrei,,,,,,,,,,,NA,11,,,,,,,,nn,,,370579,,0.9,330,,7b,9,,9,d,30,5,1,,,fungi (+),,,Pilze,,,,,,,no
85,2008-09-28 00:00:00,28.9.08,1899-12-30 10:00:00,1899-12-30 16:00:00,,CSP27,"sunny, best weather",Karin,Nadrowski,Christian,Wirth,Anja,Fankhaenel,2008-12-10 00:00:00,6,w,65,CSP27_65,1,CSP27_65,Castanopsis eyrei,Castanopsis eyrei,,370993,,370993,11.4,,,,,,NA,,,,,,,,,nn,,,,,,,,1a,1,,1,d,nn,5,1,,,,,,le/s (leafs?) are dried,,,,11.4,,,no
86,2008-09-26 00:00:00,,1899-12-30 10:30:00,1899-12-30 11:23:00,,CSP03,cloudy,Christian,Wirth,Christian,Wirth,Anja,Fankhaenel,2009-02-11 00:00:00,1,c,1,CSP03_1,1,CSP03_1,Castanea henryi,Castanea henryi,,,,,,,,,,,,3.7,,,3,,,,1.3,,,,no tag,,nn,nn,nn,8,11,,11,d,0,NA,2,,,,,,,,,,,,,no
87,2008-09-26 00:00:00,,1899-12-30 10:30:00,1899-12-30 11:23:00,,CSP03,cloudy,Christian,Wirth,Christian,Wirth,Anja,Fankhaenel,2009-02-11 00:00:00,1,c,2,CSP03_2,1,CSP03_2,Castanea henryi,Castanea henryi,,,,,,,,,,,,10,,,6,,,,0.48,,,,no tag,,nn,nn,nn,8,11,,11,d,100,NA,2,,,,,,,,,,,,,no
88,2008-09-26 00:00:00,,1899-12-30 10:30:00,1899-12-30 11:23:00,,CSP03,cloudy,Christian,Wirth,Christian,Wirth,Anja,Fankhaenel,2009-02-11 00:00:00,1,c,3,CSP03_3,1,CSP03_3,Castanea henryi,Castanea henryi,,,,,,,,,,,,7,,,5,,,,1.2,,,,no tag,,nn,nn,nn,8,11,,11,d,100,NA,2,,,,,,,,,,,,,no
89,2008-09-26 00:00:00,,1899-12-30 10:30:00,1899-12-30 11:23:00,,CSP03,cloudy,Christian,Wirth,Christian,Wirth,Anja,Fankhaenel,2009-02-11 00:00:00,1,c,4,CSP03_4,1,CSP03_4,Quercus spec.,Quercus glandu,,,,,,,,,,,,4,,,3,,,,0.8,,,,no tag,,nn,nn,nn,8,11,,11,d,100,NA,2,,,,,,,,,,,,,no
90,2008-09-26 00:00:00,,1899-12-30 10:30:00,1899-12-30 11:23:00,,CSP03,cloudy,Christian,Wirth,Christian,Wirth,Anja,Fankhaenel,2009-02-11 00:00:00,1,c,5,CSP03_5,1,CSP03_5,Castanea henryi,Castanea henryi,,,,,,,,,,,,8,,,3,,,,3,,,,no tag,,nn,nn,nn,7,8,,8,d,0,NA,1,,,,,,,,,,,,,no
91,2008-09-26 00:00:00,,1899-12-30 10:30:00,1899-12-30 11:23:00,,CSP03,cloudy,Christian,Wirth,Christian,Wirth,Anja,Fankhaenel,2009-02-11 00:00:00,1,c,5,CSP03_5,2,CSP03_5,Castanea henryi,Castanea henryi,,,,,,,,,,,,5.5,,,3,,,,1.1,,,,no tag,,nn,nn,nn,nn,9,,9,d,nn,NA,nn,,,,,,,,,,,,,no
92,2008-09-26 00:00:00,,1899-12-30 10:30:00,1899-12-30 11:23:00,,CSP03,cloudy,Christian,Wirth,Christian,Wirth,Anja,Fankhaenel,2009-02-11 00:00:00,1,c,5,CSP03_5,3,CSP03_5,Castanea henryi,Castanea henryi,,,,,,,,,,,,3.5,,,3,,,,0.9,,,,no tag,,nn,nn,nn,nn,9,,9,d,nn,NA,nn,,,,,,,,,,,,,no
93,2008-09-26 00:00:00,,1899-12-30 10:30:00,1899-12-30 11:23:00,,CSP03,cloudy,Christian,Wirth,Christian,Wirth,Anja,Fankhaenel,2009-02-11 00:00:00,1,c,5,CSP03_5,4,CSP03_5,Castanea henryi,Castanea henryi,,,,,,,,,,,,4,,,3,,,,0.6,,,,no tag,,nn,nn,nn,nn,9,,9,d,nn,NA,nn,,,,,,,,,,,,,no
94,2008-09-26 00:00:00,,1899-12-30 10:30:00,1899-12-30 11:23:00,,CSP03,cloudy,Christian,Wirth,Christian,Wirth,Anja,Fankhaenel,2009-02-11 00:00:00,1,c,6,CSP03_6,1,CSP03_6,Pinus massoniana,Pinus massoniana,374885,,374885,,12,,,,1,,,,,,,-,,,,-,,,349952,,2.2,60,nn,6,7,,7,d,0,1,1,t termites,,,,,base †.(?) decay (T),,,,12,1,,yes
95,2008-09-26 00:00:00,,1899-12-30 10:30:00,1899-12-30 11:23:00,,CSP03,cloudy,Christian,Wirth,Christian,Wirth,Anja,Fankhaenel,2009-02-11 00:00:00,1,c,7,CSP03_7,1,CSP03_7,Pinus massoniana,Pinus massoniana,374960,,374960,,10,,,,1,,,,,,,-,,,,-,,,349952,,1.1,60,nn,1b,2,,2,d,0,1,1,,,,,,,,,,10,1,,yes
96,2008-09-26 00:00:00,,1899-12-30 10:30:00,1899-12-30 11:23:00,,CSP03,cloudy,Christian,Wirth,Christian,Wirth,Anja,Fankhaenel,2009-02-11 00:00:00,1,c,8,CSP03_8,1,CSP03_8,Pinus massoniana,Pinus massoniana,369490,,369490,,13,,,,1,,,,,,,-,,,5,,,,376335,,0.2,170,nn,1b,2,,2,d,0,1,1,,,,,,,,,,13,1,,yes
97,2008-09-26 00:00:00,,1899-12-30 10:30:00,1899-12-30 11:23:00,,CSP03,cloudy,Christian,Wirth,Christian,Wirth,Anja,Fankhaenel,2009-02-11 00:00:00,1,c,9,CSP03_9,1,CSP03_9,Pinus massoniana,Pinus massoniana,376125,,376125,,10,,,,1,,,,,,,-,,,,-,,,369912,,0.8,300,nn,1b,2,,2,d,0,1,1,,,,,,,,,,10,1,,yes
98,2008-09-26 00:00:00,,1899-12-30 10:30:00,1899-12-30 11:23:00,,CSP03,cloudy,Christian,Wirth,Christian,Wirth,Anja,Fankhaenel,2009-02-11 00:00:00,1,c,10,CSP03_10,1,CSP03_10,Castanea henryi,Castanea henryi,,,no tag,,,,,,,,,4.1,,,3.5,,,,1.95,,,,no tag,,nn,nn,nn,7b,9,,9,d,0,1,1,,,,,,,,,,,,,no
99,2008-09-26 00:00:00,,1899-12-30 10:30:00,1899-12-30 11:23:00,,CSP03,cloudy,Christian,Wirth,Christian,Wirth,Anja,Fankhaenel,2009-02-11 00:00:00,1,c,11,CSP03_11,1,CSP03_11,Albizia kalkora,Albizia kalkora,,,no tag,,,,,,,,,5.5,,,3.8,,,,0.96,,,,no tag,,nn,nn,nn,8,11,,11,d,50,5,2,,,,,,,,,,,,,no
100,2008-09-26 00:00:00,,1899-12-30 10:30:00,1899-12-30 11:23:00,,CSP03,cloudy,Christian,Wirth,Christian,Wirth,Anja,Fankhaenel,2009-02-11 00:00:00,1,c,12,CSP03_12,1,CSP03_12,Albizia kalkora,Albizia kalkora,,,no tag,,,,,,,,,3.7,,,3.1,,,,0.63,,,,no tag,,nn,nn,nn,8,11,,11,d,80,5,1,,,,,,,,,,,,,no
101,2008-09-26 00:00:00,,1899-12-30 10:30:00,1899-12-30 11:23:00,,CSP03,cloudy,Christian,Wirth,Christian,Wirth,Anja,Fankhaenel,2009-02-11 00:00:00,1,c,8,CSP03_8,2,CSP03_8,Pinus massoniana,Pinus massoniana,,,no tag,,,,,,,,,8.3,,,5,,,,2.6,,,,no tag,,nn,nn,nn,7,8,,8,d,0,1,1,,,,,,,,,,,,,no
102,2008-09-26 00:00:00,,1899-12-30 10:30:00,1899-12-30 11:23:00,,CSP03,cloudy,Christian,Wirth,Christian,Wirth,Anja,Fankhaenel,2009-02-11 00:00:00,1,c,14,CSP03_14,1,CSP03_14,Pinus massoniana,Pinus massoniana,,,no tag,,,,,,,,,5.5,,,5.5,,,,1,,,,no tag,,nn,nn,nn,8,11,,11,d,100,5,3,,,,,,,,,,,,,no
103,2008-09-26 00:00:00,,1899-12-30 10:30:00,1899-12-30 11:23:00,,CSP03,cloudy,Christian,Wirth,Christian,Wirth,Anja,Fankhaenel,2009-02-11 00:00:00,2,c,15,CSP03_15,1,CSP03_15,Schima superba,Schima superba,,,no tag,,,,,,,,,8.2,,,3,,,,4.5,,,,no tag,,nn,nn,nn,7,8,,8,d,0,1,1,,,,,,,,,,,,,no
104,2008-09-26 00:00:00,,1899-12-30 10:30:00,1899-12-30 11:23:00,,CSP03,cloudy,Christian,Wirth,Christian,Wirth,Anja,Fankhaenel,2009-02-11 00:00:00,2,c,16,CSP03_16,1,CSP03_16,Schima superba,Schima superba,,,no tag,,,,,,,,,0.2,,,0.5,,,,0.8,,,,no tag,,nn,nn,nn,8,11,,11,d,100,5,3,,,,,,,,,,,,,no
105,2008-09-26 00:00:00,,1899-12-30 10:30:00,1899-12-30 11:23:00,,CSP03,cloudy,Christian,Wirth,Christian,Wirth,Anja,Fankhaenel,2009-02-11 00:00:00,2,c,17,CSP03_17,1,CSP03_17,Quercus spec.,Quercus,,,no tag,,,,,,,,,3,,,3,,,,0.45,,,,no tag,,nn,nn,nn,8,11,,11,d,100,5,2,,,,,,,,,,,,,no
106,2008-09-26 00:00:00,,1899-12-30 10:30:00,1899-12-30 11:23:00,,CSP03,cloudy,Christian,Wirth,Christian,Wirth,Anja,Fankhaenel,2009-02-11 00:00:00,2,c,18,CSP03_18,1,CSP03_18,Quercus spec.,Quercus,,,no tag,,,,,,,,,5,,,3,,,,1.6,,,,no tag,,nn,nn,nn,7,8,,8,d,0,5,1,,,,,,,,,,,,,no
107,2008-09-26 00:00:00,,1899-12-30 10:30:00,1899-12-30 11:23:00,,CSP03,cloudy,Christian,Wirth,Christian,Wirth,Anja,Fankhaenel,2009-02-11 00:00:00,2,c,19,CSP03_19,1,CSP03_19,Schima superba,Schima superba,,,no tag,,,,,,,,,4,,,3,,,,1.2,,,,no tag,,nn,nn,nn,8,11,,11,d,100,5,3,,,,,,,,,,,,,no
108,2008-09-26 00:00:00,,1899-12-30 10:30:00,1899-12-30 11:23:00,,CSP03,cloudy,Christian,Wirth,Christian,Wirth,Anja,Fankhaenel,2009-02-11 00:00:00,2,c,20,CSP03_20,1,CSP03_20,Pinus,Pinus A.,372989,,372989,,,,,,,,,,372989,,,,,,,,,,no tag,,nn,nn,nn,3,4,,4,d,0,1,1,,,,,,not found in Martins data,,,,,,,yes
109,2008-09-26 00:00:00,,1899-12-30 10:30:00,1899-12-30 11:23:00,,CSP03,cloudy,Christian,Wirth,Christian,Wirth,Anja,Fankhaenel,2009-02-11 00:00:00,2,c,20,CSP03_20,2,CSP03_20,Pinus,Pinus A.,,,no tag,,,,,,,,,,,,,,,,,,,,no tag,,nn,nn,nn,7,8,,8,d,0,1,1,,,,,372989,"crown of 372989, not found in Martins data",,,,,,,no
110,2008-09-26 00:00:00,,1899-12-30 10:30:00,1899-12-30 11:23:00,,CSP03,cloudy,Christian,Wirth,Christian,Wirth,Anja,Fankhaenel,2009-02-11 00:00:00,2,c,21,CSP03_21,1,CSP03_21,Pinus massoniana,Pinus,376346,,376346,,22.13,added DBH from Martins data 2008,,,,,,,376346,,,,,,,,,,no tag,,nn,nn,nn,2a,3,,3,l,0,1,1,,,,,,"alive, copied dbh from Martins data",,,,,,,no
111,2008-09-26 00:00:00,,1899-12-30 10:30:00,1899-12-30 11:23:00,,CSP03,cloudy,Christian,Wirth,Christian,Wirth,Anja,Fankhaenel,2009-02-11 00:00:00,2,c,21,CSP03_21,2,CSP03_21,Pinus,Pinus,372125,,372125,,,,,,,,,,,,,,,,,,,,no tag,,nn,nn,nn,7,8,,8,d,0,1,1,,,,,376346,"crown of 376346, this is a Litsea broadleaved tree in Martins data",,,,,,,no
112,2008-09-26 00:00:00,,1899-12-30 10:30:00,1899-12-30 11:23:00,,CSP03,cloudy,Christian,Wirth,Christian,Wirth,Anja,Fankhaenel,2009-02-11 00:00:00,2,c,22,CSP03_22,1,CSP03_22,Pinus,Pinus A.,,,no tag,,,,,,,,,4.1,,,4.8,,,,1.2,,,,no tag,,nn,nn,nn,8,11,,11,d,10,5,1,,,,,,,,,,,,,no
113,2008-09-26 00:00:00,,1899-12-30 10:30:00,1899-12-30 11:23:00,,CSP03,cloudy,Christian,Wirth,Christian,Wirth,Anja,Fankhaenel,2009-02-11 00:00:00,2,c,23,CSP03_23,1,CSP03_23,Pinus,Pinus A.,,,no tag,,,,,,,,,4,,,3,,,,0.7,,,,no tag,,nn,nn,nn,8,11,,11,d,10,5,1,,,,,,,,,,,,,no
114,2008-09-26 00:00:00,,1899-12-30 10:30:00,1899-12-30 11:23:00,,CSP03,cloudy,Christian,Wirth,Christian,Wirth,Anja,Fankhaenel,2009-02-11 00:00:00,2,c,24,CSP03_24,1,CSP03_24,Myrica rubra,Myrica rubra,,,no tag,,,,,,,,,6.6,,,3,,,,2.4,,,,no tag,,nn,nn,nn,7b,9,,9,d,0,NA,1,,,,,,,,,,,,,no
115,2008-09-26 00:00:00,,1899-12-30 10:30:00,1899-12-30 11:23:00,,CSP03,cloudy,Christian,Wirth,Christian,Wirth,Anja,Fankhaenel,2009-02-11 00:00:00,2,c,24,CSP03_24,2,CSP03_24,Myrica rubra,Myrica rubra,,,no tag,,,,,,,,,3.4,,,3,,,,0.55,,,,no tag,,nn,nn,nn,-,9,,9,d,nn,NA,nn,,,,,,,,,,,,,no
116,2008-09-26 00:00:00,,1899-12-30 10:30:00,1899-12-30 11:23:00,,CSP03,cloudy,Christian,Wirth,Christian,Wirth,Anja,Fankhaenel,2009-02-11 00:00:00,2,c,25,CSP03_25,1,CSP03_25,Schima superba,Schima superba,,,no tag,,,,,,,,,4.5,,,3,,,,0.7,,,,no tag,,nn,nn,nn,7b,9,,9,d,0,5,1,,,,,,,,,,,,,no
117,2008-09-26 00:00:00,,1899-12-30 10:30:00,1899-12-30 11:23:00,,CSP03,cloudy,Christian,Wirth,Christian,Wirth,Anja,Fankhaenel,2009-02-11 00:00:00,2,c,26,CSP03_26,1,CSP03_26,Cyclobalanopsis myrsinifolia,C.musineful????,,,no tag,,,,,,,,,4.2,,,3,,,,1.2,,,,no tag,,nn,nn,nn,7b,9,,9,d,50,1,1,,,,,,,,,,,,,no
118,2008-09-26 00:00:00,,1899-12-30 10:30:00,1899-12-30 11:23:00,,CSP03,cloudy,Christian,Wirth,Christian,Wirth,Anja,Fankhaenel,2009-02-11 00:00:00,2,c,27,CSP03_27,1,CSP03_27,Pinus,Pinus,,,no tag,,,,,,,,,5,,,5.5,,,,1.5,,,,no tag,,nn,nn,nn,8,11,,11,d,0,5,1,,,,,,,,,,,,,no
119,2008-09-26 00:00:00,,1899-12-30 10:30:00,1899-12-30 11:23:00,,CSP03,cloudy,Christian,Wirth,Christian,Wirth,Anja,Fankhaenel,2009-02-11 00:00:00,2,c,28,CSP03_28,1,CSP03_28,Castanea henryi,C.henryi,,,no tag,,,,,,,,,5.8,,,3,,,,4.5,,,,no tag,,nn,nn,nn,7b,9,,9,d,20,5,2,,,,,,,,,,,,,no
120,2008-09-26 00:00:00,,1899-12-30 10:30:00,1899-12-30 11:23:00,,CSP03,cloudy,Christian,Wirth,Christian,Wirth,Anja,Fankhaenel,2009-02-11 00:00:00,3,c,29,CSP03_29,1,CSP03_29,Quercus spec.,Quercus,,,no tag,,,,,,,,,6,,,5,,,,1.1,,,,no tag,,nn,nn,nn,3,4,,4,d,0,5,2,,,,,,,,,,,,,no
121,2008-09-26 00:00:00,,1899-12-30 10:30:00,1899-12-30 11:23:00,,CSP03,cloudy,Christian,Wirth,Christian,Wirth,Anja,Fankhaenel,2009-02-11 00:00:00,3,c,30,CSP03_30,1,CSP03_30,NA,nn,,,no tag,,,,,,,,,8,,,8,,,,1.6,,,,no tag,,nn,nn,nn,8,11,,11,d,10,5,3,,,,,,,,,,,,,no
122,2008-09-26 00:00:00,,1899-12-30 10:30:00,1899-12-30 11:23:00,,CSP03,cloudy,Christian,Wirth,Christian,Wirth,Anja,Fankhaenel,2009-02-11 00:00:00,3,c,31,CSP03_31,1,CSP03_31,NA,:,,,no tag,,,,,,,,,10,,,8,,,,0.9,,,,no tag,,nn,nn,nn,7b,9,,9,d,70,5,3,,,,,,,,,,,,,no
123,2008-09-26 00:00:00,,1899-12-30 10:30:00,1899-12-30 11:23:00,,CSP03,cloudy,Christian,Wirth,Christian,Wirth,Anja,Fankhaenel,2009-02-11 00:00:00,3,w,32,CSP03_32,1,CSP03_32,Quercus serrata,Quercus serrhta,372242,,372242,,,,,,,,,13,,,11,,,,0.8,,,,no tag,,nn,nn,nn,3,4,,4,d,0,5,3,,,,,,,,,,,,,no
