rownr,date,Date,start,end,plotignore,CSP,working condition,protoc.first,protoc.sur,meas.first,meas.sur,entered.first,entered.sur,entered.date,page,Central_subplot,CWD-Id,CWD_CSP_original,Idaddon,CWD_CSP,Species,specunpolished,TagAFCW,TagMBa,TagAFCW original,TagMBa original,DBH,dbh.comment,dbhpostmean,dbhpostsd,stemsGrEq10,stemsCnSm10,height,BD,lookup tag,dbase.remark.kn,dtop,dtop.remark.kn,length,len.rem.kn,height_length,hei.len.rem.kn,broken at,broken diam,neigh.label,reference is self,neigh.dist,neigh.azimut,direction CWD,pos.cw,pos.af_original,plot estimate,pos.af,alive,sc,mc,dc,ter,rot,fungi,valid,crown_origin,remark,vol_factor,Allometrie,comment Karin,meandbh,meanGr10,meanSm10Cn,ice_storm_representative
722,2008-12-26 00:00:00,,1899-12-30 12:46:00,1899-12-30 16:50:00,,CSP08,cloudy,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,2,w,19,CSP08_19,1,CSP08_19,Lithocarpus glaber,Lithocarpus glaber,,377194,,377194,,,,,,,,10,,,3,,,,5,~5.00,,,372782,,1.6,25,300,,8,,8,d,10,1,1,,,,,,half is out of plot,,,,,,,no
723,2008-12-26 00:00:00,,1899-12-30 12:46:00,1899-12-30 16:50:00,,CSP08,cloudy,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,2,w,20,CSP08_20,1,CSP08_20,Lithocarpus glaber,Lithocarpus glaber,,363615,,363615,,,,,,,,10,,,5,,,,2.35,,,,371719,,0.6,270,260,,11,,11,d,5,5,2,,,,,,was dead before snowbreak,,,,,,,no
724,2008-12-26 00:00:00,,1899-12-30 12:46:00,1899-12-30 16:50:00,,CSP08,cloudy,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,2,w,21,CSP08_21,1,CSP08_21,Lithocarpus glaber,Lithocarpus glaber,,370703,,370703,,,,,,,,13,,,3,,,,4.2,,,,363894,,0.9,165,0,,8,,8,d,5,1,1,,,,,372789,Origin is 372789 ( base: 23cm; dbh: 21cm; broken at 10.40m),,allo,,,,,no
725,2008-12-26 00:00:00,,1899-12-30 12:46:00,1899-12-30 16:50:00,,CSP08,cloudy,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,2,w,21,CSP08_21,2,CSP08_21,Lithocarpus glaber,Lithocarpus glaber,,,,no tag,,,,,,,,5.3,,,4.2,,,,1.3,,,,no tag,,nn,nn,nn,,9,no,9,d,nn,NA,nn,,,,,,-,,allo,,,,,no
726,2008-12-26 00:00:00,,1899-12-30 12:46:00,1899-12-30 16:50:00,,CSP08,cloudy,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,3,w,21,CSP08_21,3,CSP08_21,Lithocarpus glaber,Lithocarpus glaber,,,,no tag,,,,,,,,4,,,3,,,,1.8,,,,no tag,,nn,nn,nn,,9,no,9,d,nn,NA,nn,,,,,,-,,allo,,,,,no
727,2008-12-26 00:00:00,,1899-12-30 12:46:00,1899-12-30 16:50:00,,CSP08,cloudy,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,3,w,21,CSP08_21,4,CSP08_21,Lithocarpus glaber,Lithocarpus glaber,,,,no tag,,,,,,,,6.3,,,3,,,,1.35,,,,no tag,,nn,nn,nn,,9,no,9,d,nn,NA,nn,,,,,,-,,allo,,,,,no
728,2008-12-26 00:00:00,,1899-12-30 12:46:00,1899-12-30 16:50:00,,CSP08,cloudy,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,3,w,21,CSP08_21,5,CSP08_21,Lithocarpus glaber,Lithocarpus glaber,,,,no tag,,,,,,,,5.5,,,3,,,,1.6,,,,no tag,,nn,nn,nn,,9,no,9,d,nn,NA,nn,,,,,,-,,allo,,,,,no
729,2008-12-26 00:00:00,,1899-12-30 12:46:00,1899-12-30 16:50:00,,CSP08,cloudy,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,3,w,21,CSP08_21,6,CSP08_21,Lithocarpus glaber,Lithocarpus glaber,,,,no tag,,,,,,,,5.5,,,3,,,,2.5,,,,no tag,,nn,nn,nn,,9,no,9,d,nn,NA,nn,,,,,,-,,allo,,,,,no
730,2008-12-26 00:00:00,,1899-12-30 12:46:00,1899-12-30 16:50:00,,CSP08,cloudy,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,3,w,21,CSP08_21,7,CSP08_21,Lithocarpus glaber,Lithocarpus glaber,,,,no tag,,,,,,,,6.3,,,3,,,,2.4,,,,no tag,,nn,nn,nn,,9,no,9,d,nn,NA,nn,,,,,,-,,allo,,,,,no
731,2008-12-26 00:00:00,,1899-12-30 12:46:00,1899-12-30 16:50:00,,CSP08,cloudy,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,3,w,21,CSP08_21,8,CSP08_21,Lithocarpus glaber,Lithocarpus glaber,,,,no tag,,,,,,,,3.8,,,3,,,,0.9,,,,no tag,,nn,nn,nn,,9,no,9,d,nn,NA,nn,,,,,,-,,allo,,,,,no
732,2008-12-26 00:00:00,,1899-12-30 12:46:00,1899-12-30 16:50:00,,CSP08,cloudy,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,3,w,21,CSP08_21,9,CSP08_21,Lithocarpus glaber,Lithocarpus glaber,,,,no tag,,,,,,,,5,,,3,,,,1.5,,,,no tag,,nn,nn,nn,,9,no,9,d,nn,NA,nn,,,,,,-,,allo,,,,,no
733,2008-12-26 00:00:00,,1899-12-30 12:46:00,1899-12-30 16:50:00,,CSP08,cloudy,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,3,w,21,CSP08_21,10,CSP08_21,Lithocarpus glaber,Lithocarpus glaber,,,,no tag,,,,,,,,3.9,,,3,,,,0.9,,,,no tag,,nn,nn,nn,,9,no,9,d,nn,NA,nn,,,,,,-,,allo,,,,,no
734,2008-12-26 00:00:00,,1899-12-30 12:46:00,1899-12-30 16:50:00,,CSP08,cloudy,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,3,w,22,CSP08_22,1,CSP08_22,Lithocarpus glaber,Lithocarpus glaber,,375315,,375315,13,,,,1,,,16,,,10,,,,4.3,,,,372720,,1.4,280,nn,,4,,4,d,0,1,1,,,,,,-,,,,13,1,,yes
735,2008-12-26 00:00:00,,1899-12-30 12:46:00,1899-12-30 16:50:00,,CSP08,cloudy,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,3,w,22,CSP08_22,2,CSP08_22,Lithocarpus glaber,Lithocarpus glaber,,370104,,370104,,,,,,,,10,,,3,,,,5,,,,363894,,0.8,100,350,,8,,8,d,20,1,1,,,,,,-,,,,,,,no
736,2008-12-26 00:00:00,,1899-12-30 12:46:00,1899-12-30 16:50:00,,CSP08,cloudy,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,3,w,23,CSP08_23,1,CSP08_23,Castanopsis sclerophylla,Castanopsis sclerophylla,,377385,,377385,,,,,,,,10,371915,,3,,,,2,,,,371915,true,3.29,316,30,,8,,8,d,5,1,1,,,,,371915,ref is origin,,,,,,,no
737,2008-12-26 00:00:00,,1899-12-30 12:46:00,1899-12-30 16:50:00,,CSP08,cloudy,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,3,w,24,CSP08_24,1,CSP08_24,Castanopsis sclerophylla,Castanopsis sclerophylla,,377273,,377273,,,,,,,,25,,,20,,,,0.5,,,,371915,,0.3,73,nn,,10,,10,d,0,5,3,,,,,,"died 'long' time ago, maybe cut!?",,,,,,,no
738,2008-12-26 00:00:00,,1899-12-30 12:46:00,1899-12-30 16:50:00,,CSP08,cloudy,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,3,c,25,CSP08_25,1,CSP08_25,Elaeocarpus decipiens,Elaeocarpus decipiens,,,,no tag,,,,,,,,5,,,3,,,,2.37,,,,no tag,,nn,nn,nn,,9,,9,d,0,1,1,,,,,371743,origin is 371743,,,,,,,no
739,2008-12-26 00:00:00,,1899-12-30 12:46:00,1899-12-30 16:50:00,,CSP08,cloudy,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,3,c,26,CSP08_26,1,CSP08_26,Albizia kalkora,Albizia kalkora,,,,no tag,,,,,,,,3,,,3,,,,1.3,,,,no tag,,nn,nn,nn,,11,,11,d,0,5,1,,,,,,-,,,,,,,no
740,2008-12-26 00:00:00,,1899-12-30 12:46:00,1899-12-30 16:50:00,,CSP08,cloudy,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,3,c,27,CSP08_27,1,CSP08_27,Pinus massoniana,Pinus massoniana,,363537,,363537,,,,,,,,10,,,10,,,,0.4,,,,371743,,0.6,270,nn,,root,,root,d,100,5,2,,,,,,-,,,,,,,no
741,2008-12-26 00:00:00,,1899-12-30 12:46:00,1899-12-30 16:50:00,,CSP08,cloudy,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,3,c,28,CSP08_28,1,CSP08_28,Lithocarpus glaber,Lithocarpus glaber,,,,no tag,,,,,,,,4.5,,,3,,,,2.3,,,,no tag,,nn,nn,nn,,9,,9,d,20,5,1,,,,,,-,,,,,,,no
742,2008-12-26 00:00:00,,1899-12-30 12:46:00,1899-12-30 16:50:00,,CSP08,cloudy,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,3,c,29,CSP08_29,1,CSP08_29,Castanopsis sclerophylla,Castanopsis sclerophylla,,371858,,371858,11,,,,,,,13,,,10,,,,3,,,,371533,,0.6,90,nn,,4,,4,d,0,5,2,,,,,,-,,,,11,,,no
743,2008-12-26 00:00:00,,1899-12-30 12:46:00,1899-12-30 16:50:00,,CSP08,cloudy,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,3,c,29,CSP08_29,2,CSP08_29,Castanopsis sclerophylla,Castanopsis sclerophylla,,,,not possible,,,,,,,,10,,,8,,,,1.7,,,,371533,,1.2,180,nn,,7,,7,d,100,5,3,,,,,,sample taken,,,,,,,no
744,2008-12-26 00:00:00,,1899-12-30 12:46:00,1899-12-30 16:50:00,,CSP08,cloudy,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,3,c,30,CSP08_30,1,CSP08_30,Lithocarpus glaber,Lithocarpus glaber,,,,no tag,,,,,,,,6,,,3,,,,0.5,,,,no tag,,nn,nn,nn,,9,,9,d,10,5,2,,,,,,-,,,,,,,no
745,2008-12-26 00:00:00,,1899-12-30 12:46:00,1899-12-30 16:50:00,,CSP08,cloudy,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,4,c,31,CSP08_31,1,CSP08_31,Castanopsis fargesii,Castanopsis fargesii,,,,no tag,,,,,,,,4.5,,,3,,,,1.5,,,,no tag,,nn,nn,nn,,9,,9,d,20,5,2,,,,,,-,,,,,,,no
746,2008-12-26 00:00:00,,1899-12-30 12:46:00,1899-12-30 16:50:00,,CSP08,cloudy,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,4,c,32,CSP08_32,1,CSP08_32,Cunninghamia lanceolata,Cunninghamia lanceolata,,370244,,370244,,,,,,,,25,,,25,,,,0.35,,,,372778,,1.4,240,nn,,10,,10,d,0,3,3,,,,,,-,,,,,,,no
747,2008-12-26 00:00:00,,1899-12-30 12:46:00,1899-12-30 16:50:00,,CSP08,cloudy,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,4,c,33,CSP08_33,1,CSP08_33,Lithocarpus glaber,Lithocarpus glaber,,,,no tag,,,,,,,,3.5,,,3,,,,0.5,,,,no tag,,nn,nn,nn,,9,,9,d,100,5,2,,,,,,-,,,,,,,no
748,2008-12-26 00:00:00,,1899-12-30 12:46:00,1899-12-30 16:50:00,,CSP08,cloudy,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,4,c,34,CSP08_34,1,CSP08_34,Schima superba,Schima superba,,,,no tag,,,,,,,,4,,,3,,,,4.83,,,,no tag,,nn,nn,nn,,7,,7,d,10,5,1,,,,,,-,,,,,,,no
749,2008-12-26 00:00:00,,1899-12-30 12:46:00,1899-12-30 16:50:00,,CSP08,cloudy,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,4,c,35,CSP08_35,1,CSP08_35,Lithocarpus glaber,Lithocarpus glaber,,,,no tag,,,,,,,,5,,,3,,,,2,,,,no tag,,nn,nn,nn,,9,,9,d,30,5,2,,,,,,-,,,,,,,no
750,2008-12-26 00:00:00,,1899-12-30 12:46:00,1899-12-30 16:50:00,,CSP08,cloudy,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,4,c,36,CSP08_36,1,CSP08_36,Camellia chekiangoleosa,Camelia chekiang-oleosa,,,,no tag,,,,,,,,4.5,,,3,,,,2,,,,no tag,,nn,nn,nn,,9,,9,d,5,5,1,,,,,,-,,,,,,,no
751,2008-12-26 00:00:00,,1899-12-30 12:46:00,1899-12-30 16:50:00,,CSP08,cloudy,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,4,c,37,CSP08_37,1,CSP08_37,Castanopsis eyrei,Castanopsis eyrei,,,,no tag,3,,,,,,,3.5,,,3,,,,1.3,,,,no tag,,nn,nn,nn,,1,,1,d,0,5,1,,,,,,-,,,,3,,,no
752,2008-12-26 00:00:00,,1899-12-30 12:46:00,1899-12-30 16:50:00,,CSP08,cloudy,Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,4,c,38,CSP08_38,1,CSP08_38,Lithocarpus glaber,Lithocarpus glaber,,,,no tag,,,,,,,,5,,,4.5,,,,2.2,,,,no tag,,nn,nn,nn,,11,,11,d,0,4,3,,,,,,still hanging on liana,,,,,,,no
753,2008-12-30 00:00:00,,1899-12-30 10:15:00,1899-12-30 12:40:00,,CSP09,"cloudy, all wet and muddy",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,1,w,1,CSP09_1,1,CSP09_1,Cunninghamia lanceolata,Cunninghamia lanceolata,,363562,,363562,,,,,,,,15,,,7,,,,0.5,,,,377577,,3.09,328,nn,,10,,10,d,0,3,2,,,,,,-,,,,,,,no
754,2008-12-30 00:00:00,,1899-12-30 10:15:00,1899-12-30 12:40:00,,CSP09,"cloudy, all wet and muddy",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,1,w,2,CSP09_2,1,CSP09_2,Cunninghamia lanceolata,Cunninghamia lanceolata,,375386,,375386,,,,,,,,17,,,14,,,,0.35,,,,377577,,2.68,283,nn,,10,,10,d,0,3,2,,,,,,-,,,,,,,no
755,2008-12-30 00:00:00,,1899-12-30 10:15:00,1899-12-30 12:40:00,,CSP09,"cloudy, all wet and muddy",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,1,w,3,CSP09_3,1,CSP09_3,Cunninghamia lanceolata,Cunninghamia lanceolata,,370042,,370042,,,,,,,,20,,,16,,,,0.25,,,,377577,,2.56,275,nn,,10,,10,d,0,5,3,,,,,,-,,,,,,,no
756,2008-12-30 00:00:00,,1899-12-30 10:15:00,1899-12-30 12:40:00,,CSP09,"cloudy, all wet and muddy",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,1,w,4,CSP09_4,1,CSP09_4,NA,nn,,377354,,377354,,,,,,,,20,,,3,,,,0.5,,,,377577,,4.6,67,30,,10,,10,d,0,5,3,,,,0.1,,"uprooted, 90% loss",0.1,,,,,,no
757,2008-12-30 00:00:00,,1899-12-30 10:15:00,1899-12-30 12:40:00,,CSP09,"cloudy, all wet and muddy",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,1,w,5,CSP09_5,1,CSP09_5,Cunninghamia lanceolata,Cunninghamia lanceolata,,363501,,363501,,,,,,,,10,,,8,,,,0.6,,,,377577,,2.85,106,40,,root,,root,d,100,5,3,,,,,,-,,,,,,,no
758,2008-12-30 00:00:00,,1899-12-30 10:15:00,1899-12-30 12:40:00,,CSP09,"cloudy, all wet and muddy",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,1,w,6,CSP09_6,1,CSP09_6,Cunninghamia lanceolata,Cunninghamia lanceolata,,375421,,375421,,,,,,,,17,,,16,,,,0.15,,,,377577,,5.8,126,nn,,10,,10,d,0,3,3,,,,,,-,,,,,,,no
759,2008-12-30 00:00:00,,1899-12-30 10:15:00,1899-12-30 12:40:00,,CSP09,"cloudy, all wet and muddy",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,1,w,7,CSP09_7,1,CSP09_7,Cunninghamia lanceolata,Cunninghamia lanceolata,,379516,,379516,,,,,,,,21,,,9,,,,0.35,,,,369595,,2.01,332,nn,,10,,10,d,0,3,3,,,,,,-,,,,,,,no
760,2008-12-30 00:00:00,,1899-12-30 10:15:00,1899-12-30 12:40:00,,CSP09,"cloudy, all wet and muddy",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,1,w,8,CSP09_8,1,CSP09_8,Cunninghamia lanceolata,Cunninghamia lanceolata,,370790,,370790,,,,,,,,22,,,9,,,,0.4,,,,369595,,6.62,0,nn,,10,,10,d,0,3,2,,,,,,-,,,,,,,no
761,2008-12-30 00:00:00,,1899-12-30 10:15:00,1899-12-30 12:40:00,,CSP09,"cloudy, all wet and muddy",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,1,w,9,CSP09_9,1,CSP09_9,Cunninghamia lanceolata,Cunninghamia lanceolata,,371039,,371039,,,,,,,,15,,,7,,,,0.3,,,,369595,,4.81,54,nn,,10,,10,d,0,3,3,,,,,,-,,,,,,,no
762,2008-12-30 00:00:00,,1899-12-30 10:15:00,1899-12-30 12:40:00,,CSP09,"cloudy, all wet and muddy",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,1,w,10,CSP09_10,1,CSP09_10,Cunninghamia lanceolata,Cunninghamia lanceolata,,375499,,375499,,,,,,,,36,,,28,,,,0.4,,,,369595,,9.3,41,nn,,10,,10,d,0,5.3,3,,brown mould,,0.5,,brown rot and50% loss,0.5,,,,,,no
763,2008-12-30 00:00:00,,1899-12-30 10:15:00,1899-12-30 12:40:00,,CSP09,"cloudy, all wet and muddy",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,1,w,11,CSP09_11,1,CSP09_11,Cunninghamia lanceolata,Cunninghamia lanceolata,,377400,,377400,,,,,,,,25,,,8,,,,0.4,,,,369595,,3.47,90,nn,,10,,10,d,0,3,3,,,,0.3,,30% loss,0.7,,,,,,no
764,2008-12-30 00:00:00,,1899-12-30 10:15:00,1899-12-30 12:40:00,,CSP09,"cloudy, all wet and muddy",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,1,w,12,CSP09_12,1,CSP09_12,Schima superba,Schima superba,,377186,,377186,,,,,,,,10,,,6,,,,3.05,,,,369595,,5.82,65,nn,,4,,4,d,0,5,2,,,fungi (+),,,Fungi,,,,,,,no
765,2008-12-30 00:00:00,,1899-12-30 10:15:00,1899-12-30 12:40:00,,CSP09,"cloudy, all wet and muddy",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,1,w,13,CSP09_13,1,CSP09_13,Cunninghamia lanceolata,Cunninghamia lanceolata,,377340,,377340,,,,,,,,16,,,11,,,,0.4,,,,369610,,4.88,105,nn,,10,,10,d,0,3,2,,,,,,-,,,,,,,no
766,2008-12-30 00:00:00,,1899-12-30 10:15:00,1899-12-30 12:40:00,,CSP09,"cloudy, all wet and muddy",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,1,w,14,CSP09_14,1,CSP09_14,Cunninghamia lanceolata,Cunninghamia lanceolata,,375440,,375440,,,,,,,,18,,,12,,,,0.3,,,,369654,,2.58,270,nn,,10,,10,d,0,3,2,,,,,,-,,,,,,,no
767,2008-12-30 00:00:00,,1899-12-30 10:15:00,1899-12-30 12:40:00,,CSP09,"cloudy, all wet and muddy",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,1,w,15,CSP09_15,1,CSP09_15,Castanopsis carlesii,Castanopsis carlesii,,363070,,363070,,,,,,,,14,369654,,3,,,,6.43,,,,369654,true,3.26,295,nn,,9,,9,d,0,1,1,,,,,,"Ref is origin, with some smaller side branches",,,,,,,no
768,2008-12-30 00:00:00,,1899-12-30 10:15:00,1899-12-30 12:40:00,,CSP09,"cloudy, all wet and muddy",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,1,w,16,CSP09_16,1,CSP09_16,Cunninghamia lanceolata,Cunninghamia lanceolata,,363978,,363978,,,,,,,,40,,,35,,,,0.5,,,,369654,,3.06,30,nn,,10,,10,d,0,3,2,,,,,,-,,,,,,,no
769,2008-12-30 00:00:00,,1899-12-30 10:15:00,1899-12-30 12:40:00,,CSP09,"cloudy, all wet and muddy",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,1,c,17,CSP09_17,1,CSP09_17,Castanopsis carlesii,Castanopsis carlesii,,,,no tag,,,,,,,,3.5,,,3,,,,3,,,,no tag,,nn,nn,0,,11,,11,d,70,5,3,,,,,,-,,,,,,,no
770,2008-12-30 00:00:00,,1899-12-30 10:15:00,1899-12-30 12:40:00,,CSP09,"cloudy, all wet and muddy",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,1,c,18,CSP09_18,1,CSP09_18,Castanopsis carlesii,Castanopsis carlesii,,,,no tag,,,,,,,,3.8,,,3,,,,1.1,,,,no tag,,nn,nn,90,,11,,11,d,50,5,2,,,,,,-,,,,,,,no
771,2008-12-30 00:00:00,,1899-12-30 10:15:00,1899-12-30 12:40:00,,CSP09,"cloudy, all wet and muddy",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,1,c,19,CSP09_19,1,CSP09_19,Castanopsis carlesii,Castanopsis carlesii,,,,no tag,,,,,,,,5.4,,,3,,,,1.5,,,,no tag,,nn,nn,165,,11,,11,d,70,5,3,,,,,,-,,,,,,,no
772,2008-12-30 00:00:00,,1899-12-30 10:15:00,1899-12-30 12:40:00,,CSP09,"cloudy, all wet and muddy",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,2,c,20,CSP09_20,1,CSP09_20,Machilus thunbergii,Machilus thunbergii,,,,no tag,,,,,,,,4.9,,,3,,,,0.7,,,,no tag,,nn,nn,130,,9,,9,d,0,1,1,,,,,,-,,,,,,,no
773,2008-12-30 00:00:00,,1899-12-30 10:15:00,1899-12-30 12:40:00,,CSP09,"cloudy, all wet and muddy",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,2,c,21,CSP09_21,1,CSP09_21,Castanopsis spec.,Castanopsis spec.,,,,no tag,,,,,,,,4.7,,,3,,,,1.65,,,,no tag,,nn,nn,90,,11,,11,d,50,5,3,,,,,,-,,,,,,,no
774,2008-12-30 00:00:00,,1899-12-30 10:15:00,1899-12-30 12:40:00,,CSP09,"cloudy, all wet and muddy",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,2,c,22,CSP09_22,1,CSP09_22,Schima superba,Schima superba,,,,no tag,,,,,,,,6.8,,,6,,,,0.55,,,,no tag,,nn,nn,90,,11,,11,d,90,5,3,,,,,,-,,,,,,,no
775,2008-12-30 00:00:00,,1899-12-30 10:15:00,1899-12-30 12:40:00,,CSP09,"cloudy, all wet and muddy",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,2,c,23,CSP09_23,1,CSP09_23,Castanopsis spec.,Castanopsis spec.,,,,no tag,,,,,,,,4,,,3,,,,0.7,,,,no tag,,nn,nn,125,,11,,11,d,20,5,2,,,,,,-,,,,,,,no
776,2008-12-30 00:00:00,,1899-12-30 10:15:00,1899-12-30 12:40:00,,CSP09,"cloudy, all wet and muddy",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,2,c,24,CSP09_24,1,CSP09_24,Castanopsis carlesii,Castanopsis carlesii,,,,no tag,,,,,,,,9,,,7,,,,4.7,,,,no tag,,nn,nn,265,,9,,9,d,100,5,2,,,,,,-,,,,,,,no
777,2008-12-30 00:00:00,,1899-12-30 10:15:00,1899-12-30 12:40:00,,CSP09,"cloudy, all wet and muddy",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,2,c,25,CSP09_25,1,CSP09_25,Schima superba,Schima superba,,,,no tag,,,,,,,,8,,,8,,,,0.4,,,,no tag,,nn,nn,265,,11,,11,d,100,5,3,Insects,,,,,insects,,,,,,,no
778,2008-12-30 00:00:00,,1899-12-30 10:15:00,1899-12-30 12:40:00,,CSP09,"cloudy, all wet and muddy",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,2,c,26,CSP09_26,1,CSP09_26,Castanopsis carlesii,Castanopsis carlesii,,,,no tag,,,,,,,,3.7,,,3,,,,1.45,,,,no tag,,nn,nn,240,,11,,11,d,5,1,1,,,,,,-,,,,,,,no
779,2008-12-30 00:00:00,,1899-12-30 10:15:00,1899-12-30 12:40:00,,CSP09,"cloudy, all wet and muddy",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,2,c,27,CSP09_27,1,CSP09_27,Schima superba,Schima superba,,,,no tag,,,,,,,,9,,,9,,,,0.8,,,,no tag,,nn,nn,210,,11,,11,d,40,5,3,,,,,,-,,,,,,,no
780,2008-12-30 00:00:00,,1899-12-30 10:15:00,1899-12-30 12:40:00,,CSP09,"cloudy, all wet and muddy",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,2,c,28,CSP09_28,1,CSP09_28,Castanopsis carlesii,Castanopsis carlesii,,,,no tag,,,,,,,,3.7,,,3,,,,0.5,,,,no tag,,nn,nn,305,,9,,9,d,5,1,1,Insects,,,,,insects,,,,,,,no
781,2008-12-30 00:00:00,,1899-12-30 10:15:00,1899-12-30 12:40:00,,CSP09,"cloudy, all wet and muddy",Anja,Fankhaenel,Tiemo,Kahl,Anja,Fankhaenel,2009-02-02 00:00:00,2,c,29,CSP09_29,1,CSP09_29,Schima superba,Schima superba,,377912,,377912,9,,,,,,,11,,,7.5,,,,4.7,,,,377606,,3.53,147,40,,7+root,,7+root,d,60,5,2,,,fungi (+),,,label on root; fungi,,,,9,,,no
