Samplenr,Seedlingnr,Plot,Record,Date,Planted_Species,Density,Treatment,Dead,Height_P,Height_G,Leaves_Liv,Leaves_Dam,Leaves_Dead,Damage_pro,Biomass_Above,Biomass_Below
116.16.2,116.16,116,2,September_2015,C.fargesii,25,Shadow,0,15.5,15.5,7,7,0,20,,
116.16.3,116.16,116,3,September_2016,C.fargesii,25,Shadow,0,23,,20,19,,5,1.53,0.46
116.17.0,116.17,116,0,July_2015,C.fargesii,25,Shadow,0,15.6,,8,,,,,
116.17.2,116.17,116,2,September_2015,C.fargesii,25,Shadow,0,20.6,20.6,11,11,0,2,,
116.17.1,116.17,116,1,August_2015,C.fargesii,25,Shadow,0,,17.4,16,,,,,
116.17.3,116.17,116,3,September_2016,C.fargesii,25,Shadow,0,67,,41,38,,5,2.2,1.24
116.18.0,116.18,116,0,July_2015,C.fargesii,25,Shadow,0,4.6,,3,,,,,
116.18.2,116.18,116,2,September_2015,C.fargesii,25,Shadow,0,11.7,11.7,8,8,0,1,,
116.18.1,116.18,116,1,August_2015,C.fargesii,25,Shadow,0,,4.1,3,,,,,
116.18.3,116.18,116,3,September_2016,C.fargesii,25,Shadow,0,21,,17,17,,5,1.29,0.39
116.19.0,116.19,116,0,July_2015,C.fargesii,25,Shadow,0,10.2,,5,,,,,
116.19.2,116.19,116,2,September_2015,C.fargesii,25,Shadow,0,12.5,12.5,4,4,0,0.1,,
116.19.1,116.19,116,1,August_2015,C.fargesii,25,Shadow,0,,9.5,6,,,,,
116.19.3,116.19,116,3,September_2016,C.fargesii,25,Shadow,0,16,,5,5,,5,0.54,0.1
116.2.0,116.2,116,0,July_2015,C.fargesii,25,Shadow,0,6.9,,3,,,,,
116.2.2,116.2,116,2,September_2015,C.fargesii,25,Shadow,0,23.4,23.4,8,8,0,3,,
116.2.3,116.2,116,3,September_2016,C.fargesii,25,Shadow,0,40,,30,30,,12,6.04,3.96
116.2.1,116.2,116,1,August_2015,C.fargesii,25,Shadow,0,,6.7,3,,,,,
116.21.0,116.21,116,0,July_2015,C.fargesii,25,Shadow,0,9,,5,,,,,
116.21.2,116.21,116,2,September_2015,C.fargesii,25,Shadow,0,9,9,6,5,0,10,,
116.21.1,116.21,116,1,August_2015,C.fargesii,25,Shadow,0,,8,7,,,,,
116.21.3,116.21,116,3,September_2016,C.fargesii,25,Shadow,0,22,,11,10,,5,0.8,0.19
116.22.0,116.22,116,0,July_2015,C.fargesii,25,Shadow,0,12.5,,5,,,,,
116.22.2,116.22,116,2,September_2015,C.fargesii,25,Shadow,0,12.6,12.6,4,4,0,2,,
116.22.1,116.22,116,1,August_2015,C.fargesii,25,Shadow,0,,10.6,6,,,,,
116.22.3,116.22,116,3,September_2016,C.fargesii,25,Shadow,0,14,,7,7,,10,,
116.23.0,116.23,116,0,July_2015,C.fargesii,25,Shadow,0,10.7,,6,,,,,
116.23.2,116.23,116,2,September_2015,C.fargesii,25,Shadow,0,11.8,11.8,8,8,0,5,,
116.23.1,116.23,116,1,August_2015,C.fargesii,25,Shadow,0,,10.5,8,,,,,
116.23.3,116.23,116,3,September_2016,C.fargesii,25,Shadow,0,30,,20,19,,5,1.41,0.42
116.24.0,116.24,116,0,July_2015,C.fargesii,25,Shadow,0,11,,6,,,,,
116.24.2,116.24,116,2,September_2015,C.fargesii,25,Shadow,0,17.5,17.5,7,7,0,10,,
116.24.3,116.24,116,3,September_2016,C.fargesii,25,Shadow,0,24,,13,13,,5,1.39,0.44
116.24.1,116.24,116,1,August_2015,C.fargesii,25,Shadow,0,,13.2,9,,,,,
116.25.0,116.25,116,0,July_2015,C.fargesii,25,Shadow,0,6.4,,3,,,,,
116.25.2,116.25,116,2,September_2015,C.fargesii,25,Shadow,0,24,24,4,4,0,1,,
116.25.1,116.25,116,1,August_2015,C.fargesii,25,Shadow,0,,8.4,5,,,,,
116.25.3,116.25,116,3,September_2016,C.fargesii,25,Shadow,0,33,,19,19,,8,3.14,1.47
117.01.2,117.01,117,2,September_2015,R.chinensis,4,Light,1,,,,,,,,
117.01.3,117.01,117,3,September_2016,R.chinensis,4,Light,1,,,,,,,,
117.01.1,117.01,117,1,August_2015,R.chinensis,4,Light,1,,,,,,,,
117.01.0,117.01,117,0,July_2015,R.chinensis,4,Light,1,,,,,,,,
117.02.3,117.02,117,3,September_2016,R.chinensis,4,Light,1,,,,,,,,
117.02.0,117.02,117,0,July_2015,R.chinensis,4,Light,1,,,,,,,,
117.02.1,117.02,117,1,August_2015,R.chinensis,4,Light,1,,,,,,,,
117.02.2,117.02,117,2,September_2015,R.chinensis,4,Light,1,,,,,,,,
117.03.3,117.03,117,3,September_2016,R.chinensis,4,Light,1,,,,,,,,
117.03.0,117.03,117,0,July_2015,R.chinensis,4,Light,1,,,,,,,,
117.03.2,117.03,117,2,September_2015,R.chinensis,4,Light,1,,,,,,,,
117.03.1,117.03,117,1,August_2015,R.chinensis,4,Light,1,,,,,,,,
117.04.3,117.04,117,3,September_2016,R.chinensis,4,Light,1,,,,,,,,
117.04.0,117.04,117,0,July_2015,R.chinensis,4,Light,1,,,,,,,,
117.04.1,117.04,117,1,August_2015,R.chinensis,4,Light,1,,,,,,,,
117.04.2,117.04,117,2,September_2015,R.chinensis,4,Light,1,,,,,,,,
118.01.0,118.01,118,0,July_2015,D.glaucifolia,4,Light,0,5.1,,7,,,,,
118.01.2,118.01,118,2,September_2015,D.glaucifolia,4,Light,1,,,,,,,,
118.01.3,118.01,118,3,September_2016,D.glaucifolia,4,Light,1,,,,,,,,
118.01.1,118.01,118,1,August_2015,D.glaucifolia,4,Light,0,,11.9,11,,,,,
118.02.3,118.02,118,3,September_2016,D.glaucifolia,4,Light,0,167,,275,261,,20,134.38,
118.02.0,118.02,118,0,July_2015,D.glaucifolia,4,Light,0,9.6,,6,,,,,
118.02.2,118.02,118,2,September_2015,D.glaucifolia,4,Light,0,23.2,23.2,22,22,0,1,,
118.02.1,118.02,118,1,August_2015,D.glaucifolia,4,Light,0,,15.5,11,,,,,
118.03.3,118.03,118,3,September_2016,D.glaucifolia,4,Light,0,149,,137,132,,10,140.44,31.26
118.03.0,118.03,118,0,July_2015,D.glaucifolia,4,Light,0,6.2,,8,,,,,
118.03.2,118.03,118,2,September_2015,D.glaucifolia,4,Light,0,21.5,21.5,14,14,0,4,,
118.03.1,118.03,118,1,August_2015,D.glaucifolia,4,Light,0,,13.2,9,,,,,
118.04.0,118.04,118,0,July_2015,D.glaucifolia,4,Light,1,,,,,,,,
118.04.3,118.04,118,3,September_2016,D.glaucifolia,4,Light,0,166,,167,165,,12,188.88,59.9
118.04.2,118.04,118,2,September_2015,D.glaucifolia,4,Light,0,17.4,17.4,13,13,0,3,,
118.04.1,118.04,118,1,August_2015,D.glaucifolia,4,Light,1,,,,,,,,
119.01.0,119.01,119,0,July_2015,D.glaucifolia,1,Shadow,0,6.8,,7,,,,,
119.01.2,119.01,119,2,September_2015,D.glaucifolia,1,Shadow,0,18,18,18,18,1,0.1,,
119.01.3,119.01,119,3,September_2016,D.glaucifolia,1,Shadow,0,170,,130,130,,12,70.9,15.86
119.01.1,119.01,119,1,August_2015,D.glaucifolia,1,Shadow,0,,12,11,,,,,
120.01.3,120.01,120,3,September_2016,R.chinensis,1,Shadow,1,,,,,,,,
120.01.0,120.01,120,0,July_2015,R.chinensis,1,Shadow,1,,,,,,,,
120.01.2,120.01,120,2,September_2015,R.chinensis,1,Shadow,1,,,,,,,,
120.01.1,120.01,120,1,August_2015,R.chinensis,1,Shadow,1,,,,,,,,
121.01.3,121.01,121,3,September_2016,R.chinensis,9,Light,1,,,,,,,,
121.01.0,121.01,121,0,July_2015,R.chinensis,9,Light,1,,,,,,,,
121.01.2,121.01,121,2,September_2015,R.chinensis,9,Light,1,,,,,,,,
121.01.1,121.01,121,1,August_2015,R.chinensis,9,Light,1,,,,,,,,
121.02.0,121.02,121,0,July_2015,R.chinensis,9,Light,1,,,,,,,,
121.02.3,121.02,121,3,September_2016,R.chinensis,9,Light,1,,,,,,,,
121.02.2,121.02,121,2,September_2015,R.chinensis,9,Light,1,,,,,,,,
121.02.1,121.02,121,1,August_2015,R.chinensis,9,Light,1,,,,,,,,
121.03.0,121.03,121,0,July_2015,R.chinensis,9,Light,1,,,,,,,,
121.03.2,121.03,121,2,September_2015,R.chinensis,9,Light,1,,,,,,,,
121.03.3,121.03,121,3,September_2016,R.chinensis,9,Light,1,,,,,,,,
121.03.1,121.03,121,1,August_2015,R.chinensis,9,Light,1,,,,,,,,
121.04.0,121.04,121,0,July_2015,R.chinensis,9,Light,1,,,,,,,,
121.04.2,121.04,121,2,September_2015,R.chinensis,9,Light,1,,,,,,,,
121.04.3,121.04,121,3,September_2016,R.chinensis,9,Light,1,,,,,,,,
121.04.1,121.04,121,1,August_2015,R.chinensis,9,Light,1,,,,,,,,
121.05.0,121.05,121,0,July_2015,R.chinensis,9,Light,1,,,,,,,,
121.05.2,121.05,121,2,September_2015,R.chinensis,9,Light,1,,,,,,,,
121.05.1,121.05,121,1,August_2015,R.chinensis,9,Light,1,,,,,,,,
121.05.3,121.05,121,3,September_2016,R.chinensis,9,Light,1,,,,,,,,
121.06.2,121.06,121,2,September_2015,R.chinensis,9,Light,1,,,,,,,,
121.06.3,121.06,121,3,September_2016,R.chinensis,9,Light,1,,,,,,,,
121.06.0,121.06,121,0,July_2015,R.chinensis,9,Light,1,,,,,,,,
121.06.1,121.06,121,1,August_2015,R.chinensis,9,Light,1,,,,,,,,
121.07.0,121.07,121,0,July_2015,R.chinensis,9,Light,1,,,,,,,,
121.07.1,121.07,121,1,August_2015,R.chinensis,9,Light,1,,,,,,,,
121.07.3,121.07,121,3,September_2016,R.chinensis,9,Light,1,,,,,,,,
121.07.2,121.07,121,2,September_2015,R.chinensis,9,Light,1,,,,,,,,
121.08.0,121.08,121,0,July_2015,R.chinensis,9,Light,1,,,,,,,,
121.08.3,121.08,121,3,September_2016,R.chinensis,9,Light,1,,,,,,,,
121.08.2,121.08,121,2,September_2015,R.chinensis,9,Light,1,,,,,,,,
121.08.1,121.08,121,1,August_2015,R.chinensis,9,Light,1,,,,,,,,
121.09.0,121.09,121,0,July_2015,R.chinensis,9,Light,1,,,,,,,,
121.09.3,121.09,121,3,September_2016,R.chinensis,9,Light,1,,,,,,,,
121.09.2,121.09,121,2,September_2015,R.chinensis,9,Light,1,,,,,,,,
121.09.1,121.09,121,1,August_2015,R.chinensis,9,Light,1,,,,,,,,
122.01.0,122.01,122,0,July_2015,C.sclerophylla,9,Light,0,3.3,,4,,,,,
122.01.3,122.01,122,3,September_2016,C.sclerophylla,9,Light,0,16,,10,10,,30,,
122.01.2,122.01,122,2,September_2015,C.sclerophylla,9,Light,0,6,6,9,7,0,5,,
122.01.1,122.01,122,1,August_2015,C.sclerophylla,9,Light,0,,3.6,4,,,,,
122.02.0,122.02,122,0,July_2015,C.sclerophylla,9,Light,0,6.2,,3,,,,,
122.02.2,122.02,122,2,September_2015,C.sclerophylla,9,Light,0,6.3,6.3,5,2,0,0.5,,
122.02.1,122.02,122,1,August_2015,C.sclerophylla,9,Light,0,,7.8,4,,,,,
122.02.3,122.02,122,3,September_2016,C.sclerophylla,9,Light,1,,,,,,,,
122.03.0,122.03,122,0,July_2015,C.sclerophylla,9,Light,0,5.2,,6,,,,,
122.03.2,122.03,122,2,September_2015,C.sclerophylla,9,Light,0,7.5,7.5,6,4,0,0.1,,
122.03.3,122.03,122,3,September_2016,C.sclerophylla,9,Light,0,21.5,,9,8,,15,0.81,0.59
122.03.1,122.03,122,1,August_2015,C.sclerophylla,9,Light,0,,5.5,6,,,,,
122.04.0,122.04,122,0,July_2015,C.sclerophylla,9,Light,0,4.4,,4,,,,,
122.04.2,122.04,122,2,September_2015,C.sclerophylla,9,Light,0,8,8,5,5,0,0.3,,
122.04.3,122.04,122,3,September_2016,C.sclerophylla,9,Light,1,,,,,,,,
122.04.1,122.04,122,1,August_2015,C.sclerophylla,9,Light,0,,5.1,4,,,,,
122.05.0,122.05,122,0,July_2015,C.sclerophylla,9,Light,0,4.5,,5,,,,,
122.05.2,122.05,122,2,September_2015,C.sclerophylla,9,Light,1,,,,,,,,
122.05.3,122.05,122,3,September_2016,C.sclerophylla,9,Light,1,,,,,,,,
122.05.1,122.05,122,1,August_2015,C.sclerophylla,9,Light,1,,,,,,,,
122.06.0,122.06,122,0,July_2015,C.sclerophylla,9,Light,0,2.5,,4,,,,,
122.06.2,122.06,122,2,September_2015,C.sclerophylla,9,Light,0,8,8,5,4,0,0.5,,
122.06.1,122.06,122,1,August_2015,C.sclerophylla,9,Light,0,,2.8,3,,,,,
122.06.3,122.06,122,3,September_2016,C.sclerophylla,9,Light,1,,,,,,,,
122.07.0,122.07,122,0,July_2015,C.sclerophylla,9,Light,0,3,,4,,,,,
122.07.2,122.07,122,2,September_2015,C.sclerophylla,9,Light,0,9,9,7,5,0,20,,
122.07.3,122.07,122,3,September_2016,C.sclerophylla,9,Light,1,,,,,,,,
122.07.1,122.07,122,1,August_2015,C.sclerophylla,9,Light,0,,3.5,4,,,,,
122.08.2,122.08,122,2,September_2015,C.sclerophylla,9,Light,0,10.5,10.5,8,7,0,2,,
122.08.1,122.08,122,1,August_2015,C.sclerophylla,9,Light,0,,3.6,3,,,,,
122.08.0,122.08,122,0,July_2015,C.sclerophylla,9,Light,0,3.6,,3,,,,,
122.08.3,122.08,122,3,September_2016,C.sclerophylla,9,Light,1,,,,,,,,
122.09.0,122.09,122,0,July_2015,C.sclerophylla,9,Light,0,4.1,,5,,,,,
122.09.2,122.09,122,2,September_2015,C.sclerophylla,9,Light,0,5.5,5.5,5,5,0,2,,
122.09.1,122.09,122,1,August_2015,C.sclerophylla,9,Light,0,,3.9,5,,,,,
122.09.3,122.09,122,3,September_2016,C.sclerophylla,9,Light,0,18.5,,9,6,,5,0.68,0.4
123.01.1,123.01,123,1,August_2015,R.chinensis,1,Light,1,,,,,,,,
123.01.3,123.01,123,3,September_2016,R.chinensis,1,Light,1,,,,,,,,
123.01.2,123.01,123,2,September_2015,R.chinensis,1,Light,1,,,,,,,,
123.01.0,123.01,123,0,July_2015,R.chinensis,1,Light,1,,,,,,,,
124.01.1,124.01,124,1,August_2015,C.fargesii,25,Light,0,,4.6,4,,,,,
124.01.2,124.01,124,2,September_2015,C.fargesii,25,Light,0,11.5,11.5,7,4,0,4,,
124.01.0,124.01,124,0,July_2015,C.fargesii,25,Light,0,5.5,,3,,,,,
124.01.3,124.01,124,3,September_2016,C.fargesii,25,Light,0,16.5,,14,10,,15,0.55,0.46
124.02.3,124.02,124,3,September_2016,C.fargesii,25,Light,1,,,,,,,,
124.02.2,124.02,124,2,September_2015,C.fargesii,25,Light,1,,,,,,,,
124.02.0,124.02,124,0,July_2015,C.fargesii,25,Light,0,6.7,,2,,,,,
124.02.1,124.02,124,1,August_2015,C.fargesii,25,Light,1,,,,,,,,
124.03.0,124.03,124,0,July_2015,C.fargesii,25,Light,0,14.9,,1,,,,,
124.03.3,124.03,124,3,September_2016,C.fargesii,25,Light,1,,,,,,,,
124.03.2,124.03,124,2,September_2015,C.fargesii,25,Light,1,,,,,,,,
124.03.1,124.03,124,1,August_2015,C.fargesii,25,Light,1,,,,,,,,
124.04.2,124.04,124,2,September_2015,C.fargesii,25,Light,1,,,,,,,,
124.04.0,124.04,124,0,July_2015,C.fargesii,25,Light,0,8.2,,4,,,,,
124.04.3,124.04,124,3,September_2016,C.fargesii,25,Light,1,,,,,,,,
124.04.1,124.04,124,1,August_2015,C.fargesii,25,Light,0,,4.8,1,,,,,
124.05.2,124.05,124,2,September_2015,C.fargesii,25,Light,0,18.5,18.5,7,7,0,70,,
124.05.0,124.05,124,0,July_2015,C.fargesii,25,Light,0,9.2,,0,,,,,
124.05.3,124.05,124,3,September_2016,C.fargesii,25,Light,1,,,,,,,,
124.05.1,124.05,124,1,August_2015,C.fargesii,25,Light,1,,,,,,,,
124.06.0,124.06,124,0,July_2015,C.fargesii,25,Light,0,6.5,,1,,,,,
124.06.2,124.06,124,2,September_2015,C.fargesii,25,Light,1,,,,,,,,
124.06.3,124.06,124,3,September_2016,C.fargesii,25,Light,1,,,,,,,,
124.06.1,124.06,124,1,August_2015,C.fargesii,25,Light,0,,4.7,2,,,,,
124.07.2,124.07,124,2,September_2015,C.fargesii,25,Light,1,,,,,,,,
124.07.0,124.07,124,0,July_2015,C.fargesii,25,Light,0,12.2,,1,,,,,
124.07.1,124.07,124,1,August_2015,C.fargesii,25,Light,0,,12.6,2,,,,,
124.07.3,124.07,124,3,September_2016,C.fargesii,25,Light,1,,,,,,,,
124.08.2,124.08,124,2,September_2015,C.fargesii,25,Light,0,20.3,20.3,4,4,0,10,,
124.08.0,124.08,124,0,July_2015,C.fargesii,25,Light,0,6.4,,3,,,,,
124.08.3,124.08,124,3,September_2016,C.fargesii,25,Light,0,21,,21,18,,10,,
124.08.1,124.08,124,1,August_2015,C.fargesii,25,Light,0,,6.6,3,,,,,
124.09.2,124.09,124,2,September_2015,C.fargesii,25,Light,0,11,11,4,4,0,10,,
124.09.0,124.09,124,0,July_2015,C.fargesii,25,Light,0,12,,2,,,,,
124.09.3,124.09,124,3,September_2016,C.fargesii,25,Light,0,21,,11,8,,5,0.9,0.61
124.09.1,124.09,124,1,August_2015,C.fargesii,25,Light,0,,11.6,2,,,,,
124.1.0,124.1,124,0,July_2015,C.fargesii,25,Light,0,5.6,,3,,,,,
124.1.2,124.1,124,2,September_2015,C.fargesii,25,Light,1,,,,,,,,
124.1.3,124.1,124,3,September_2016,C.fargesii,25,Light,1,,,,,,,,
124.1.1,124.1,124,1,August_2015,C.fargesii,25,Light,1,,,,,,,,
124.11.2,124.11,124,2,September_2015,C.fargesii,25,Light,1,,,,,,,,
124.11.0,124.11,124,0,July_2015,C.fargesii,25,Light,0,3.1,,0,,,,,
124.11.1,124.11,124,1,August_2015,C.fargesii,25,Light,1,,,,,,,,
124.11.3,124.11,124,3,September_2016,C.fargesii,25,Light,1,,,,,,,,
124.12.2,124.12,124,2,September_2015,C.fargesii,25,Light,0,19.5,19.5,8,6,50,,,
124.12.0,124.12,124,0,July_2015,C.fargesii,25,Light,0,7.8,,6,,,,,
124.12.3,124.12,124,3,September_2016,C.fargesii,25,Light,0,22,,5,5,,8,1.22,1.47
124.12.1,124.12,124,1,August_2015,C.fargesii,25,Light,0,,9,6,,,,,
124.13.1,124.13,124,1,August_2015,C.fargesii,25,Light,1,,,,,,,,
124.13.0,124.13,124,0,July_2015,C.fargesii,25,Light,1,,,,,,,,
124.13.3,124.13,124,3,September_2016,C.fargesii,25,Light,1,,,,,,,,
124.13.2,124.13,124,2,September_2015,C.fargesii,25,Light,1,,,,,,,,
124.14.0,124.14,124,0,July_2015,C.fargesii,25,Light,0,16.5,,4,,,,,
124.14.1,124.14,124,1,August_2015,C.fargesii,25,Light,0,,16.5,4,,,,,
124.14.3,124.14,124,3,September_2016,C.fargesii,25,Light,1,,,,,,,,
124.14.2,124.14,124,2,September_2015,C.fargesii,25,Light,0,14.4,14.4,9,7,65,,,
124.15.1,124.15,124,1,August_2015,C.fargesii,25,Light,0,,3,1,,,,,
124.15.0,124.15,124,0,July_2015,C.fargesii,25,Light,0,7.4,,3,,,,,
124.15.2,124.15,124,2,September_2015,C.fargesii,25,Light,1,,,,,,,,
124.15.3,124.15,124,3,September_2016,C.fargesii,25,Light,1,,,,,,,,
124.16.2,124.16,124,2,September_2015,C.fargesii,25,Light,1,,,,,,,,
124.16.0,124.16,124,0,July_2015,C.fargesii,25,Light,0,6.5,,4,,,,,
124.16.3,124.16,124,3,September_2016,C.fargesii,25,Light,1,,,,,,,,
124.16.1,124.16,124,1,August_2015,C.fargesii,25,Light,1,,,,,,,,
124.17.2,124.17,124,2,September_2015,C.fargesii,25,Light,0,18,18,4,3,20,,,
124.17.0,124.17,124,0,July_2015,C.fargesii,25,Light,0,4.2,,3,,,,,
124.17.3,124.17,124,3,September_2016,C.fargesii,25,Light,1,,,,,,,,
124.17.1,124.17,124,1,August_2015,C.fargesii,25,Light,0,,6.1,3,,,,,
124.18.0,124.18,124,0,July_2015,C.fargesii,25,Light,0,6.1,,1,,,,,
124.18.2,124.18,124,2,September_2015,C.fargesii,25,Light,1,,,,,,,,
124.18.3,124.18,124,3,September_2016,C.fargesii,25,Light,1,,,,,,,,
124.18.1,124.18,124,1,August_2015,C.fargesii,25,Light,0,,6.5,2,,,,,
124.19.2,124.19,124,2,September_2015,C.fargesii,25,Light,0,16.5,16.5,4,2,0.1,,,
124.19.0,124.19,124,0,July_2015,C.fargesii,25,Light,0,6.9,,0,,,,,
124.19.1,124.19,124,1,August_2015,C.fargesii,25,Light,1,,,,,,,,
124.19.3,124.19,124,3,September_2016,C.fargesii,25,Light,1,,,,,,,,
124.2.2,124.2,124,2,September_2015,C.fargesii,25,Light,0,9,9,4,4,50,,,
124.2.0,124.2,124,0,July_2015,C.fargesii,25,Light,0,5.7,,7,,,,,
124.2.3,124.2,124,3,September_2016,C.fargesii,25,Light,1,,,,,,,,
124.2.1,124.2,124,1,August_2015,C.fargesii,25,Light,1,,,,,,,,
124.21.2,124.21,124,2,September_2015,C.fargesii,25,Light,1,,,,,,,,
124.21.0,124.21,124,0,July_2015,C.fargesii,25,Light,0,14,,6,,,,,
124.21.3,124.21,124,3,September_2016,C.fargesii,25,Light,1,,,,,,,,
124.21.1,124.21,124,1,August_2015,C.fargesii,25,Light,0,,14,7,,,,,
124.22.0,124.22,124,0,July_2015,C.fargesii,25,Light,0,9.3,,3,,,,,
124.22.2,124.22,124,2,September_2015,C.fargesii,25,Light,0,11.1,11.1,3,2,40,,,
124.22.3,124.22,124,3,September_2016,C.fargesii,25,Light,1,,,,,,,,
124.22.1,124.22,124,1,August_2015,C.fargesii,25,Light,1,,,,,,,,
124.23.2,124.23,124,2,September_2015,C.fargesii,25,Light,1,,,,,,,,
124.23.0,124.23,124,0,July_2015,C.fargesii,25,Light,0,9.9,,6,,,,,
124.23.1,124.23,124,1,August_2015,C.fargesii,25,Light,1,,,,,,,,
124.23.3,124.23,124,3,September_2016,C.fargesii,25,Light,1,,,,,,,,
124.24.2,124.24,124,2,September_2015,C.fargesii,25,Light,0,8,8,5,4,15,,,
124.24.0,124.24,124,0,July_2015,C.fargesii,25,Light,1,,,,,,,,
124.24.3,124.24,124,3,September_2016,C.fargesii,25,Light,1,,,,,,,,
124.24.1,124.24,124,1,August_2015,C.fargesii,25,Light,1,,,,,,,,
124.25.2,124.25,124,2,September_2015,C.fargesii,25,Light,1,,,,,,,,
124.25.0,124.25,124,0,July_2015,C.fargesii,25,Light,0,6.8,,3,,,,,
124.25.3,124.25,124,3,September_2016,C.fargesii,25,Light,1,,,,,,,,
124.25.1,124.25,124,1,August_2015,C.fargesii,25,Light,0,,7.8,4,,,,,
125.01.2,125.01,125,2,September_2015,C.fargesii,9,Light,1,,,,,,,,
125.01.1,125.01,125,1,August_2015,C.fargesii,9,Light,1,,,,,,,,
125.01.0,125.01,125,0,July_2015,C.fargesii,9,Light,0,9.7,,4,,,,,
125.01.3,125.01,125,3,September_2016,C.fargesii,9,Light,1,,,,,,,,
125.02.1,125.02,125,1,August_2015,C.fargesii,9,Light,0,,20,7,,,,,
125.02.3,125.02,125,3,September_2016,C.fargesii,9,Light,1,,,,,,,,
125.02.2,125.02,125,2,September_2015,C.fargesii,9,Light,1,,,,,,,,
125.02.0,125.02,125,0,July_2015,C.fargesii,9,Light,0,18.6,,1,,,,,
125.03.0,125.03,125,0,July_2015,C.fargesii,9,Light,0,18.4,,3,,,,,
125.03.1,125.03,125,1,August_2015,C.fargesii,9,Light,0,,15.1,5,,,,,
125.03.3,125.03,125,3,September_2016,C.fargesii,9,Light,1,,,,,,,,
125.03.2,125.03,125,2,September_2015,C.fargesii,9,Light,0,17.7,17.7,6,6,0,5,,
125.04.2,125.04,125,2,September_2015,C.fargesii,9,Light,0,14.5,14.5,10,8,0,20,,
125.04.0,125.04,125,0,July_2015,C.fargesii,9,Light,0,12.5,,1,,,,,
125.04.3,125.04,125,3,September_2016,C.fargesii,9,Light,1,,,,,,,,
125.04.1,125.04,125,1,August_2015,C.fargesii,9,Light,1,,,,,,,,
125.05.0,125.05,125,0,July_2015,C.fargesii,9,Light,0,14.3,,5,,,,,
125.05.2,125.05,125,2,September_2015,C.fargesii,9,Light,1,7,,,,,,,
125.05.3,125.05,125,3,September_2016,C.fargesii,9,Light,1,,,,,,,,
125.05.1,125.05,125,1,August_2015,C.fargesii,9,Light,1,,,,,,,,
125.06.2,125.06,125,2,September_2015,C.fargesii,9,Light,1,,,,,,,,
125.06.0,125.06,125,0,July_2015,C.fargesii,9,Light,0,10.5,,4,,,,,
125.06.3,125.06,125,3,September_2016,C.fargesii,9,Light,1,,,,,,,,
125.06.1,125.06,125,1,August_2015,C.fargesii,9,Light,0,,11.2,4,,,,,
125.07.2,125.07,125,2,September_2015,C.fargesii,9,Light,0,19.3,19.3,8,5,0,20,,
125.07.0,125.07,125,0,July_2015,C.fargesii,9,Light,0,14.5,,7,,,,,
125.07.1,125.07,125,1,August_2015,C.fargesii,9,Light,0,,15,4,,,,,
125.07.3,125.07,125,3,September_2016,C.fargesii,9,Light,0,25,,24,22,,8,1.96,1.32
125.08.0,125.08,125,0,July_2015,C.fargesii,9,Light,0,7.9,,1,,,,,
125.08.2,125.08,125,2,September_2015,C.fargesii,9,Light,0,22.5,22.5,17,15,0,5,,
125.08.1,125.08,125,1,August_2015,C.fargesii,9,Light,0,,4.5,0,,,,,
125.08.3,125.08,125,3,September_2016,C.fargesii,9,Light,0,61,,77,76,,8,10.44,4.03
125.09.2,125.09,125,2,September_2015,C.fargesii,9,Light,1,,,,,,,,
125.09.0,125.09,125,0,July_2015,C.fargesii,9,Light,0,9.4,,2,,,,,
125.09.1,125.09,125,1,August_2015,C.fargesii,9,Light,0,,7.1,0,,,,,
125.09.3,125.09,125,3,September_2016,C.fargesii,9,Light,1,,,,,,,,
128.01.2,128.01,128,2,September_2015,D.glaucifolia,9,Shadow,1,,,,,,,,
128.01.0,128.01,128,0,July_2015,D.glaucifolia,9,Shadow,1,,,,,,,,
128.01.1,128.01,128,1,August_2015,D.glaucifolia,9,Shadow,1,,,,,,,,
128.01.3,128.01,128,3,September_2016,D.glaucifolia,9,Shadow,1,,,,,,,,
128.02.2,128.02,128,2,September_2015,D.glaucifolia,9,Shadow,0,28.5,28.5,15,15,0,10,,
128.02.0,128.02,128,0,July_2015,D.glaucifolia,9,Shadow,1,,,,,,,,
128.02.1,128.02,128,1,August_2015,D.glaucifolia,9,Shadow,1,,,,,,,,
128.02.3,128.02,128,3,September_2016,D.glaucifolia,9,Shadow,0,152,,72,65,,10,45.38,10.3
128.03.0,128.03,128,0,July_2015,D.glaucifolia,9,Shadow,1,,,,,,,,
128.03.2,128.03,128,2,September_2015,D.glaucifolia,9,Shadow,0,25,25,13,13,0,1.5,,
128.03.1,128.03,128,1,August_2015,D.glaucifolia,9,Shadow,1,,,,,,,,
128.03.3,128.03,128,3,September_2016,D.glaucifolia,9,Shadow,0,148,,92,90,,15,41.84,9.99
128.04.2,128.04,128,2,September_2015,D.glaucifolia,9,Shadow,0,19,19,24,22,0,2,,
128.04.0,128.04,128,0,July_2015,D.glaucifolia,9,Shadow,0,3.2,,5,,,,,
128.04.1,128.04,128,1,August_2015,D.glaucifolia,9,Shadow,0,,5.6,8,,,,,
128.04.3,128.04,128,3,September_2016,D.glaucifolia,9,Shadow,0,125,,49,47,,8,10.34,3.35
128.05.1,128.05,128,1,August_2015,D.glaucifolia,9,Shadow,0,,5.4,6,,,,,
128.05.0,128.05,128,0,July_2015,D.glaucifolia,9,Shadow,0,3.7,,5,,,,,
