Tree,Plot,NB_trophobioses,Eutrichosiphum.heterotrichum,Eutrichosiphum.tattakanum,Hemiptera_sum,Crematogaster.rogenhoferi,Polyrhachis.dives,Technomyrmex.brunneus,Tetramorium.wroughtonii,Ants_sum,Herbivory,Tree_species
t116290011415,A_P29,0,0,0,0,0,0,0,0,0,2.380952381,Nyssa sinensis
t116300010607,A_P30,0,0,0,0,0,0,0,0,0,12.61904762,Schima superba
t116300010608,A_P30,0,0,0,0,0,0,0,0,0,11.30952381,Cyclobalanopsis myrsinifolia
t116300010613,A_P30,0,0,0,0,0,0,0,0,0,8.571428571,Schima superba
t116300010707,A_P30,0,0,0,0,0,0,0,0,0,4.642857143,Schima superba
t116300010708,A_P30,1,0,50,50,0,0,0,0,2,20.11904762,Castanopsis sclerophylla
t116300010709,A_P30,0,0,0,0,0,0,0,0,0,7.142857143,Cyclobalanopsis myrsinifolia
t116300010713,A_P30,0,0,0,0,0,0,0,0,0,9.928571429,Schima superba
t116300010810,A_P30,0,0,0,0,0,0,0,0,0,10.5952381,Cyclobalanopsis myrsinifolia
t116300010811,A_P30,2,0,0,40,2,3,0,0,5,11.07142857,Castanopsis sclerophylla
t116300010813,A_P30,0,0,0,0,0,0,0,0,0,6.785714286,Lithocarpus glaber
t116300010909,A_P30,0,0,0,0,0,0,0,0,0,12.61904762,Lithocarpus glaber
t116300010911,A_P30,0,0,0,0,0,0,0,0,0,7.261904762,Castanopsis sclerophylla
t116300011010,A_P30,0,0,0,0,0,0,0,0,0,11.07142857,Castanopsis sclerophylla
t116300011011,A_P30,0,0,0,0,0,0,0,0,0,8.928571429,Castanopsis sclerophylla
t116300011111,A_P30,0,0,0,0,0,0,0,0,0,4.880952381,Schima superba
t116300011113,A_P30,0,0,0,0,0,0,0,0,0,5.535714286,Lithocarpus glaber
t116300011114,A_P30,0,0,0,0,0,0,0,0,0,3.69047619,Schima superba
t116300011210,A_P30,1,0,0,60,0,0,0,0,5,4.166666667,Schima superba
t116300011211,A_P30,0,0,0,0,0,0,0,0,0,4.880952381,Lithocarpus glaber
t116300011213,A_P30,0,0,0,0,0,0,0,0,0,31.19047619,Lithocarpus glaber
t116300011308,A_P30,0,0,0,0,0,0,0,0,0,15.71428571,Castanopsis sclerophylla
t116300011309,A_P30,0,0,0,0,0,0,0,0,0,5.119047619,Schima superba
t116300011310,A_P30,2,0,0,80,0,0,0,0,4,4.880952381,Schima superba
t116300011313,A_P30,0,0,0,0,0,0,0,0,0,18.80952381,Castanopsis sclerophylla
t116300011314,A_P30,0,0,0,0,0,0,0,0,0,4.761904762,Castanopsis sclerophylla
t116300011409,A_P30,0,0,0,0,0,0,0,0,0,12.85714286,Schima superba
t116300011410,A_P30,0,0,0,0,0,0,0,0,0,9.305555556,Castanopsis sclerophylla
t116300011411,A_P30,0,0,0,0,0,0,0,0,0,20.5952381,Castanopsis sclerophylla
t116300011414,A_P30,0,0,0,0,0,0,0,0,0,19.64285714,Castanopsis sclerophylla
t117070010707,A_Q7,1,80,0,80,0,0,0,30,30,16.54761905,Lithocarpus glaber
t117070010708,A_Q7,0,0,0,0,0,0,0,0,0,9.523809524,Lithocarpus glaber
t117070010709,A_Q7,3,410,0,410,0,0,0,100,100,9.880952381,Lithocarpus glaber
t117070010710,A_Q7,1,30,0,30,0,0,0,15,15,18.57142857,Lithocarpus glaber
t117070010711,A_Q7,0,0,0,0,0,0,0,0,0,4.761904762,Koelreuteria bipinnata
t117070010809,A_Q7,0,0,0,0,0,0,0,0,0,2.5,Koelreuteria bipinnata
t117070010810,A_Q7,0,0,0,0,0,0,0,0,0,12.14285714,Lithocarpus glaber
t117070010908,A_Q7,0,0,0,0,0,0,0,0,0,10.5952381,Lithocarpus glaber
t117070010909,A_Q7,2,150,0,150,0,0,0,50,50,23.57142857,Lithocarpus glaber
t117070010912,A_Q7,1,30,0,30,0,0,0,20,20,14.64285714,Lithocarpus glaber
t117070011009,A_Q7,1,10,0,10,0,0,0,15,15,13.92857143,Lithocarpus glaber
t117070011012,A_Q7,0,0,0,0,0,0,0,0,0,2.261904762,Lithocarpus glaber
t117070011108,A_Q7,0,0,0,0,0,0,0,0,0,3.452380952,Koelreuteria bipinnata
t117070011207,A_Q7,0,0,0,0,0,0,0,0,0,0.476190476,Koelreuteria bipinnata
t117070011208,A_Q7,0,0,0,0,0,0,0,0,0,7.976190476,Koelreuteria bipinnata
t117070011209,A_Q7,0,0,0,0,0,0,0,0,0,4.166666667,Lithocarpus glaber
t117070011211,A_Q7,1,0,0,1,0,0,0,0,1,13.80952381,Lithocarpus glaber
t117080010205,A_Q8,0,0,0,0,0,0,0,0,0,15.23809524,Choerospondias axillaris
t117080010206,A_Q8,0,0,0,0,0,0,0,0,0,8.625,Lithocarpus glaber
t117080010208,A_Q8,0,0,0,0,0,0,0,0,0,10.71428571,Quercus serrata
t117080010211,A_Q8,0,0,0,0,0,0,0,0,0,15,Choerospondias axillaris
t117080010212,A_Q8,0,0,0,0,0,0,0,0,0,9.642857143,Quercus serrata
t117080010214,A_Q8,0,0,0,0,0,0,0,0,0,16.54761905,Choerospondias axillaris
t117080010305,A_Q8,0,0,0,0,0,0,0,0,0,12.26190476,Liquidambar formosana
t117080010306,A_Q8,0,0,0,0,0,0,0,0,0,12.02380952,Lithocarpus glaber
t117080010307,A_Q8,0,0,0,0,0,0,0,0,0,12.02380952,Choerospondias axillaris
t117080010309,A_Q8,0,0,0,0,0,0,0,0,0,4.880952381,Lithocarpus glaber
t117080010310,A_Q8,0,0,0,0,0,0,0,0,0,6.428571429,Schima superba
t117080010313,A_Q8,0,0,0,0,0,0,0,0,0,7.142857143,Schima superba
t117080010314,A_Q8,0,0,0,0,0,0,0,0,0,17.02380952,Choerospondias axillaris
t117080010403,A_Q8,0,0,0,0,0,0,0,0,0,5.714285714,Schima superba
t117080010404,A_Q8,0,0,0,0,0,0,0,0,0,2.738095238,Quercus serrata
t117080010405,A_Q8,0,0,0,0,0,0,0,0,0,10.35714286,Castanopsis sclerophylla
t117080010407,A_Q8,0,0,0,0,0,0,0,0,0,12.73809524,Quercus serrata
t117080010411,A_Q8,1,0,0,8,0,0,0,15,15,12.85714286,Quercus serrata
t117080010412,A_Q8,0,0,0,0,0,0,0,0,0,27.97619048,Quercus serrata
t117080010414,A_Q8,2,0,0,160,0,0,0,20,28,4.285714286,Schima superba
t117080010504,A_Q8,0,0,0,0,0,0,0,0,0,11.19047619,Lithocarpus glaber
t117080010505,A_Q8,0,0,0,0,0,0,0,0,0,11.66666667,Quercus serrata
t117080010506,A_Q8,0,0,0,0,0,0,0,0,0,6.547619048,Daphniphyllum oldhamii
t117080010509,A_Q8,0,0,0,0,0,0,0,0,0,7.380952381,Schima superba
t117080010511,A_Q8,2,0,0,20,0,0,0,0,18,7.023809524,Schima superba
t117080010513,A_Q8,0,0,0,0,0,0,0,0,0,22.14285714,Quercus serrata
t117080010514,A_Q8,0,0,0,0,0,0,0,0,0,28.92857143,Choerospondias axillaris
t117080010603,A_Q8,0,0,0,0,0,0,0,0,0,2.738095238,Choerospondias axillaris
t117080010605,A_Q8,0,0,0,0,0,0,0,0,0,4.880952381,Liquidambar formosana
t117080010611,A_Q8,1,400,0,400,0,0,0,30,30,15.5952381,Lithocarpus glaber
t117080010614,A_Q8,1,0,0,15,0,0,0,0,9,7.142857143,Schima superba
t117080010703,A_Q8,0,0,0,0,0,0,0,0,0,6.071428571,Choerospondias axillaris
t117080010709,A_Q8,1,0,0,1,0,0,0,3,3,14.04761905,Quercus serrata
t117080010710,A_Q8,0,0,0,0,0,0,0,0,0,18.80952381,Liquidambar formosana
t117080010713,A_Q8,0,0,0,0,0,0,0,0,0,3.095238095,Schima superba
t117080010804,A_Q8,0,0,0,0,0,0,0,0,0,13.92857143,Quercus serrata
t117080010805,A_Q8,0,0,0,0,0,0,0,0,0,20.71428571,Liquidambar formosana
t117080010806,A_Q8,2,70,0,70,0,0,0,39,39,16.19047619,Lithocarpus glaber
t117080010807,A_Q8,1,10,0,10,0,0,0,15,15,14.4047619,Lithocarpus glaber
t117080010809,A_Q8,0,0,0,0,0,0,0,0,0,33.80952381,Choerospondias axillaris
t117080010811,A_Q8,0,0,0,0,0,0,0,0,0,26.78571429,Choerospondias axillaris
t117080010812,A_Q8,0,0,0,0,0,0,0,0,0,15,Schima superba
t117080010813,A_Q8,0,0,0,0,0,0,0,0,0,21.19047619,Liquidambar formosana
t117080010909,A_Q8,0,0,0,0,0,0,0,0,0,20.47619048,Liquidambar formosana
t117080010912,A_Q8,0,0,0,0,0,0,0,0,0,14.04761905,Liquidambar formosana
t117080010914,A_Q8,0,0,0,0,0,0,0,0,0,22.5,Liquidambar formosana
t117080011003,A_Q8,0,0,0,0,0,0,0,0,0,7.5,Quercus serrata
t117080011004,A_Q8,0,0,0,0,0,0,0,0,0,5.476190476,Schima superba
t117080011005,A_Q8,0,0,0,0,0,0,0,0,0,3.333333333,Lithocarpus glaber
t117080011006,A_Q8,0,0,0,0,0,0,0,0,0,3.095238095,Schima superba
t117080011009,A_Q8,0,0,0,0,0,0,0,0,0,4.047619048,Liquidambar formosana
t117080011010,A_Q8,0,0,0,0,0,0,0,0,0,4.523809524,Liquidambar formosana
t117080011011,A_Q8,0,0,0,0,0,0,0,0,0,9.642857143,Diospyros japonica
t117080011013,A_Q8,0,0,0,0,0,0,0,0,0,7.619047619,Liquidambar formosana
t117080011014,A_Q8,0,0,0,0,0,0,0,0,0,11.9047619,Quercus serrata
t117080011103,A_Q8,0,0,0,0,0,0,0,0,0,8.214285714,Liquidambar formosana
t117080011104,A_Q8,0,0,0,0,0,0,0,0,0,12.26190476,Choerospondias axillaris
t117080011108,A_Q8,1,5,0,5,0,0,0,10,10,16.66666667,Lithocarpus glaber
t117080011110,A_Q8,0,0,0,0,0,0,0,0,0,13.45238095,Quercus serrata
t117080011111,A_Q8,0,0,0,0,0,0,0,0,0,6.428571429,Schima superba
t117080011113,A_Q8,0,0,0,0,0,0,0,0,0,10.23809524,Liquidambar formosana
t117080011114,A_Q8,1,5,0,5,0,0,0,8,8,8.80952381,Lithocarpus glaber
t117080011203,A_Q8,0,0,0,0,0,0,0,0,0,6.071428571,Schima superba
t117080011206,A_Q8,0,0,0,0,0,0,0,0,0,10,Quercus serrata
t117080011207,A_Q8,0,0,0,0,0,0,0,0,0,18.57142857,Liquidambar formosana
t117080011208,A_Q8,0,0,0,0,0,0,0,0,0,23.45238095,Choerospondias axillaris
t117080011209,A_Q8,0,0,0,0,0,0,0,0,0,13.69047619,Choerospondias axillaris
t117080011210,A_Q8,0,0,0,0,0,0,0,0,0,9.761904762,Schima superba
t117080011211,A_Q8,1,0,0,1,0,0,0,0,1,4.761904762,Liquidambar formosana
t117080011305,A_Q8,0,0,0,0,0,0,0,0,0,20.5952381,Choerospondias axillaris
t117080011307,A_Q8,0,0,0,0,0,0,0,0,0,11.19047619,Liquidambar formosana
t117080011311,A_Q8,0,0,0,0,0,0,0,0,0,17.61904762,Choerospondias axillaris
t117080011314,A_Q8,0,0,0,0,0,0,0,0,0,11.30952381,Liquidambar formosana
t117090010709,A_Q9,0,0,0,0,0,0,0,0,0,23.80952381,Cyclobalanopsis myrsinifolia
t117090010812,A_Q9,0,0,0,0,0,0,0,0,0,5.595238095,Cyclobalanopsis myrsinifolia
t117090010908,A_Q9,0,0,0,0,0,0,0,0,0,10,Cyclobalanopsis myrsinifolia
t117090011008,A_Q9,0,0,0,0,0,0,0,0,0,14.52380952,Cyclobalanopsis myrsinifolia
t117090011011,A_Q9,0,0,0,0,0,0,0,0,0,9.642857143,Cyclobalanopsis myrsinifolia
t117090011012,A_Q9,0,0,0,0,0,0,0,0,0,4.880952381,Castanopsis fargesii
t117090011110,A_Q9,0,0,0,0,0,0,0,0,0,10.11904762,Cyclobalanopsis myrsinifolia
t117090011112,A_Q9,0,0,0,0,0,0,0,0,0,11.66666667,Cyclobalanopsis myrsinifolia
t117090011208,A_Q9,0,0,0,0,0,0,0,0,0,12.02380952,Cyclobalanopsis myrsinifolia
t117090011211,A_Q9,0,0,0,0,0,0,0,0,0,1.875,Cyclobalanopsis myrsinifolia
t117130010707,A_Q13,0,0,0,0,0,0,0,0,0,16.07142857,Koelreuteria bipinnata
t117130010708,A_Q13,0,0,0,0,0,0,0,0,0,17.14285714,Koelreuteria bipinnata
t117130010709,A_Q13,0,0,0,0,0,0,0,0,0,13.125,Koelreuteria bipinnata
t117130010710,A_Q13,0,0,0,0,0,0,0,0,0,1.785714286,Koelreuteria bipinnata
t117130010711,A_Q13,0,0,0,0,0,0,0,0,0,4.880952381,Koelreuteria bipinnata
t117130010809,A_Q13,0,0,0,0,0,0,0,0,0,3.095238095,Koelreuteria bipinnata
t117130010810,A_Q13,0,0,0,0,0,0,0,0,0,4.285714286,Koelreuteria bipinnata
t117130010811,A_Q13,0,0,0,0,0,0,0,0,0,7.142857143,Koelreuteria bipinnata
t117130010812,A_Q13,0,0,0,0,0,0,0,0,0,9.761904762,Koelreuteria bipinnata
t117130010908,A_Q13,0,0,0,0,0,0,0,0,0,2.142857143,Koelreuteria bipinnata
t117130010909,A_Q13,0,0,0,0,0,0,0,0,0,8.928571429,Koelreuteria bipinnata
t117130010910,A_Q13,0,0,0,0,0,0,0,0,0,17.85714286,Koelreuteria bipinnata
t117130010911,A_Q13,0,0,0,0,0,0,0,0,0,8.80952381,Koelreuteria bipinnata
t117130010912,A_Q13,0,0,0,0,0,0,0,0,0,0.833333333,Koelreuteria bipinnata
t117130011010,A_Q13,0,0,0,0,0,0,0,0,0,3.80952381,Koelreuteria bipinnata
t117130011011,A_Q13,0,0,0,0,0,0,0,0,0,5,Koelreuteria bipinnata
t117130011012,A_Q13,0,0,0,0,0,0,0,0,0,4.404761905,Koelreuteria bipinnata
t117130011108,A_Q13,0,0,0,0,0,0,0,0,0,2.738095238,Koelreuteria bipinnata
t117130011109,A_Q13,0,0,0,0,0,0,0,0,0,0,Koelreuteria bipinnata
t117130011111,A_Q13,0,0,0,0,0,0,0,0,0,13.57142857,Koelreuteria bipinnata
t117130011111,A_Q13,0,0,0,0,0,0,0,0,0,5.714285714,Koelreuteria bipinnata
t117130011207,A_Q13,0,0,0,0,0,0,0,0,0,0.833333333,Koelreuteria bipinnata
t117130011208,A_Q13,0,0,0,0,0,0,0,0,0,2.380952381,Koelreuteria bipinnata
t117130011209,A_Q13,0,0,0,0,0,0,0,0,0,2.5,Koelreuteria bipinnata
t117130011211,A_Q13,0,0,0,0,0,0,0,0,0,9.404761905,Koelreuteria bipinnata
t117160010608,A_Q16,0,0,0,0,0,0,0,0,0,16.9047619,Quercus fabri
t117160010610,A_Q16,0,0,0,0,0,0,0,0,0,8.452380952,Quercus fabri
t117160010611,A_Q16,0,0,0,0,0,0,0,0,0,10.11904762,Quercus fabri
t117160010612,A_Q16,0,0,0,0,0,0,0,0,0,23.45238095,Quercus fabri
t117160010613,A_Q16,0,0,0,0,0,0,0,0,0,11.78571429,Quercus fabri
t117160010709,A_Q16,0,0,0,0,0,0,0,0,0,14.52380952,Quercus fabri
t117160010710,A_Q16,0,0,0,0,0,0,0,0,0,17.02380952,Quercus fabri
t117160010711,A_Q16,0,0,0,0,0,0,0,0,0,14.16666667,Quercus fabri
t117160010712,A_Q16,0,0,0,0,0,0,0,0,0,17.26190476,Quercus fabri
t117160010713,A_Q16,0,0,0,0,0,0,0,0,0,8.452380952,Quercus fabri
t117160010809,A_Q16,0,0,0,0,0,0,0,0,0,14.52380952,Quercus fabri
t117160010810,A_Q16,0,0,0,0,0,0,0,0,0,15.71428571,Quercus fabri
t117160010811,A_Q16,0,0,0,0,0,0,0,0,0,11.9047619,Quercus fabri
t117160010812,A_Q16,0,0,0,0,0,0,0,0,0,18.0952381,Quercus fabri
t117160010910,A_Q16,0,0,0,0,0,0,0,0,0,10.23809524,Quercus fabri
t117160010911,A_Q16,0,0,0,0,0,0,0,0,0,11.66666667,Quercus fabri
t117160010912,A_Q16,0,0,0,0,0,0,0,0,0,17.26190476,Quercus fabri
t117160011008,A_Q16,0,0,0,0,0,0,0,0,0,18.69047619,Quercus fabri
t117160011009,A_Q16,0,0,0,0,0,0,0,0,0,12.97619048,Quercus fabri
t117160011010,A_Q16,0,0,0,0,0,0,0,0,0,13.33333333,Quercus fabri
t117160011011,A_Q16,0,0,0,0,0,0,0,0,0,15.23809524,Quercus fabri
t117160011012,A_Q16,0,0,0,0,0,0,0,0,0,11.78571429,Quercus fabri
t117160011013,A_Q16,0,0,0,0,0,0,0,0,0,5.952380952,Quercus fabri
t117160011108,A_Q16,0,0,0,0,0,0,0,0,0,16.19047619,Quercus fabri
t117160011109,A_Q16,0,0,0,0,0,0,0,0,0,10.83333333,Quercus fabri
t117160011110,A_Q16,0,0,0,0,0,0,0,0,0,13.57142857,Quercus fabri
t117160011111,A_Q16,0,0,0,0,0,0,0,0,0,9.523809524,Quercus fabri
t117160011112,A_Q16,0,0,0,0,0,0,0,0,0,14.64285714,Quercus fabri
t117160011113,A_Q16,0,0,0,0,0,0,0,0,0,10.23809524,Quercus fabri
t117210010707,A_Q21,0,0,0,0,0,0,0,0,0,4.166666667,Cyclobalanopsis glauca
t117210010708,A_Q21,0,0,0,0,0,0,0,0,0,10,Quercus fabri
t117210010710,A_Q21,0,0,0,0,0,0,0,0,0,7.023809524,Quercus fabri
t117210010711,A_Q21,0,0,0,0,0,0,0,0,0,4.285714286,Quercus fabri
t117210010712,A_Q21,1,0,0,10,0,0,0,0,1,17.61904762,Quercus fabri
t117210010807,A_Q21,0,0,0,0,0,0,0,0,0,8.80952381,Cyclobalanopsis glauca
t117210010808,A_Q21,0,0,0,0,0,0,0,0,0,3.928571429,Cyclobalanopsis glauca
t117210010812,A_Q21,0,0,0,0,0,0,0,0,0,16.66666667,Quercus fabri
t117210010907,A_Q21,0,0,0,0,0,0,0,0,0,7.5,Quercus fabri
t117210010908,A_Q21,0,0,0,0,0,0,0,0,0,8.214285714,Quercus fabri
t117210010910,A_Q21,0,0,0,0,0,0,0,0,0,9.047619048,Cyclobalanopsis glauca
t117210010911,A_Q21,0,0,0,0,0,0,0,0,0,12.38095238,Quercus fabri
t117210011007,A_Q21,0,0,0,0,0,0,0,0,0,5.238095238,Cyclobalanopsis glauca
t117210011009,A_Q21,0,0,0,0,0,0,0,0,0,5.357142857,Cyclobalanopsis glauca
t117210011012,A_Q21,0,0,0,0,0,0,0,0,0,9.642857143,Cyclobalanopsis glauca
t117210011107,A_Q21,0,0,0,0,0,0,0,0,0,4.404761905,Cyclobalanopsis glauca
t117210011109,A_Q21,0,0,0,0,0,0,0,0,0,11,Cyclobalanopsis glauca
t117210011110,A_Q21,0,0,0,0,0,0,0,0,0,8.80952381,Quercus fabri
t117210011111,A_Q21,0,0,0,0,0,0,0,0,0,8.928571429,Quercus fabri
t117210011207,A_Q21,0,0,0,0,0,0,0,0,0,3.571428571,Cyclobalanopsis glauca
t117210011208,A_Q21,0,0,0,0,0,0,0,0,0,14.76190476,Quercus fabri
t117210011211,A_Q21,0,0,0,0,0,0,0,0,0,8.095238095,Quercus fabri
t117210011212,A_Q21,0,0,0,0,0,0,0,0,0,18.33333333,Quercus fabri
t117250010707,A_Q25,0,0,0,0,0,0,0,0,0,2.5,Cinnamomum camphora
t117250010708,A_Q25,0,0,0,0,0,0,0,0,0,6.071428571,Cinnamomum camphora
t117250010709,A_Q25,0,0,0,0,0,0,0,0,0,6.071428571,Cinnamomum camphora
t117250010710,A_Q25,0,0,0,0,0,0,0,0,0,5.833333333,Cinnamomum camphora
t117250010712,A_Q25,0,0,0,0,0,0,0,0,0,5.833333333,Cinnamomum camphora
t117250010807,A_Q25,0,0,0,0,0,0,0,0,0,10.5952381,Cinnamomum camphora
t117250010809,A_Q25,0,0,0,0,0,0,0,0,0,3.69047619,Cinnamomum camphora
t117250010810,A_Q25,0,0,0,0,0,0,0,0,0,8.333333333,Cinnamomum camphora
t117250010811,A_Q25,0,0,0,0,0,0,0,0,0,7.857142857,Cinnamomum camphora
t117250010812,A_Q25,0,0,0,0,0,0,0,0,0,8.80952381,Cinnamomum camphora
t117250010907,A_Q25,0,0,0,0,0,0,0,0,0,4.880952381,Cinnamomum camphora
t117250010908,A_Q25,0,0,0,0,0,0,0,0,0,4.880952381,Cinnamomum camphora
t117250010909,A_Q25,0,0,0,0,0,0,0,0,0,9.642857143,Cinnamomum camphora
t117250010910,A_Q25,0,0,0,0,0,0,0,0,0,4.285714286,Cinnamomum camphora
t117250010911,A_Q25,0,0,0,0,0,0,0,0,0,7.261904762,Cinnamomum camphora
t117250011007,A_Q25,0,0,0,0,0,0,0,0,0,3.69047619,Cinnamomum camphora
t117250011008,A_Q25,0,0,0,0,0,0,0,0,0,3.333333333,Cinnamomum camphora
t117250011009,A_Q25,0,0,0,0,0,0,0,0,0,3.80952381,Cinnamomum camphora
t117250011010,A_Q25,0,0,0,0,0,0,0,0,0,3.69047619,Cinnamomum camphora
t117250011011,A_Q25,0,0,0,0,0,0,0,0,0,2.976190476,Cinnamomum camphora
t117250011012,A_Q25,0,0,0,0,0,0,0,0,0,0.952380952,Cinnamomum camphora
t117250011107,A_Q25,0,0,0,0,0,0,0,0,0,1.547619048,Cinnamomum camphora
t117250011108,A_Q25,0,0,0,0,0,0,0,0,0,1.19047619,Cinnamomum camphora
t117250011109,A_Q25,0,0,0,0,0,0,0,0,0,1.547619048,Cinnamomum camphora
t117250011110,A_Q25,0,0,0,0,0,0,0,0,0,12.04545455,Cinnamomum camphora
t117250011111,A_Q25,0,0,0,0,0,0,0,0,0,1.904761905,Cinnamomum camphora
t117250011112,A_Q25,0,0,0,0,0,0,0,0,0,4.523809524,Cinnamomum camphora
t117250011207,A_Q25,0,0,0,0,0,0,0,0,0,1.904761905,Cinnamomum camphora
t117250011208,A_Q25,0,0,0,0,0,0,0,0,0,0.238095238,Cinnamomum camphora
t117250011209,A_Q25,0,0,0,0,0,0,0,0,0,2.619047619,Cinnamomum camphora
t117250011210,A_Q25,0,0,0,0,0,0,0,0,0,6.19047619,Cinnamomum camphora
t117250011212,A_Q25,0,0,0,0,0,0,0,0,0,5.238095238,Cinnamomum camphora
t118070010509,A_R7,0,0,0,0,0,0,0,0,0,21.78571429,Lithocarpus glaber
t118070010607,A_R7,0,0,0,0,0,0,0,0,0,5.119047619,Cyclobalanopsis glauca
t118070010608,A_R7,0,0,0,0,0,0,0,0,0,18.21428571,Cyclobalanopsis glauca
t118070010707,A_R7,0,0,0,0,0,0,0,0,0,4.285714286,Lithocarpus glaber
t118070010708,A_R7,1,3,0,3,0,0,0,2,2,5.357142857,Lithocarpus glaber
t118070010710,A_R7,0,0,0,0,0,0,0,0,0,28.69047619,Lithocarpus glaber
t118070010806,A_R7,0,0,0,0,0,0,0,0,0,2.619047619,Cyclobalanopsis myrsinifolia
t118070010807,A_R7,0,0,0,0,0,0,0,0,0,7.142857143,Cyclobalanopsis glauca
t118070010808,A_R7,2,30,0,30,0,0,0,17,17,7.976190476,Lithocarpus glaber
t118070010814,A_R7,0,0,0,0,0,0,0,0,0,8.214285714,Cyclobalanopsis glauca
t118070010907,A_R7,1,0,0,5,0,0,0,8,8,8.095238095,Cyclobalanopsis myrsinifolia
t118070010908,A_R7,0,0,0,0,0,0,0,0,0,8.928571429,Cyclobalanopsis glauca
t118070010911,A_R7,0,0,0,0,0,0,0,0,0,14.76190476,Cyclobalanopsis glauca
t118070010913,A_R7,0,0,0,0,0,0,0,0,0,13.80952381,Lithocarpus glaber
t118070011007,A_R7,0,0,0,0,0,0,0,0,0,9.375,Cyclobalanopsis glauca
t118070011008,A_R7,0,0,0,0,0,0,0,0,0,12.97619048,Cyclobalanopsis glauca
t118070011014,A_R7,0,0,0,0,0,0,0,0,0,24.5,Cyclobalanopsis glauca
t118070011106,A_R7,0,0,0,0,0,0,0,0,0,13.0952381,Cyclobalanopsis glauca
t118070011107,A_R7,0,0,0,0,0,0,0,0,0,10.35714286,Lithocarpus glaber
t118070011109,A_R7,0,0,0,0,0,0,0,0,0,25,Lithocarpus glaber
t118070011111,A_R7,0,0,0,0,0,0,0,0,0,32.14285714,Cyclobalanopsis glauca
t118070011112,A_R7,0,0,0,0,0,0,0,0,0,13.45238095,Cyclobalanopsis glauca
t118070011207,A_R7,0,0,0,0,0,0,0,0,0,10.11904762,Lithocarpus glaber
t118070011208,A_R7,0,0,0,0,0,0,0,0,0,15.47619048,Cyclobalanopsis glauca
t118070011209,A_R7,0,0,0,0,0,0,0,0,0,7.619047619,Cyclobalanopsis glauca
t118070011210,A_R7,0,0,0,0,0,0,0,0,0,22.61904762,Cyclobalanopsis glauca
t118070011212,A_R7,0,0,0,0,0,0,0,0,0,27.97619048,Cyclobalanopsis glauca
t118070011310,A_R7,0,0,0,0,0,0,0,0,0,20.11904762,Cyclobalanopsis glauca
t118070011312,A_R7,0,0,0,0,0,0,0,0,0,2.142857143,Lithocarpus glaber
t118070011406,A_R7,0,0,0,0,0,0,0,0,0,7.261904762,Cyclobalanopsis myrsinifolia
t118070011409,A_R7,0,0,0,0,0,0,0,0,0,20.95238095,Cyclobalanopsis glauca
t118070011410,A_R7,0,0,0,0,0,0,0,0,0,14.04761905,Cyclobalanopsis glauca
t118070011411,A_R7,0,0,0,0,0,0,0,0,0,17.73809524,Castanopsis fargesii
t118070011412,A_R7,0,0,0,0,0,0,0,0,0,6.30952381,Lithocarpus glaber
t118070011414,A_R7,1,5,0,5,0,0,0,7,7,6.071428571,Lithocarpus glaber
t118080010405,A_R8,0,0,0,0,0,0,0,0,0,2.976190476,Lithocarpus glaber
t118080010406,A_R8,0,0,0,0,0,0,0,0,0,8.928571429,Castanopsis sclerophylla
t118080010408,A_R8,0,0,0,0,0,0,0,0,0,6.111111111,Lithocarpus glaber
t118080010409,A_R8,0,0,0,0,0,0,0,0,0,15.23809524,Choerospondias axillaris
t118080010412,A_R8,5,0,140,191,0,0,0,34,34,18.57142857,Castanopsis sclerophylla
t118080010413,A_R8,0,0,0,0,0,0,0,0,0,23.80952381,Quercus serrata
t118080010414,A_R8,0,0,0,0,0,0,0,0,0,21.66666667,Quercus serrata
t118080010503,A_R8,0,0,0,0,0,0,0,0,0,11.07142857,Schima superba
t118080010504,A_R8,0,0,0,0,0,0,0,0,0,4.285714286,Schima superba
t118080010505,A_R8,0,0,0,0,0,0,0,0,0,9.047619048,Choerospondias axillaris
t118080010506,A_R8,1,50,0,50,0,0,0,20,20,5.238095238,Lithocarpus glaber
t118080010507,A_R8,0,0,0,0,0,0,0,0,0,40.11904762,Cyclobalanopsis glauca
t118080010508,A_R8,1,12,0,12,0,0,0,7,7,14.16666667,Lithocarpus glaber
t118080010509,A_R8,2,0,0,40,0,0,0,8,8,6.428571429,Cyclobalanopsis glauca
t118080010603,A_R8,0,0,0,0,0,0,0,0,0,9.047619048,Quercus serrata
t118080010606,A_R8,0,0,0,0,0,0,0,0,0,18.57142857,Cyclobalanopsis glauca
t118080010608,A_R8,0,0,0,0,0,0,0,0,0,20.35714286,Choerospondias axillaris
t118080010609,A_R8,2,0,0,40,0,0,0,10,10,3.69047619,Schima superba
t118080010611,A_R8,0,0,0,0,0,0,0,0,0,18.21428571,Choerospondias axillaris
t118080010612,A_R8,0,0,0,0,0,0,0,0,0,21.78571429,Choerospondias axillaris
t118080010613,A_R8,0,0,0,0,0,0,0,0,0,27.85714286,Cyclobalanopsis glauca
t118080010614,A_R8,0,0,0,0,0,0,0,0,0,30.95238095,Lithocarpus glaber
t118080010703,A_R8,0,0,0,0,0,0,0,0,0,25.35714286,Choerospondias axillaris
t118080010706,A_R8,0,0,0,0,0,0,0,0,0,22.38095238,Choerospondias axillaris
t118080010708,A_R8,0,0,0,0,0,0,0,0,0,18.33333333,Choerospondias axillaris
