objectid,tree_id,address,species,com_name,dbh,height,condition,land_type,park_name,x,y
5782,24501,800 W 9TH ST,Carya illinoinensis,Pecan,18,53,Good,ROW,,3111902.39270,10072560.8298
5783,24502,800 W 9TH ST,Sideroxylon lanuginosum,Gum Bumelia,3,8,Good,ROW,,3111899.24868,10072558.1911
5784,24503,800 W 9TH ST,Cercis canadensis,Eastern Redbud,3,8,Good,ROW,,3111889.35697,10072566.0815
5785,24504,800 W 9TH ST,Ulmus parvifolia,Chinese Elm,8,23,Fair,ROW,,3111885.69818,10072565.4686
5786,24505,800 W 9TH ST,Celtis laevigata,Sugarberry,11,23,Fair,ROW,,3111859.41608,10072568.2081
5787,24506,800 W 9TH ST,Celtis laevigata,Sugarberry,5,23,Fair,ROW,,3111854.95940,10072572.5755
5788,24507,800 W 9TH ST,Celtis laevigata,Sugarberry,12,23,Fair,ROW,,3111851.07850,10072570.7511
5789,24508,800 W 9TH ST,Celtis laevigata,Sugarberry,8,23,Good,ROW,,3111826.81182,10072585.5125
5790,24509,800 W 9TH ST,Ulmus americana,American Elm,13,38,Poor,ROW,,3111823.04640,10072583.3104
5791,24510,800 W 9TH ST,Celtis laevigata,Sugarberry,7,23,Fair,ROW,,3111820.67075,10072582.5280
5792,24511,800 W 9TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3111785.44510,10072598.8927
5793,24512,800 W 9TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3111760.81720,10072606.1788
5794,24513,800 W 9TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3111733.43733,10072614.0249
5795,24514,800 W 9TH ST,Carya illinoinensis,Pecan,17,38,Fair,ROW,,3111671.89579,10072631.2326
5796,24515,800 W 9TH ST,Quercus fusiformis,Escarpment Live Oak,17,38,Good,ROW,,3111634.65800,10072637.5823
5797,24516,800 W 9TH ST,Salix nigra,Black Willow,14,23,Good,ROW,,3111501.61135,10072660.5773
5798,24517,900 W 9TH ST,Quercus fusiformis,Escarpment Live Oak,39,38,Good,ROW,,3111390.60075,10072683.2653
5799,24518,900 W 9TH ST,Ilex decidua,Possum Haw,4,8,Good,ROW,,3111362.62246,10072691.5746
5800,24519,900 W 9TH ST,Ulmus crassifolia,Cedar Elm,10,38,Good,ROW,,3111316.78167,10072709.8886
5801,24520,900 W 9TH ST,Ulmus crassifolia,Cedar Elm,9,23,Good,ROW,,3111292.72332,10072718.6727
5802,24521,900 W 9TH ST,Ulmus crassifolia,Cedar Elm,10,23,Good,ROW,,3111273.06817,10072726.5447
5803,24522,900 W 9TH ST,Ulmus crassifolia,Cedar Elm,5,23,Fair,ROW,,3111244.33529,10072737.1428
5804,24523,900 W 9TH ST,Ulmus crassifolia,Cedar Elm,7,23,Good,ROW,,3111194.30094,10072756.6831
5805,24524,900 W 9TH ST,Ulmus crassifolia,Cedar Elm,6,23,Good,ROW,,3111169.51097,10072764.1598
5806,24525,900 W 9TH ST,Diospyros texana,Texas Persimmon,10,8,Fair,ROW,,3111303.04121,10072784.8041
5807,24526,900 W 9TH ST,Celtis laevigata,Sugarberry,5,23,Good,ROW,,3111318.10778,10072773.4370
5808,24527,900 W 9TH ST,Ulmus crassifolia,Cedar Elm,5,23,Good,ROW,,3111351.09722,10072762.7927
5809,24528,900 W 9TH ST,Ulmus crassifolia,Cedar Elm,5,23,Good,ROW,,3111354.67956,10072762.5670
5810,24529,900 W 9TH ST,Melia azedarach,Chinaberry,26,38,Fair,ROW,,3111419.41302,10072744.4751
5811,24530,900 W 9TH ST,Ulmus americana,American Elm,6,23,Good,ROW,,3111437.10393,10072743.0001
5812,24531,600 HENDERSON ST,Ulmus crassifolia,Cedar Elm,7,23,Good,ROW,,3111407.63155,10072637.6204
5813,24532,600 HENDERSON ST,Brahea edulis,Guadalupe Palm,3,8,Good,ROW,,3111396.78840,10072601.3268
5814,24533,600 HENDERSON ST,Ulmus crassifolia,Cedar Elm,8,23,Excellent,ROW,,3111384.95214,10072573.7491
5815,24534,600 HENDERSON ST,Brahea edulis,Guadalupe Palm,6,8,Good,ROW,,3111376.85012,10072554.7882
5816,24535,600 HENDERSON ST,Ulmus crassifolia,Cedar Elm,8,23,Good,ROW,,3111369.47677,10072537.0878
5819,24538,600 HENDERSON ST,Quercus virginiana,Southern Live Oak,17,38,Good,ROW,,3111364.69332,10072411.6753
5826,24545,600 HENDERSON ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),9,8,Poor,ROW,,3111235.19883,10072220.6264
5827,24546,600 HENDERSON ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),11,23,Dead,ROW,,3111228.43998,10072207.4883
5828,24547,600 HENDERSON ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),8,23,Poor,ROW,,3111222.21624,10072193.6744
5829,24548,600 HENDERSON ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),8,23,Fair,ROW,,3111216.40424,10072178.9618
5830,24549,600 HENDERSON ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),6,8,Fair,ROW,,3111210.08470,10072162.3995
5833,24552,601 N LAMAR BLVD,Quercus virginiana,Southern Live Oak,19,38,Fair,Private,,3111147.25773,10072017.9428
5836,24555,601 N LAMAR BLVD,Ulmus crassifolia,Cedar Elm,19,38,Good,Private,,3111099.82246,10072136.7723
5837,24556,601 N LAMAR BLVD,Ulmus crassifolia,Cedar Elm,19,38,Good,ROW,,3111110.84015,10072127.3346
5838,24557,601 N LAMAR BLVD,Quercus fusiformis,Escarpment Live Oak,34,53,Good,Private,,3111160.50672,10072120.0056
5839,24558,601 N LAMAR BLVD,Quercus fusiformis,Escarpment Live Oak,36,53,Good,Private,,3111174.26030,10072114.7280
5840,24559,600 HENDERSON ST,Celtis laevigata,Sugarberry,8,23,Good,ROW,,3111364.14083,10072411.7911
5841,24560,600 HENDERSON ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),18,23,Fair,ROW,,3111365.45152,10072419.3062
5842,24561,600 HENDERSON ST,Celtis laevigata,Sugarberry,10,38,Good,ROW,,3111376.48168,10072436.8941
5843,24562,600 HENDERSON ST,Pyracantha coccinea,Firethorn,9,8,Good,ROW,,3111376.18050,10072443.7543
5844,24563,600 HENDERSON ST,Platycladus orientalis,Oriental Arborvitae,12,23,Dead,ROW,,3111385.68179,10072467.1889
5845,24564,600 HENDERSON ST,Celtis laevigata,Sugarberry,16,23,Good,ROW,,3111388.54399,10072474.5948
5846,24565,600 HENDERSON ST,Melia azedarach,Chinaberry,7,23,Good,ROW,,3111423.50390,10072554.2954
5847,24566,600 HENDERSON ST,Ulmus crassifolia,Cedar Elm,9,23,Good,ROW,,3111430.24076,10072558.9207
5848,24567,600 HENDERSON ST,Celtis laevigata,Sugarberry,6,23,Fair,ROW,,3111431.65874,10072559.0388
5849,24568,600 HENDERSON ST,Melia azedarach,Chinaberry,22,38,Poor,ROW,,3111432.28997,10072561.6261
5850,24569,717 HENDERSON ST,Ulmus crassifolia,Cedar Elm,24,23,Poor,Private,,3111483.35942,10072555.8462
5851,24570,800 W 9TH ST,Morus alba,White Mulberry,9,23,Fair,ROW,,3111523.89608,10072726.9447
5852,24571,800 W 9TH ST,Celtis laevigata,Sugarberry,13,23,Good,ROW,,3111532.89508,10072726.6976
5853,24572,800 W 9TH ST,Stump,Stump,13,0,Stump,ROW,,3111579.46093,10072716.7865
5854,24573,800 W 9TH ST,Quercus fusiformis,Escarpment Live Oak,24,38,Good,ROW,,3111624.32075,10072701.3420
5855,24574,800 W 9TH ST,Ligustrum lucidum,Glossy Privet,14,23,Fair,ROW,,3111629.93688,10072705.8893
5856,24575,800 W 9TH ST,Vacant Planting Site - Large,Vacant Planting Site - Large,0,0,NA,ROW,,3111671.90169,10072687.6462
5857,24576,800 W 9TH ST,Carya illinoinensis,Pecan,43,38,Good,ROW,,3111749.06361,10072661.3224
5858,24577,800 W 9TH ST,Carya illinoinensis,Pecan,40,38,Poor,ROW,,3111827.98439,10072638.8179
5859,24578,800 W 9TH ST,Celtis laevigata,Sugarberry,5,23,Good,ROW,,3111891.84384,10072626.1643
5860,24579,800 W 9TH ST,Ulmus americana,American Elm,13,38,Poor,ROW,,3111893.62303,10072623.0502
5861,24580,800 W 9TH ST,Celtis laevigata,Sugarberry,6,23,Good,ROW,,3111899.32315,10072621.3763
5862,24581,800 W 9TH ST,Celtis laevigata,Sugarberry,4,23,Fair,ROW,,3111905.22144,10072619.0220
5863,24582,800 W 9TH ST,Celtis laevigata,Sugarberry,3,8,Fair,ROW,,3111912.88710,10072618.2106
5864,24583,800 W 9TH ST,Celtis laevigata,Sugarberry,5,23,Good,ROW,,3111913.90777,10072614.8684
5865,24584,800 W 9TH ST,Celtis laevigata,Sugarberry,7,23,Good,ROW,,3111915.78605,10072616.5361
5866,24585,800 W 9TH ST,Celtis laevigata,Sugarberry,5,23,Good,ROW,,3111917.25225,10072615.0912
5867,24586,800 W 9TH ST,Celtis laevigata,Sugarberry,3,23,Good,ROW,,3111926.45532,10072615.7402
5868,24587,800 W 9TH ST,Celtis laevigata,Sugarberry,8,23,Good,ROW,,3111925.98616,10072610.2763
5869,24588,800 W 9TH ST,Celtis laevigata,Sugarberry,7,23,Good,ROW,,3111931.87460,10072610.4190
5870,24589,800 W 9TH ST,Celtis laevigata,Sugarberry,9,23,Fair,ROW,,3111936.36376,10072612.7513
5871,24590,800 W 9TH ST,Celtis laevigata,Sugarberry,16,38,Good,ROW,,3111937.80897,10072610.5128
5872,24591,800 W 9TH ST,Carya illinoinensis,Pecan,26,53,Good,ROW,,3111994.18615,10072594.1729
5873,24592,800 W 9TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3112040.43180,10072580.0647
5874,24593,800 W 9TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3112091.31391,10072564.7153
5875,24594,900 WEST AVE,Triadica sebifera,Chinese Tallow,11,23,Poor,ROW,,3112186.34259,10072541.4299
5876,24595,700 W 9TH ST,Triadica sebifera,Chinese Tallow,6,8,Fair,ROW,,3112184.14214,10072529.9818
5877,24596,700 W 9TH ST,Ligustrum lucidum,Glossy Privet,6,8,Fair,ROW,,3112191.62769,10072526.6485
5878,24597,700 W 9TH ST,Carya illinoinensis,Pecan,12,23,Poor,ROW,,3112204.01841,10072530.3361
5879,24598,700 W 9TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),5,8,Good,ROW,,3112228.64927,10072518.3224
5880,24599,700 W 9TH ST,Ulmus crassifolia,Cedar Elm,15,38,Good,ROW,,3112258.63641,10072511.6095
5881,24600,700 W 9TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3112286.41293,10072498.5360
5882,24601,900 RIO GRANDE ST,Carya illinoinensis,Pecan,23,38,Fair,Private,,3112309.02673,10072506.6045
5883,24602,704 W 9 ST,Carya illinoinensis,Pecan,30,53,Fair,Private,,3112300.03003,10072598.1313
5884,24603,903 WEST AVE,Ulmus crassifolia,Cedar Elm,27,38,Fair,Private,,3112296.13896,10072620.1138
5885,24604,900 RIO GRANDE ST,Quercus fusiformis,Escarpment Live Oak,33,38,Poor,Private,,3112361.12276,10072621.0964
5886,24605,700 W 9TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3112353.20610,10072476.7148
5887,24606,700 W 9TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3112447.57140,10072449.8406
5888,24607,600 W 9TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3112549.24082,10072416.6615
5889,24608,600 W 9TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3112589.32637,10072404.3807
5890,24609,600 W 9TH ST,Quercus fusiformis,Escarpment Live Oak,4,8,Good,ROW,,3112621.91062,10072395.2353
5891,24610,600 W 9TH ST,Cupressus sempervirens,Italian Cypress,2,8,Good,ROW,,3112627.03134,10072393.7216
5892,24611,600 W 9TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),5,8,Good,ROW,,3112632.52871,10072392.1911
5893,24612,600 W 9TH ST,Cupressus sempervirens,Italian Cypress,2,8,Good,ROW,,3112638.34825,10072390.4699
5894,24613,600 W 9TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),6,8,Good,ROW,,3112644.62809,10072388.6304
5895,24614,600 W 9TH ST,Cupressus sempervirens,Italian Cypress,1,8,Good,ROW,,3112651.95091,10072386.8272
5896,24615,600 W 9TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),4,8,Good,ROW,,3112657.76882,10072385.0694
5897,24616,600 W 9TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),18,23,Fair,ROW,,3112663.12839,10072383.2718
5898,24617,600 W 9TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),15,23,Fair,ROW,,3112671.57391,10072380.5051
5899,24618,600 W 9TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),15,23,Fair,ROW,,3112682.13917,10072377.7344
5900,24619,600 W 9TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),15,23,Fair,ROW,,3112695.89472,10072374.3466
5901,24620,600 W 9TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),16,23,Fair,ROW,,3112707.47705,10072370.9657
5902,24621,600 W 9TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),13,23,Fair,ROW,,3112718.27099,10072367.1809
5903,24622,600 W 9TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),14,23,Fair,ROW,,3112730.96224,10072363.8388
5904,24623,600 W 9TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3112750.62919,10072357.3667
5905,24624,600 W 9TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3112782.69803,10072347.6311
5906,24625,602 W 9 ST,Carya illinoinensis,Pecan,20,38,Fair,Private,,3112674.35310,10072402.1815
5907,24626,602 W 9 ST,Quercus fusiformis,Escarpment Live Oak,36,53,Fair,Private,,3112741.80966,10072384.5087
5908,24627,600 W 9 ST,Quercus fusiformis,Escarpment Live Oak,38,38,Good,Private,,3112803.17076,10072400.8958
5909,24628,600 W 9 ST,Quercus fusiformis,Escarpment Live Oak,38,53,Good,Private,,3112822.85510,10072444.2051
5910,24629,600 W 9 ST,Quercus fusiformis,Escarpment Live Oak,31,38,Fair,Private,,3112799.96735,10072482.9930
5911,24630,602 W 9 ST,Quercus fusiformis,Escarpment Live Oak,30,38,Fair,Private,,3112751.87033,10072476.1151
5912,24631,602 W 9 ST,Quercus fusiformis,Escarpment Live Oak,33,38,Poor,Private,,3112711.11385,10072477.6660
5913,24632,400 W 10TH ST,Platanus occidentalis,American Sycamore,22,23,Poor,ROW,,3113540.48916,10072442.3521
5914,24633,400 W 10TH ST,Platanus occidentalis,American Sycamore,22,53,Fair,ROW,,3113500.79370,10072454.2457
5915,24634,400 W 10TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3113456.51427,10072466.3589
5916,24635,400 W 10TH ST,Platanus occidentalis,American Sycamore,19,38,Good,ROW,,3113418.23055,10072478.8933
5917,24636,400 W 10TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3113384.74276,10072488.6449
5918,24637,400 W 10TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3113351.78810,10072498.6997
5919,24638,400 W 10TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3113316.96402,10072508.6971
5920,24639,500 W 10TH ST,Vacant Planting Site - Large,Vacant Planting Site - Large,0,0,NA,ROW,,3113199.84975,10072538.2561
5921,24640,500 W 10TH ST,Quercus virginiana,Southern Live Oak,18,23,Fair,ROW,,3113168.46366,10072546.7843
5922,24641,500 W 10TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3113088.87688,10072568.2964
5923,24642,500 W 10TH ST,Platanus occidentalis,American Sycamore,13,38,Fair,ROW,,3113023.12176,10072593.6769
5924,24643,500 W 10TH ST,Carya illinoinensis,Pecan,8,23,Fair,ROW,,3113007.74187,10072598.2878
5925,24644,500 W 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),27,23,Fair,ROW,,3112982.53851,10072605.9744
5926,24645,900 NUECES ST,Carya illinoinensis,Pecan,16,38,Fair,ROW,,3112946.32336,10072615.7172
5927,24646,500 W 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),25,23,Poor,ROW,,3112962.96473,10072610.8773
5928,24647,908 NUECES ST,Carya illinoinensis,Pecan,21,38,Good,Private,,3112863.25200,10072573.1126
5929,24648,600 W 10TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3112868.48952,10072641.6223
5930,24649,600 W 10TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3112830.49780,10072650.7667
5931,24650,700 W 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),5,8,Fair,ROW,,3112339.58933,10072793.1893
5932,24651,707 W 10 ST,Quercus fusiformis,Escarpment Live Oak,22,23,Fair,Private,,3112302.61762,10072793.6522
5933,24652,700 W 10TH ST,Quercus fusiformis,Escarpment Live Oak,37,53,Fair,ROW,,3112300.97229,10072802.2982
5934,24653,700 W 10TH ST,Quercus fusiformis,Escarpment Live Oak,28,38,Poor,ROW,,3112278.68230,10072804.5278
5935,24654,800 W 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),3,8,Fair,ROW,,3112124.05827,10072868.3338
5936,24655,800 W 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),6,8,Fair,ROW,,3112120.61536,10072866.1534
5937,24656,800 W 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),27,23,Good,ROW,,3112072.33888,10072882.2642
5938,24657,800 W 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),22,23,Good,ROW,,3112050.84549,10072890.1005
5939,24658,800 W 10TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3112027.74219,10072896.8410
5940,24659,800 W 10TH ST,Triadica sebifera,Chinese Tallow,16,23,Fair,ROW,,3111976.46112,10072912.0073
5941,24660,805 W 10 ST,Carya illinoinensis,Pecan,31,53,Fair,Private,,3111993.28622,10072855.0087
5942,24661,805 W 10 ST,Carya illinoinensis,Pecan,29,60,Fair,Private,,3111934.06980,10072899.1172
5943,24662,900 WEST AVE,Ulmus americana,American Elm,32,60,Good,Private,,3111935.78863,10072807.1735
5944,24663,900 WEST AVE,Quercus fusiformis,Escarpment Live Oak,38,53,Cannot Be Determined,Private,,3111926.47435,10072777.5423
5945,24664,700 W 10TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3112404.99832,10072783.2789
5946,24665,700 W 10TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3112424.40544,10072778.3589
5947,24666,700 W 10TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3112452.44606,10072769.2740
5948,24667,700 W 10TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3112507.00107,10072752.2090
5949,24668,609 W 10 ST,Ulmus crassifolia,Cedar Elm,22,23,Poor,Private,,3112599.90017,10072645.9868
5950,24669,609 W 10 ST,Quercus fusiformis,Escarpment Live Oak,48,38,Good,Private,,3112662.35345,10072688.6606
5951,24670,600 W 10TH ST,Carya illinoinensis,Pecan,18,38,Good,ROW,,3112730.09938,10072682.8581
5952,24671,605 W 10 ST,Quercus fusiformis,Escarpment Live Oak,41,38,Fair,Private,,3112758.39624,10072659.8874
5953,24672,500 W 10TH ST,Bauhinia lunarioides,Anacacho Orchid Tree,5,8,Good,ROW,,3113209.64665,10072598.6654
5954,24673,500 W 10TH ST,Bauhinia lunarioides,Anacacho Orchid Tree,7,8,Fair,ROW,,3113194.78251,10072602.3849
5955,24674,500 W 10TH ST,Ilex vomitoria,Yaupon,10,23,Good,ROW,,3113179.65622,10072606.7690
5956,24675,500 W 10TH ST,Ilex vomitoria,Yaupon,6,23,Good,ROW,,3113163.05652,10072611.5486
5957,24676,500 W 10TH ST,Ilex vomitoria,Yaupon,3,8,Fair,ROW,,3113136.34693,10072618.7648
5958,24677,500 W 10TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3113122.13600,10072623.3789
5959,24678,500 W 10TH ST,Ulmus crassifolia,Cedar Elm,9,23,Good,ROW,,3113098.54681,10072630.3933
5960,24679,500 W 10TH ST,Ulmus crassifolia,Cedar Elm,7,23,Good,ROW,,3113066.97600,10072639.6669
5961,24680,500 W 10TH ST,Ulmus crassifolia,Cedar Elm,8,23,Excellent,ROW,,3113032.82778,10072649.2293
5962,24681,500 W 10TH ST,Ulmus crassifolia,Cedar Elm,9,23,Good,ROW,,3112985.19533,10072663.3838
5963,24682,600 W 10TH ST,Taxodium distichum,Bald Cypress,5,23,Good,ROW,,3112836.04044,10072709.5123
5964,24683,600 W 10TH ST,Taxodium distichum,Bald Cypress,5,23,Good,ROW,,3112856.75365,10072703.2593
5965,24684,600 W 10TH ST,Taxodium distichum,Bald Cypress,5,23,Good,ROW,,3112884.89238,10072695.0523
5966,24685,600 W 10TH ST,Quercus fusiformis,Escarpment Live Oak,24,38,Good,ROW,,3112678.80289,10072753.7471
5967,24686,600 W 10TH ST,Taxodium distichum,Bald Cypress,4,23,Good,ROW,,3112790.51068,10072727.3308
5968,24687,600 W 10TH ST,Taxodium distichum,Bald Cypress,3,8,Good,ROW,,3112798.52214,10072721.6277
5969,24688,600 W 10TH ST,Taxodium distichum,Bald Cypress,3,8,Good,ROW,,3112811.41910,10072717.7196
5970,24689,600 W 10TH ST,Taxodium distichum,Bald Cypress,4,23,Good,ROW,,3112823.53456,10072713.4204
5971,24690,1003 RIO GRANDE ST,Carya illinoinensis,Pecan,23,23,Dead,Private,,3112907.13643,10072795.8084
5972,24691,1003 RIO GRANDE ST,Quercus fusiformis,Escarpment Live Oak,33,38,Fair,Private,,3112871.97082,10072808.2752
5973,24692,1003 RIO GRANDE ST,Quercus fusiformis,Escarpment Live Oak,22,38,Fair,Private,,3112832.45843,10072843.4635
5974,24693,700 W 10TH ST,Carya illinoinensis,Pecan,15,38,Fair,ROW,,3112520.48431,10072802.6240
5975,24694,700 W 10TH ST,Carya illinoinensis,Pecan,19,38,Fair,ROW,,3112488.24192,10072810.5380
5976,24695,700 W 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),8,23,Fair,ROW,,3112417.01569,10072830.7627
5977,24696,700 W 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),17,23,Good,ROW,,3112392.29887,10072838.5832
5978,24697,700 W 10TH ST,Quercus virginiana,Southern Live Oak,3,8,Good,ROW,,3112386.24213,10072839.8034
5979,24698,700 W 10TH ST,Quercus virginiana,Southern Live Oak,19,38,Good,ROW,,3112380.37698,10072842.4874
5980,24699,1000 WEST AVE,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),9,8,Fair,ROW,,3112222.22605,10072904.2996
5981,24700,1000 WEST AVE,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),9,8,Fair,ROW,,3112210.98756,10072908.9345
5982,24701,800 W 10TH ST,Quercus virginiana,Southern Live Oak,14,23,Fair,ROW,,3112196.29074,10072903.2127
5983,24702,800 W 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),7,8,Poor,ROW,,3112187.61917,10072896.1175
5984,24703,800 W 10TH ST,Quercus virginiana,Southern Live Oak,12,23,Fair,ROW,,3112180.96826,10072905.3058
5985,24704,800 W 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),3,8,Poor,ROW,,3112170.45221,10072912.3268
5986,24705,800 W 10TH ST,Quercus virginiana,Southern Live Oak,18,38,Good,ROW,,3112162.78982,10072918.1818
5987,24706,800 W 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),7,8,Poor,ROW,,3112150.33774,10072918.1182
5988,24707,800 W 10TH ST,Quercus virginiana,Southern Live Oak,10,23,Fair,ROW,,3112139.05201,10072921.7185
5989,24708,800 W 10TH ST,Carya illinoinensis,Pecan,13,38,Poor,ROW,,3112124.32041,10072931.9462
5990,24709,800 W 10TH ST,Quercus virginiana,Southern Live Oak,13,38,Good,ROW,,3112126.51889,10072928.5217
5991,24710,800 W 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),8,8,Fair,ROW,,3112110.34504,10072934.4337
5992,24711,800 W 10TH ST,Carya illinoinensis,Pecan,15,38,Good,ROW,,3112067.99473,10072953.2424
5993,24712,800 W 10TH ST,Carya illinoinensis,Pecan,20,38,Poor,ROW,,3111985.15008,10072975.3648
5995,24714,800 W 10TH ST,Yucca rostrata,Big Bend Yucca,9,8,Good,ROW,,3111864.50137,10073011.9720
5996,24715,800 W 10TH ST,Carya illinoinensis,Pecan,26,53,Fair,ROW,,3111842.01192,10073019.5648
5997,24716,800 W 10TH ST,Quercus virginiana,Southern Live Oak,19,38,Fair,ROW,,3111797.49199,10073036.8473
5998,24717,800 W 10TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3111757.46583,10073051.0559
5999,24718,800 W 10TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3111718.72378,10073066.6474
6000,24719,800 W 10TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3111627.41458,10073103.7064
6001,24720,800 W 10TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3111601.20334,10073114.6335
6002,24721,800 W 10TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3111406.65583,10073120.8392
6003,24722,800 W 10TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3111353.37444,10073140.0006
6004,24723,800 W 10TH ST,Quercus fusiformis,Escarpment Live Oak,44,23,Critical,ROW,,3111791.11963,10072978.1499
6005,24724,806 W 10 ST,Carya illinoinensis,Pecan,21,53,Good,Private,,3112046.46361,10073024.7249
6006,24725,808 W 10 ST,Carya illinoinensis,Pecan,25,53,Good,Private,,3111976.26395,10073006.2728
6007,24726,808 W 10 ST,Carya illinoinensis,Pecan,35,53,Fair,Private,,3112019.72022,10073058.5198
6008,24727,808 W 10 ST,Carya illinoinensis,Pecan,26,53,Good,Private,,3111984.07922,10073069.2392
6009,24728,810 W 10 ST,Carya illinoinensis,Pecan,27,38,Fair,Private,,3111957.99659,10073085.6893
6010,24729,810 W 10 ST,Carya illinoinensis,Pecan,28,53,Fair,Private,,3111926.78767,10073018.5642
6011,24730,810 W 10 ST,Carya illinoinensis,Pecan,23,53,Cannot Be Determined,Private,,3111939.20004,10073086.6857
6012,24731,812 W 10 ST,Carya illinoinensis,Pecan,23,53,Cannot Be Determined,Private,,3111920.90382,10073093.0522
6013,24732,814 W 10 ST,Quercus fusiformis,Escarpment Live Oak,20,38,Fair,Private,,3111856.50959,10073128.0315
